Site_ID,Center_Name,Permit_Holder,Address,Borough,Zip_Code,Phone,Permit_Number,Permit_Expiration_Date,Permit_Status,Age_Range,Maximum_Capacity,Certified_to_Administer_Medication,Site_Type,Number_Of_Violations,Hazard_Violations,Critical_Violations,General_Violations,Number_Of_Visits
DC10483,OUR LITTLE ANGELS CORP,OUR LITTLE ANGELS CORP,86-29 COMMONWEALTH BLVD,QUEENS,11426,718-347-7377,7358,2015-03-17,Permitted,2 YEARS - 5 YEARS,29,No,Private,2,1,1,0,7
DC3008,OUR P.L.A.C.E. SCHOOL,OUR P.L.A.C.E. SCHOOL INC.,329 NORWAY AVENUE,STATEN ISLAND,10305,718-987-9400,2489,2015-08-16,Permitted,2 YEARS - 5 YEARS,90,No,Private,26,6,9,11,10
DC2747,OUR SAVIOUR LUTHERAN PRE-SCHOOL,OUR SAVIOUR LUTHERAN CHURCH&PRESCHOOL,90-04 175 STREET,QUEENS,11432,718-739-7452,6179,2014-06-25,Permitted,2 YEARS - 5 YEARS,45,No,Private,4,0,3,1,6
DC2464,OUR SAVIOUR LUTHERAN PRESCHOOL,EVANGELICAL LUTHERAN CHURCH OF OUR SAVIOUR,64-33  WOODHAVEN BLVD,QUEENS,11374,718-897-4343,51978,2015-09-16,Permitted,2 YEARS - 5 YEARS,55,No,Corporate,2,0,2,0,1
DC946,OUR SAVIOUR'S LUTHERAN PRE-SCHOOL,OUR SAVIOUR'S NORWEGIAN EVANGELICAL LUTHERAN CHURCH OF NEW YORK,414-420 80 STREET,BROOKLYN,11209,718-745-0020,5153,2015-04-10,Permitted,2 YEARS - 5 YEARS,92,No,Private,13,0,11,2,7
DC12081,P R O M E S A MULTICULTURAL D C  I I,"PUERTO RICAN ORGANIZATION TO MOTIVATE,ENLIGHTEN AND SERVICE ADDICTS",300 EAST 175TH STREET,BRONX,10457,347-649-3209,7380,2015-04-15,Permitted,2 YEARS - 5 YEARS,110,No,ACS Contracted Preschools,12,1,5,6,8
DC196,P.A.L./W.O.C.E. HEAD START,"POLICE ATHLETIC LEAGUE, INC.",280 LIVONIA AVENUE,BROOKLYN,11212,718-345-5219,5038,2014-11-29,Permitted,2 YEARS - 5 YEARS,235,No,ACS Head Start,14,0,9,5,11
DC2924,PACCOR PRESCHOOL,"AUNTY JEAN'S PLACE,INC.",118-17 GUY R BREWER BOULEVARD,QUEENS,11434,718-525-9620,6781,2014-12-17,Permitted,2 YEARS - 5 YEARS,103,No,Private,0,0,0,0,7
DC24770,PADRE KENNEDY EARLY CHILDHOOD  DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,243 SOUTH 2ND STREET,BROOKLYN,11211,718-388-3434,25418,2014-10-17,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,0,0,0,0,3
DC14132,PAERDEGAT DAY SCHOOL (PRE-SCHOOL),"FITMAR MANAGEMENT, LLC.",1500 PAERDEGAT AVENUE NORTH,BROOKLYN,11236,718-531-1111,5802,2015-03-25,Permitted,2 YEARS - 5 YEARS,58,No,Private,56,13,25,18,19
DC14125,PAERDEGAT INFANT/TODDLER,FITMAR MANAGEMENT LLC.,1500 PAERDEGAT AVENUE NORTH,BROOKLYN,11236,718-531-1111,7329,2015-03-30,Permitted,0 YEARS - 2 YEARS,10,No,Private,29,3,19,7,13
DC18839,PAL  A & M SCHWARTZ  EARLY LEARN CENTER,"POLICE ATHLETIC LEAGUE, INC.",454 PENNSYLVANIA AVE,BROOKLYN,11207,718-342-4724,8068,2015-09-14,Permitted,2 YEARS - 5 YEARS,114,No,ACS Head Start,18,3,8,7,8
DC1630,PAL CAREY GARDENS DAY CARE CENTER,POLICE ATHLETIC LEAGUE INC.,2964 WEST 23 STREET,BROOKLYN,11224,718-372-4044,6102,2014-06-18,Permitted,2 YEARS - 5 YEARS,66,No,ACS Contracted Preschools,24,3,12,9,10
DC1327,PAL WESTERN QUEENS EARLY LEARNING CENTER,"POLICE ATHLETIC LEAGUE, INC.",10-26 41 AVE,QUEENS,11101,718-784-2092,6149,2014-06-25,Permitted,2 YEARS - 5 YEARS,59,No,ACS Contracted Preschools,6,1,5,0,11
DC352,PAMELA C. TORRES DAY CARE CENTER,"PAMELA C. TORRES DAY CARE CENTER, INC.",161 ST. ANN'S AVENUE,BRONX,10454,718-585-2540,1688,2015-09-09,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,23,6,7,10,12
DC1683,PARADISE DAY CARE CENTER,PARADISE DAY CARE CENTER,528 EAST 95 STREET,BROOKLYN,11212,718-385-0571,7502,2014-10-23,Permitted,2 YEARS - 5 YEARS,20,No,Private,21,6,11,4,7
DC26031,PARK AVENUE CHRISTIAN CHURCH DAY SCHOOL,PARK AVENUE CHRISTIAN CHURCH,4 WEST 76TH STREET,MANHATTAN,10023,212-288-3247,52398,2015-09-23,Permitted,2 YEARS - 5 YEARS,139,No,Private,0,0,0,0,0
DC2433,PARK AVENUE METHODIST CHURCH DAY SCHOOL,PARK AVENUE UNITED METHODIST CHURCH,106 EAST 86 STREET,MANHATTAN,10028,212-289-6997,1823,2015-08-27,Permitted,2 YEARS - 5 YEARS,40,No,Private,2,0,2,0,8
DC2434,PARK AVENUE SYNAGOGUE EARLY CHILDHOOD CENTER,PARK AVENUE SYNAGOGUE,50 EAST 87 STREET,MANHATTAN,10128,212-369-2600,2010,2015-01-12,Permitted,2 YEARS - 5 YEARS,95,No,Private,3,0,3,0,6
DC31670,PARK CHILDREN'S DAY SCHOOL,PARK CHILDREN'S DAY SCHOOL,4 WEST 76TH STREET,MANHATTAN,10023,212-288-3247,64038,2016-05-15,Permitted,2 YEARS - 5 YEARS,122,No,Private,0,0,0,0,0
DC353,PARK PLACE DAY CARE CENTER,"UNITED INTERFAITH ACTION COUNCIL OF BROOKLYN, INC.",963 PARK PLACE,BROOKLYN,11213,718-778-8558,4133,2015-12-08,Permitted,2 YEARS - 5 YEARS,52,Yes,ACS Contracted Preschools,37,13,11,13,12
DC18001,"PARK PLACE DAY CARE,INC.",PARK PLACE DC INC.,738 NOSTRAND AVENUE,BROOKLYN,11216,347-627-3955,7850,2015-12-14,Permitted,2 YEARS - 5 YEARS,47,No,Private,28,2,17,9,14
DC22727,PARK PLACE DAYCARE,"PARK PLACE DAY CARE, INC.",822-828 PARK PLACE,BROOKLYN,11216,347-627-3955,21497,2014-08-27,Permitted,0 YEARS - 2 YEARS,34,No,Private,9,4,3,2,5
DC14156,PARK SLOPE CHILD CARE COLLECTIVE,"PARK SLOPE CHILD CARE COLLECTIVE, INC.",186 ST. JOHN'S PLACE,BROOKLYN,11217,718-399-0397,7058,2015-09-28,Permitted,2 YEARS - 5 YEARS,38,No,Private,12,4,6,2,8
DC21250,"PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER , INC. INFANT/TODDLER","PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER,INC.",558  5TH AVENUE,BROOKLYN,11215,718-768-4873,8301,2015-05-09,Permitted,0 YEARS - 2 YEARS,10,No,Private,6,0,5,1,8
DC19652,"PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER, INC.","PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER, INC. P/S",558  5TH AVENUE,BROOKLYN,11215,718-768-4873,8312,2015-05-09,Permitted,2 YEARS - 5 YEARS,36,No,Private,15,1,6,8,8
DC2806,"PARK WEST MONTESSORI SCHOOL, INC.",PARK WEST MONTESSORI SCHOOL INC.,435 CENTRAL PARK WEST,MANHATTAN,10025,212-678-6072,6447,2015-03-20,Permitted,0 YEARS - 2 YEARS,25,Yes,Private,0,0,0,0,5
DC14312,"PARK WEST MONTESSORI SCHOOL,INC.","PARK WEST MONTESSORI, INC.",435 CENTRAL PARK WEST,MANHATTAN,10025,212-678-6072,6220,2016-03-08,Permitted,2 YEARS - 5 YEARS,145,Yes,Private,9,1,5,3,6
DC17273,PARKER'S PLACE,"THE OLIVE TREEHOUSE GROUP, LLC",428 7TH AVENUE,BROOKLYN,11215,718-499-2080,7851,2016-01-02,Permitted,2 YEARS - 5 YEARS,29,No,Private,9,3,3,3,6
DC23110,PARKSIDE EARLY CHILDHOOD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC.,525 PARKSIDE AVENUE,BROOKLYN,11226,929-210-9200,26297,2014-10-25,Permitted,2 YEARS - 5 YEARS,195,No,ACS Contracted Preschools,18,2,11,5,6
DC16802,PARKWAY PRESCHOOL,PARKWAY PRESCHOOL,5566 KINGS HIGHWAY,BROOKLYN,11203,718-346-0369,7660,2014-10-21,Permitted,2 YEARS - 5 YEARS,47,No,Private,23,8,12,3,10
DC25309,PARSONS PRESCHOOL,"PSYCHOTHERAPEUTIC EVALUATIONAL PROGRAMS, INC.",231-10 HILLSIDE AVENUE,QUEENS,11427,718-464-5606,48737,2015-07-24,Permitted,2 YEARS - 5 YEARS,61,No,Private,0,0,0,0,1
DC2604,PARSONS PRESCHOOL,"PSYCHOTHERAPEUTIC EVALUATIONAL PROGRAMS, INC.",84-60 PARSONS BOULEVARD,QUEENS,11432,718-298-6161,7310,2014-11-18,Permitted,2 YEARS - 5 YEARS,68,No,Private,4,1,1,2,9
DC1140,PATRICIA CARBINE CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",51 MADISON AVENUE,MANHATTAN,10010,212-576-3444,6341,2015-05-25,Permitted,0 YEARS - 2 YEARS,16,No,Corporate,3,1,1,1,5
DC14811,PATRICIA CARBINE CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",51 MADISON AVENUE,MANHATTAN,10010,212-576-3444,6342,2015-06-08,Permitted,2 YEARS - 5 YEARS,15,No,Corporate,4,2,1,1,5
DC21495,PAUL T. MATSON HEAD START,"EAST TREMONT HEAD START ALUMNI DAY CARE CENTERS, INC.",1244 MANOR AVENUE,BRONX,10472,718-328-8547,8309,2015-06-22,Permitted,2 YEARS - 5 YEARS,58,Yes,ACS Contracted Preschools,3,2,0,1,6
DC1986,PAUL T. MATSON HEAD START # 1,EAST TREMONT HEAD START ALUMNI DAY CARE CENTER. INC,1951 WASHINGTON AVENUE,BRONX,10457,718-299-2112,5122,2015-06-28,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start,11,3,2,6,6
DC977,PAUL T. MATSON HEAD START #5,"EAST TREMONT HEAD START ALUMNI DCC, INC.",1780 STORY AVENUE,BRONX,10473,718-328-5470,2104,2013-09-11,Expired-InRenewal,2 YEARS - 5 YEARS,30,Yes,ACS Contracted Preschools,37,12,13,12,16
DC25437,PB CHILDREN'S ACACEMY,"3504-06 CHURCH AVENUE DAY CARE, INC.",3506 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,54518,2015-11-26,Permitted,2 YEARS - 5 YEARS,36,No,Private,0,0,0,0,0
DC2024,PB CHILDREN'S ACADEMY - (PRE-SCHOOL),3504-06 CHURCH AVENUE DAY CARE INC.,3504 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,5437,2015-11-15,Permitted,2 YEARS - 5 YEARS,51,No,Private,43,7,18,18,11
DC153,PB CHILDREN'S ACADEMY - I/T,"3504-06 CHURCH AVE. DAY CARE, INC.",3506 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,7258,2015-06-10,Permitted,0 YEARS - 2 YEARS,8,Yes,Private,11,2,6,3,10
DC25523,PEACEFUL EXPLORERS,PEACEFUL EXPLORERS CORP,1113 PRESIDENT STREET,BROOKLYN,11225,718-218-5891,54757,2015-12-04,Permitted,2 YEARS - 5 YEARS,13,No,Private,10,3,5,2,4
DC22758,PEARTREE PRESCHOOL,PEARTREE CENTER LLC,132 WEST 112TH  STREET,MANHATTAN,10026,212-866-4105,33437,2015-02-28,Permitted,2 YEARS - 5 YEARS,57,No,Private,6,1,5,0,3
DC2321,PEE WEE FOLKS,PEE WEE FOLKS,12-45 CLINTONVILLE ST,QUEENS,11357,718-746-6107,5568,2015-06-13,Permitted,2 YEARS - 5 YEARS,79,No,Private,2,0,2,0,7
DC467,PEOPLE'S  DAY CARE CENTER,"PEOPLE'S DAY CARE CENTER,INC.",121 RIVERDALE AVENUE,BROOKLYN,11212,718-346-0089,5378,2013-10-04,Expired-InRenewal,2 YEARS - 5 YEARS,23,No,Private,48,4,30,14,10
DC17642,PERLA'S DAYCARE CENTER,PERLA'S DAYCARE CENTER INC.,2167 CONEY ISLAND AVENUE,BROOKLYN,11223,718-336-1044,7820,2015-10-22,Permitted,2 YEARS - 5 YEARS,22,No,Private,10,2,4,4,6
DC11153,PERSONAL TOUCH EARLY CHILDHOOD CENTER,"PERSONAL TOUCH HOMECARE OF N.Y.,INC.",158-13 72 AVENUE,QUEENS,11365,718-380-7600,6780,2014-06-04,Expired-InRenewal,2 YEARS - 5 YEARS,49,No,Private,13,2,5,6,9
DC14761,PFIZER  KIDS,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",235 EAST 42ND STREET,MANHATTAN,10017,212-733-5040,7573,2015-10-03,Permitted,0 YEARS - 2 YEARS,12,No,Corporate,1,0,1,0,5
DC2269,PFIZER  KIDS P/S,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",235 EAST 42 STREET,MANHATTAN,10017,212-733-5040,7574,2015-10-03,Permitted,2 YEARS - 5 YEARS,12,No,Corporate,2,1,1,0,6
DC2115,"PHEBEANA PRE-SCHOOL, INC.","PHEBEANA PRE-SCHOOL, INC.",160 PARKSIDE AVENUE,BROOKLYN,11226,718-284-8147,5919,2014-07-26,Permitted,2 YEARS - 5 YEARS,55,No,Private,13,4,4,5,8
DC354,PHILIP H. MICHAELS  CHILD DEVELOPMENT CENTER,"PHILIP H. MICHAELS CHILD CARE CENTER, INC.",629 COURTLANDT AVENUE,BRONX,10451,718-665-9410,4147,2016-04-07,Permitted,2 YEARS - 5 YEARS,223,No,ACS Contracted Preschools,29,4,10,15,8
DC1030,PHIPPS HEAD START,PHIPPS COMMUNITY DEVELOPMENT CORPORATION,921 EAST 180 STREET,BRONX,10460,718-364-2496,6767,2015-04-05,Permitted,2 YEARS - 5 YEARS,83,No,Head Start (Direct Fed. Funding),42,7,19,16,10
DC106,PHIPPS LAMBERT HEAD START,PHIPPS COMMUNITY DEVELOPMENT CORPORATION,1005 EAST 179TH STREET,BRONX,10460,718-842-3633,7181,2015-11-01,Permitted,2 YEARS - 5 YEARS,30,No,ACS Head Start,13,2,4,7,6
DC21890,PHYL'S ACADEMY,PHYL'S DAY CARE CENTER INC.,3520 TILDEN AVENUE,BROOKLYN,11203,718-469-9400,8400,2015-10-05,Permitted,0 YEARS - 2 YEARS,28,No,Private,14,3,8,3,7
DC17590,"PICK WICK SCHOOL, INC./PICK WICK SCHOOL","PICKWICK SCHOOL, INC.",151-15 85 DRIVE,QUEENS,11432,718-526-1340,7779,2015-07-06,Permitted,2 YEARS - 5 YEARS,45,No,Private,3,0,2,1,7
DC17591,"PICKWICK SCHOOL, INC. INFANT/TODDLER","PICKWICK SCHOOL, INC. INFANT/TODDLER",151-15 85 DRIVE,QUEENS,11432,718-526-1340,7780,2015-07-06,Permitted,0 YEARS - 2 YEARS,18,No,Private,1,0,0,1,7
DC20023,PINE STREET DAY CARE CENTER,"COLONY SOUTH BROOKLYN HOUSES, INC.",374 PINE STREET,BROOKLYN,11208,718-235-1150,8030,2015-07-14,Permitted,2 YEARS - 5 YEARS,127,No,ACS Contracted Preschools,30,6,8,16,10
DC21719,PINOCCHIO CHILDREN'S PALACE,PINOCCHIO CHILDREN'S PALACE I CORP.,900 LENOX ROAD,BROOKLYN,11203,718-618-7330,8415,2015-11-02,Permitted,0 YEARS - 2 YEARS,30,No,Private,13,4,7,2,7
DC21720,PINOCCHIO CHILDREN'S PALACE,PINOCCHIO CHILDREN'S PALACE I CORP.,900 LENOX ROAD,BROOKLYN,11203,718-618-7330,8416,2015-11-02,Permitted,2 YEARS - 5 YEARS,68,No,Private,20,5,14,1,11
DC15607,PLAY & LEARN PRESCHOOL CENTER,PLAY & LEARN PRESCHOOL CENTER,66-06 70 ST,QUEENS,11379,718-894-0016,7829,2016-01-15,Permitted,2 YEARS - 5 YEARS,40,No,Private,10,1,9,0,10
DC26130,PLAYMATES NURSERY,"IT'S MY TURN DAYCARE, INC,",131-13 LIBERTY AVENUE,QUEENS,11419,718-845-4973,53980,2015-11-08,Permitted,2 YEARS - 5 YEARS,22,No,Private,0,0,0,0,1
DC26132,PLAYMATES NURSERY,"IT'S MY TURN DAYCARE, INC.",131-15 LIBERTY AVENUE,QUEENS,11419,718-845-4973,54157,2015-11-13,Permitted,2 YEARS - 5 YEARS,24,No,Private,1,0,1,0,1
DC11773,PLAYMATES NURSERY INC,PLAYMATES NURSERY INC,126-18 111 AVENUE,QUEENS,11420,718-738-8203,7602,2014-06-04,Expired-InRenewal,2 YEARS - 5 YEARS,28,No,Private,6,1,4,1,7
DC1522,"PLEASANT LEARN-N-PLAY CENTER, INC.","PLEASANT LEARN-N-PLAY CENTER, INC.",126-03 MERRICK BOULEVARD,QUEENS,11434,718-525-5272,7312,2015-05-18,Permitted,2 YEARS - 5 YEARS,30,No,Private,1,1,0,0,8
DC14740,PLYMOUTH CHURCH SCHOOL,PLYMOUTH CHURCH IN THE CITY OF BROOKLYN,75 HICKS STREET,BROOKLYN,11201,718-624-9385,6662,2016-01-04,Permitted,2 YEARS - 5 YEARS,115,No,Private,16,5,6,5,7
DC16869,POLSKIE PRZEDSZKOLE,"BOLEK I LOLEK DAY CARE, INC.",4105 FORT HAMILTON PARKWAY,BROOKLYN,11219,718-633-9389,8165,2014-05-17,Expired-InRenewal,2 YEARS - 5 YEARS,24,No,Private,11,0,7,4,7
DC22148,PONO LEARNING,PONO LEARNING,2002 FIFTH AVENUE,MANHATTAN,10035,917-912-4323,47998,2015-07-13,Permitted,2 YEARS - 5 YEARS,29,No,Private,0,0,0,0,1
DC1311,PORT RICHMOND DAY NURSERY HEAD START,"STATEN ISLAND MENTAL HEALTH SOCIETY, INC.",166 LOCKMAN AVENUE,STATEN ISLAND,10303,718-494-0400,1232,2014-12-21,Permitted,2 YEARS - 5 YEARS,57,Yes,ACS Contracted Preschools,8,1,1,6,8
DC2137,POSITIVE BEGINNINGS # 1,POSITIVE BEGINNINGS INC.,71-25 MAIN STREET,QUEENS,11367,718-261-0211,6954,2015-01-10,Permitted,2 YEARS - 5 YEARS,107,Yes,Private,1,0,0,1,9
DC2124,"POSITIVE BEGINNINGS, INC","POSITIVE BEGINNINGS, INC",72-52 METROPOLITAN AVENUE,QUEENS,11379,718-326-0055,7299,2014-10-01,Permitted,2 YEARS - 5 YEARS,123,Yes,Private,12,2,5,5,7
DC319,PRACTICAL LEARNING CENTER,PRACTICAL LEARNING CENTER,1283 OCEAN AVENUE,BROOKLYN,11230,718-434-5583,6106,2016-04-04,Permitted,2 YEARS - 5 YEARS,40,No,Private,59,7,29,23,12
DC2042,PRACTICAL LEARNING CENTER,PRACTICAL LEARNING CENTER,527 EASTERN PARKWAY,BROOKLYN,11216,718-773-5070,5641,2014-09-14,Permitted,2 YEARS - 5 YEARS,46,No,Private,41,5,26,10,11
DC411,PRACTICAL LEARNING CENTER (P/S),"PRACTICAL LEARNING CENTER, INC.",22-32 BUCKINGHAM ROAD,BROOKLYN,11226,718-282-4200,5228,2014-04-30,Expired-InRenewal,2 YEARS - 5 YEARS,96,No,Private,14,4,5,5,8
DC19725,PRE SCHOOL OF AMERICA,PRESCHOOL OF AMERICA,112-33 QUEENS BLVD,QUEENS,11375,718-261-2522,8088,2015-11-24,Permitted,2 YEARS - 5 YEARS,141,No,Private,6,0,4,2,13
DC3078,PRE SCHOOL OF AMERICA,PRESCHOOL OF AMERICA,63-47 BOOTH STREET,QUEENS,11374,718-896-8108,7146,2015-05-13,Permitted,2 YEARS - 5 YEARS,280,No,Private,8,1,5,2,10
DC14590,PRE-SCHOOL MINDS  DAY CARE CENTER,JOAN WATKIS CORPORATION,3316 CHURCH AVENUE,BROOKLYN,11203,718-284-9392,5243,2016-02-29,Permitted,2 YEARS - 5 YEARS,50,No,Private,23,4,10,9,7
DC1685,PRE-SCHOOL MINDS DAY CARE CENTER,JOAN WATKIS CORPORATION,3318 CHURCH AVENUE,BROOKLYN,11203,718-284-9392,4770,2016-02-02,Permitted,2 YEARS - 5 YEARS,39,No,Private,19,5,7,7,7
DC11650,"PRE-SCHOOL OF AMERICA,LLC","PRESCHOOL OF AMERICA,LLC",1501 LEXINGTON AVE,MANHATTAN,10029,212-397-3700,7413,2013-08-10,Expired-InRenewal,2 YEARS - 5 YEARS,63,No,Private,30,3,19,8,15
DC2820,PRECIOUS CHILDREN DAY CARE CENTER  INC#2,PRECIOUS CHILDREN DAY CARE CENTER INC#2,202-13 JAMAICA AVENUE,QUEENS,11423,718-479-2127,7165,2016-05-19,Permitted,2 YEARS - 5 YEARS,23,No,Private,1,0,1,0,10
DC2371,PRECIOUS CHILDREN DAY CARE CENTER INC.,PRECIOUS CHILDREN DAY CARE CENTER INC.,202-11 JAMAICA AVENUE,QUEENS,11423,718-479-2127,6512,2016-05-19,Permitted,2 YEARS - 5 YEARS,18,No,Private,4,0,4,0,8
DC1594,PRECIOUS EARLY CHILDHOOD ACADEMY,CHERYL HERCULES,9624 KINGS HIGHWAY,BROOKLYN,11212,718-495-2269,6845,2015-04-03,Permitted,2 YEARS - 5 YEARS,15,No,Private,29,5,13,11,9
DC16997,"PRECIOUS GIFT DAY CARE, INC.","PRECIOUS GIFT DAY CARE, INC.",317 ALBANY AVENUE,BROOKLYN,11213,718-773-7311,7848,2015-12-03,Permitted,2 YEARS - 5 YEARS,21,No,Private,17,3,11,3,6
DC683,"PRECIOUS MEMORIES DAY CARE, INC.","PRECIOUS MEMORIES DAY CARE, INC.",3124 CHURCH AVENUE,BROOKLYN,11226,718-287-0037,7314,2014-12-03,Permitted,2 YEARS - 5 YEARS,48,No,Private,18,4,8,6,9
DC3098,PRECIOUS MOMENTS NURSERY & PRE-K,"PRECIOUS MOMENTS NURSERY&PRE-K,INC.",61-28 GRAND AVENUE,QUEENS,11378,718-416-1624,7032,2014-08-06,Permitted,2 YEARS - 5 YEARS,35,No,Private,5,1,3,1,10
DC11205,PRECIOUS MOMENTS NURSERY SCHOOL  & PRE-K,PRECIOUS MOMENTS NURSERY SCHOOL & PRE-K,61-28 GRAND AVENUE,QUEENS,11378,718-416-1624,7132,2015-10-14,Permitted,0 YEARS - 2 YEARS,10,No,Private,2,1,1,0,10
DC3103,PRECIOUS MOMENTS NURSERY SCHOOL & DAY CARE CENTER INC.,PRECIOUS MOMENTS NURSERY SCHOOL/INFANT TODDLER,11-02 CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5975,2015-08-17,Permitted,0 YEARS - 2 YEARS,18,No,Private,0,0,0,0,9
DC14363,"PRECIOUS MOMENTS NURSERY SCHOOL&D.C.,INC.","PRECIOUS MOMENTS DAY CARE CENTER,INC.",11-02 CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5980,2016-03-10,Permitted,2 YEARS - 5 YEARS,35,No,Private,2,1,1,0,9
DC22162,PRESCHOOL,BUMBLEBEES SI 2 LLC,443 TARGEE STREET,STATEN ISLAND,10304,718-727-2724,22037,2014-09-04,Permitted,2 YEARS - 5 YEARS,35,No,Private,22,2,10,10,5
DC15143,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, LLC",101 WEST END AVENUE,MANHATTAN,10069,212-362-0135,7518,2015-07-31,Permitted,2 YEARS - 5 YEARS,171,Yes,Private,22,5,14,3,6
DC14809,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, LLC",1180-90 PARK AVENUE,MANHATTAN,10128,212-410-1100,7619,2015-08-09,Permitted,0 YEARS - 2 YEARS,33,No,Private,15,5,9,1,6
DC15272,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, LLC",1180-90 PARK AVENUE,MANHATTAN,10128,212-410-1100,7620,2015-08-04,Permitted,2 YEARS - 5 YEARS,62,No,Private,15,1,11,3,7
DC12277,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, LLC",1501 LEXINGTON AVE,MANHATTAN,10029,212-987-3700,7411,2015-12-07,Permitted,0 YEARS - 2 YEARS,24,No,Private,17,2,11,4,11
DC19724,PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA(USA)INC,186-01 73RD  AVENUE,QUEENS,11366,718-380-2066,8082,2015-09-29,Permitted,2 YEARS - 5 YEARS,189,No,Private,9,1,5,3,11
DC19716,PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA(USA)INC.,186-01 73RD  AVENUE,QUEENS,11366,718-380-2866,8083,2015-09-29,Permitted,0 YEARS - 2 YEARS,44,No,Private,5,2,2,1,10
DC26089,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, INC.",2 SOUTH END AVENUE,MANHATTAN,10280,212-786-1288,59657,2016-03-28,Permitted,2 YEARS - 5 YEARS,47,No,Private,0,0,0,0,0
DC26090,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, INC.",2 SOUTH END AVENUE,MANHATTAN,10280,212-786-1288,59658,2016-03-28,Permitted,0 YEARS - 2 YEARS,42,No,Private,0,0,0,0,0
DC20673,PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA L L C,2109 BROADWAY,MANHATTAN,10023,212-877-1388,8326,2014-09-27,Permitted,2 YEARS - 5 YEARS,111,No,Private,19,5,8,6,7
DC23227,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, LLC",2109 BROADWAY,MANHATTAN,10023,212-877-1388,37637,2015-04-22,Permitted,0 YEARS - 2 YEARS,28,No,Private,5,1,4,0,3
DC12049,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA,LLC",25 TUDOR CITY PLACE,MANHATTAN,10017,212-681-4671,7417,2015-07-27,Permitted,2 YEARS - 5 YEARS,60,No,Private,31,3,16,12,9
DC14786,PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA LLC,345 WEST 42ND STREET,MANHATTAN,10036,212-262-4545,7564,2014-02-28,Expired-InRenewal,2 YEARS - 5 YEARS,57,No,Private,19,3,12,4,7
DC21911,PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA (USA) INC.,382 BALTIC  STREET,BROOKLYN,11201,718-855-2889,18257,2014-06-22,Permitted,2 YEARS - 5 YEARS,190,No,Private,9,2,3,4,5
DC3094,PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA,39 ELDRIDGE STREET,MANHATTAN,10002,212-925-0998,7003,2014-11-09,Permitted,2 YEARS - 5 YEARS,160,No,Private,28,3,13,12,7
DC22766,PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA (USA)INC.,42-31 COLDEN STREET,QUEENS,11355,718-762-1232,20417,2014-08-08,Permitted,0 YEARS - 2 YEARS,20,No,Private,0,0,0,0,6
DC18610,PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA,44-46 MARKET STREET,MANHATTAN,10002,212-346-9868,8109,2013-12-22,Expired-InRenewal,0 YEARS - 2 YEARS,26,No,Private,15,3,8,4,8
DC14265,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, LLC",600 6TH AVENUE,MANHATTAN,10011,212-255-6911,7467,2015-11-09,Permitted,0 YEARS - 2 YEARS,54,No,Private,18,2,7,9,5
DC14525,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA,LLC",600 6TH AVENUE,MANHATTAN,10011,212-255-6911,7463,2015-10-05,Permitted,2 YEARS - 5 YEARS,66,No,Private,11,3,6,2,7
