Site_ID,Center_Name,Permit_Holder,Address,Borough,Zip_Code,Phone,Permit_Number,Permit_Expiration_Date,Permit_Status,Age_Range,Maximum_Capacity,Certified_to_Administer_Medication,Site_Type,Number_Of_Violations,Hazard_Violations,Critical_Violations,General_Violations,Number_Of_Visits,Mean_Violations_Per_Visit,Score,Mean_Rank,Mean_Cat,Score_Rank,Score_Cat,Number_Of_Permits,Average_Mean_Violations_Per_Visit,Average_Score,Lat,Lon
DC3143 / DC2399,KIDDIE ACADEMY OF STATEN ISLAND INFANT/TODDLER / KIDDIE ACADEMY OF STATEN ISLAND,"FUTURE STAR KIDZ, INC. / FUTURE STAR KIDZ INC.",1110 SOUTH AVENUE,STATEN ISLAND,10314,718-698-6905 / 718-698-6905,7668 / 7280,2015-11-21 / 2014-11-21,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,54 / 131,Yes / Yes,Private / Private,3 / 13,0 / 2,3 / 5,0 / 6,4 / 6,0.75 / 2.16667,1.5 / 3.66667,668 / 1565,Top 30% / Bottom 30%,740 / 1462,Average / Bottom 30%,3,1.458335,2.9444466666666664,40.6145947,-74.17668979999999
DC20271 / DC19324,KIDDY ACADEMY OF WHITESTONE INFANT/TDDLER PROGRAM / KIDDIE ACADEMY P/S,KIDDIE ACADEMY OF WHITESTONE INFANT TODDLER / KIDDIE ACADEMY OF WHITESTONE,7-05 152ND STREET,QUEENS,11357,718-747-5555 / 718-747-5555,8086 / 8085,2015-10-17 / 2015-10-17,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,46 / 146,No / No,Private / Private,2 / 1,1 / 1,1 / 0,0 / 0,7 / 6,0.285714 / 0.166667,0.714286 / 0.5,357 / 255,Top 30% / Top 15%,455 / 363,Top 30% / Top 30%,3,0.22619050000000002,0.5714286666666667,40.7953009,-73.81022589999999
DC14400,KIDDIE CASTLE DAY CARE,KIDDIE CASTLE OF MIDWOOD,1101 EAST 35 STREET,BROOKLYN,11210,718-677-0303,7339,2015-07-25,Permitted,2 YEARS - 5 YEARS,30,No,Private,8,4,3,1,7,1.14286,2.71429,954,Average,1191,Average,1,1.14286,2.71429,40.627959,-73.942019
DC25058,KIDDIE CASTLE DAY CARE #2 THE NURSERY,DOMINIQUE ROLAND AND SERGE ROLAND,1729 FLATBUSH AVENUE,BROOKLYN,11210,718-677-0303,52601,2015-09-27,Permitted,0 YEARS - 2 YEARS,22,No,Private,0,0,0,0,2,0.0,0.0,7,Top 5%,162,Top 5%,1,0.0,0.0,40.627863,-73.94201
DC20236 / DC18583,KIDDIE KORNER (PRE-SCHOOL) / KIDDIE KORNER (INFANT/TODDLERS),CHABAD LUBAVITCH OF BROOKLYN HEIGHTS / CHABAD LUBAVITCH OF BROOKLYN HEIGHTS,166 MONTAGUE STREET,BROOKLYN,11201,718-834-6093 / 718-834-6093,8079 / 8076,2015-09-18 / 2015-09-14,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,14 / 37,No / No,Private / Private,4 / 5,0 / 1,2 / 2,2 / 2,5 / 5,0.8 / 1.0,1.2 / 1.8,707 / 799,Average / Average,603 / 837,Top 30% / Average,3,0.9,1.5999999999999999,40.694109,-73.99268800000002
DC22388 / DC22387,KIDDIE KORNER PRESCHOOL (INFANT/TODDLER) / KIDDIE KORNER PRE-SCHOOL #2,CHABAD LUBAVITCH OF BROOKLYN HEIGHTS / CHABAD LUBAVITCH OF BROOKLYN HEIGHTS,117 REMSEN STREET,BROOKLYN,11201,718-510-6903 / 718-510-6903,11957 / 12077,2016-02-03 / 2016-02-07,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 12,No / No,Private / Private,5 / 5,1 / 1,1 / 2,3 / 2,4 / 5,1.25 / 1.0,2.0 / 1.8,1043 / 801,Average / Average,900 / 848,Average / Average,3,1.125,1.8666666666666665,40.69408850000001,-73.9935714
DC16691,KIDDIES LEARNING CENTER,"KIDDIES LEARNING CENTER, INC.",263 TROY AVENUE,BROOKLYN,11213,718-221-2530,8118,2016-01-20,Permitted,2 YEARS - 5 YEARS,40,No,Private,30,7,20,3,7,4.28571,9.14286,2073,Bottom 5%,2117,Bottom 5%,1,4.28571,9.14286,40.670214,-73.936274
DC19621,"KIDDIES SAFE HAVEN, INC.","KIDDIES SAFE HAVEN, INC.",1891 MCGRAW AVENUE,BRONX,10462,718-409-2706,8273,2015-05-16,Permitted,2 YEARS - 5 YEARS,58,No,Private,12,1,4,7,4,3.0,4.5,1850,Bottom 30%,1663,Bottom 30%,1,3.0,4.5,40.83462859999999,-73.860917
DC21366,KIDDY KORNER,IT'S A HAPPY DAY AT KIDDY CORNER,243-37 MERRICK BLVD,QUEENS,11422,718-712-6768,8333,2014-10-04,Permitted,2 YEARS - 5 YEARS,30,No,Private,5,2,3,0,7,0.714286,1.71429,640,Top 30%,799,Average,1,0.714286,1.71429,40.6744023,-73.7290005
DC21367,KIDDY KORNER INFANT/TODDLER,"IT'S A HAPPY DAY AT KIDDY CORNER, INC.",243-35 MERRICK BLVD,QUEENS,11422,718-712-6768,8336,2014-10-04,Permitted,0 YEARS - 2 YEARS,26,No,Private,5,1,3,1,7,0.714286,1.42857,638,Top 30%,701,Average,1,0.714286,1.42857,40.674427,-73.729111
DC14106,KIDERIFIC NURSERY SCHOOL,"KIDERIFIC NURSERY SCHOOL,INC.",1621 PILGRIM AVENUE,BRONX,10461,718-518-7170,5011,2015-07-02,Permitted,2 YEARS - 5 YEARS,26,No,Private,9,0,2,7,4,2.25,2.75,1592,Bottom 30%,1208,Average,1,2.25,2.75,40.844062,-73.83424699999999
DC25426,KIDS ADVOCATE DAY CARE CENTER,KIDS ADVOCATE DAY CARE CENTER,61-54 162ND STREET,QUEENS,11365,347-858-5049,63897,2016-05-09,Permitted,2 YEARS - 5 YEARS,22,No,Private,0,0,0,0,0,,,,No Data,,No Data,1,1.3333299999999999,2.3333300000000001,40.7342435,-73.8068807
DC12280,KIDS CHOICE PRESCHOOL,BD KIDS CHOICE DAY CARE INC.,106-54 GUY BREWER BOULEVARD,QUEENS,11433,718-297-6707,7367,2015-03-04,Permitted,2 YEARS - 5 YEARS,22,No,Private,9,3,5,1,5,1.8,4.0,1360,Bottom 30%,1528,Bottom 30%,1,1.8,4.0,40.6983646,-73.79257969999999
DC1168,KIDS CIRCLE DAY CARE,KIDS CIRCLE DAY CARE INC,164-04 GOETHALS AVENUE,QUEENS,11432,718-380-1280,6955,2015-12-28,Permitted,2 YEARS - 5 YEARS,40,No,Private,2,1,1,0,5,0.4,1.0,463,Top 30%,577,Top 30%,1,0.4,1.0,40.7190964,-73.8034266
DC14602,KIDS OF THE FUTURE DAY CARE CENTER,KIDS OF THE FUTURE DAY CARE CENTER CORP,330  TROY AVENUE,BROOKLYN,11213,718-484-0780,7887,2016-06-16,Permitted,2 YEARS - 5 YEARS,23,No,Private,9,5,3,1,8,1.125,2.75,947,Average,1198,Average,1,1.125,2.75,40.667569,-73.937077
DC320,KIDS ON FIFTH,"KIDS ON FIFTH, INC.",323 5 AVENUE,BROOKLYN,11215,718-768-3122,6176,2015-03-29,Permitted,2 YEARS - 5 YEARS,25,No,Private,15,1,7,7,5,3.0,4.8,1849,Bottom 30%,1735,Bottom 30%,1,3.0,4.8,40.672495,-73.98322999999999
DC2923,KIDS PALACE CORPORATION,KIDS PALACE CORPORATION,84-75 DANIELS STREET,QUEENS,11435,718-658-7818,6710,2015-10-03,Permitted,2 YEARS - 5 YEARS,24,No,Private,3,1,2,0,6,0.5,1.16667,504,Top 30%,600,Top 30%,1,0.5,1.16667,40.7116222,-73.8143144
DC21234,"KIDS TIME DC,INC","ABC THERAPIES ,SLP,OT,PT,PSYCHOLOGY & CHIROPRACTIC, PLLC/KIDS TIME DAY CARE, INC.",42-75 65 PLACE,QUEENS,11377,718-429-2000,10457,2015-12-22,Permitted,2 YEARS - 5 YEARS,71,No,Private,5,1,1,3,7,0.714286,1.14286,639,Top 30%,589,Top 30%,1,0.714286,1.14286,40.742124,-73.9003225
DC18116,KIDSPIRATION DAY CARE,LISSETTE CORNICK,3501-3503 QUENTIN ROAD,BROOKLYN,11234,347-587-7920,7889,2014-06-30,Expired-InRenewal,2 YEARS - 5 YEARS,25,No,Private,7,0,4,3,4,1.75,2.75,1331,Bottom 30%,1199,Average,1,1.75,2.75,40.614474,-73.93750399999999
DC308,KIDZ KORNER DAY CARE,KIDZ KORNER DAY CARE,2422 RALPH AVENUE,BROOKLYN,11234,718-676-5200,7311,2014-09-30,Permitted,2 YEARS - 5 YEARS,25,No,Private,17,4,5,8,8,2.125,3.75,1540,Bottom 30%,1483,Bottom 30%,1,2.125,3.75,40.618967,-73.917553
DC21934,"KIDZ VILLAGE, LLC","KIDZ VILLAGE,LLC",82-02 GRAND AVENUE,QUEENS,11373,718-639-5439,19318,2016-07-23,Permitted,2 YEARS - 5 YEARS,58,No,Private,6,2,1,3,5,1.2,2.2,993,Average,1006,Average,1,1.2,2.2,40.7324408,-73.8844737
DC22401 / DC22429,KIDZ WORLD EARLY CHILDHOOD CTR (PRE/SCH) / KIDZ WORLD EARLY CHILDHOOD CTR (I/T),"KIDZ WORLD EARLY CHILDHOOD CTR,INC / KIDZ WORLD EARLY CHILDHOOD CENTER,INC.",217-21 MERRICK BLVD.,QUEENS,11413,646-670-7582 / 646-670-7582,21317 / 21237,2014-08-22 / 2014-08-22,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,79 / 25,Yes / Yes,Private / Private,0 / 0,0 / 0,0 / 0,0 / 0,7 / 5,0.0 / 0.0,0.0 / 0.0,20 / 18,Top 5% / Top 5%,164 / 163,Top 5% / Top 5%,3,0.0,0.0,40.67981839999999,-73.751558
DC11749,"KIMRICK DAYCARE & LEARNING CENTER, LLC","KIMRICK DAYCARE & LEARNING CENTER, LLC",1509 NOSTRAND AVENUE,BROOKLYN,11226,646-393-9181,7722,2015-02-26,Permitted,2 YEARS - 5 YEARS,22,No,Private,17,1,5,11,6,2.83333,4.0,1809,Bottom 30%,1525,Bottom 30%,1,2.83333,4.0,40.649329,-73.949086
DC229,KIND START PRE-SCHOOL,LISA ASSENNATA,7702 NEW UTRECHT AVENUE,BROOKLYN,11214,718-621-5382,6802,2014-07-20,Permitted,2 YEARS - 5 YEARS,30,No,Private,8,0,0,8,5,1.6,1.6,1245,Average,745,Average,1,1.6,1.6,40.6141791,-74.00063670000002
DC22952 / DC25982,"KINDERLAND DAY CARE, INC. / KINDERLAND DAY CARE / PRESCHOOL","KINDERLAND DAY CARE, INC. / KINDERLAND DAY CARE INC.",1637 45TH STREET,BROOKLYN,11204,718-871-7432 / 718-871-7432,53177 / 53178,2015-10-17 / 2015-10-17,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,26 / 38,No / No,Private / Private,5 / 4,1 / 0,3 / 1,1 / 3,2 / 2,2.5 / 2.0,5.0 / 2.5,1703 / 1519,Bottom 30% / Bottom 30%,1756 / 1132,Bottom 30% / Average,3,2.25,3.3333333333333335,40.632828,-73.9819799
DC11765,KING O'S DAY CARE CENTER,"KINGO'S DAY CARE,INC.",1097 CLARKSON AVENUE,BROOKLYN,11212,718-346-2067,7821,2015-10-12,Permitted,2 YEARS - 5 YEARS,32,No,Private,18,1,10,7,6,3.0,5.0,1846,Bottom 30%,1757,Bottom 30%,1,3.0,5.0,40.6600624,-73.9220046
DC23130,KINGBRIDGE MONTESSORI SCHOOL,"JASMINE EDUCATIONAL ENTERPRISE, INC.",2500 JEROME AVENUE,BRONX,10468,718-561-8111,56457,2016-01-31,Permitted,2 YEARS - 5 YEARS,30,No,Private,0,0,0,0,0,,,,No Data,,No Data,1,1.3333299999999999,2.3333300000000001,40.864002,-73.899545
DC25239,KINGS BAY YM-YWHA,KINGS BAY YM-YWHA INC.,14 HOPE STREET,BROOKLYN,11211,718-407-6388,52499,2015-09-26,Permitted,2 YEARS - 5 YEARS,74,No,Private,0,0,0,0,3,0.0,0.0,21,Top 5%,165,Top 5%,1,0.0,0.0,40.713481,-73.9573319
DC2684,KINGS BAY YM-YWHA NURSERY SCHOOL,KINGS BAY YM-YWHA INC.,3495 NOSTRAND AVENUE,BROOKLYN,11229,718-648-7703,4518,2015-11-21,Permitted,2 YEARS - 5 YEARS,47,No,Private,9,1,6,2,4,2.25,4.25,1587,Bottom 30%,1623,Bottom 30%,1,2.25,4.25,40.5986798,-73.94153469999999
DC22936,KINGS HIGHWAY PREPARATORY SCHOOL,VALERIE MCDONALD,9218 KINGS HIGHWAY,BROOKLYN,11212,718-498-3690,17297,2016-05-29,Permitted,2 YEARS - 5 YEARS,21,No,Private,5,1,2,2,4,1.25,2.25,1010,Average,1029,Average,1,1.25,2.25,40.656486,-73.920863
DC11780,"KINGS WAY EARLY CHILDHOOD CENTER,INC.","KINGS WAY EARLY CHILDHOOD CENTER,INC.",1742 EAST 18 STREET,BROOKLYN,11229,718-336-1599,7545,2015-11-28,Permitted,2 YEARS - 5 YEARS,55,No,Private,8,2,2,4,5,1.6,2.8,1242,Average,1221,Average,1,1.6,2.8,40.607531,-73.95541899999999
DC1983,"KINGSBRIDGE HEIGHTS  COMMUNITY CENTER, INC.","KINGSBRIDGE HEIGHTS COMMUNITY CENTER, INC.",3101 KINGSBRIDGE TERRACE,BRONX,10463,718-884-0700,4727,2015-08-16,Permitted,2 YEARS - 5 YEARS,62,No,ACS Contracted Preschools,4,1,1,2,4,1.0,1.75,807,Average,823,Average,1,1.0,1.75,40.877579,-73.90071499999999
DC22832,KINGSBRIDGE HEIGHTS COMMUNITY CENTER,"KINGSBRIDGE HEIGHTS COMMUNITY CENTER, INC.",295 WEST 231ST STREET,BRONX,10463,718-690-9466,51679,2015-09-06,Permitted,2 YEARS - 5 YEARS,80,No,ACS Contracted Preschools,5,2,2,1,2,2.5,5.5,1721,Bottom 30%,1853,Bottom 15%,1,2.5,5.5,40.880947,-73.9079129
DC401,KINGSTON KIDS LITTLE CASTLE,SILVIO REYES,70  KINGSTON AVENUE,BROOKLYN,11213,718-363-9792,8018,2015-06-15,Permitted,2 YEARS - 5 YEARS,20,No,Private,52,4,41,7,16,3.25,6.3125,1917,Bottom 15%,1944,Bottom 15%,1,3.25,6.3125,40.677447,-73.94165600000001
DC20798 / DC22602,KISSENA CHERRY DAYCARE / KISSENA CHERRY DAY CARE,KISSENA CHERRY DAY CARE INC / KISSENA CHERRY DAY CARE INC.,140-26 CHERRY AVE.,QUEENS,11355,718-886-2889 / 718-886-2889,8128 / 29078,2016-04-13 / 2014-12-12,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,99 / 11,No / No,Private / Private,0 / 0,0 / 0,0 / 0,0 / 0,7 / 4,0.0 / 0.0,0.0 / 0.0,24 / 23,Top 5% / Top 5%,167 / 166,Top 5% / Top 5%,3,0.0,0.0,40.7543848,-73.82199659999999
DC21856,KNUGENX LEARNING CENTER-PRESCHOOL,KNUGENX LEARNING CENTER,90 BOWERY,MANHATTAN,10013,212-966-1431,15617,2014-04-30,Expired-InRenewal,2 YEARS - 5 YEARS,27,No,Private,7,0,6,1,3,2.33333,4.33333,1631,Bottom 30%,1639,Bottom 30%,1,2.33333,4.33333,40.71751099999999,-73.995666
DC16938,KON GEN INTERNATIONAL PRESCHOOL,KON GEN CORPORATION,196-25 42ND AVENUE,QUEENS,11358,718-353-4388,69238,2016-07-09,Permitted,2 YEARS - 5 YEARS,68,No,Corporate,0,0,0,0,0,,,,No Data,,No Data,1,1.3333299999999999,2.3333300000000001,40.7597909,-73.78552719999999
DC1157,KON WAH DAY SCHOOL,"KON WAH, INC.",135-27 38 AVENUE,QUEENS,11354,718-353-4388,6902,2015-05-18,Permitted,2 YEARS - 5 YEARS,274,No,Private,1,0,1,0,5,0.2,0.4,310,Top 15%,327,Top 15%,1,0.2,0.4,40.7604646,-73.83175109999999
DC14141,KREATIVE KARE DAY CARE CENTER,"KREATIVE KARE DAYCARE CENTER, INC.",292 PALMETTO STREET,BROOKLYN,11237,718-386-3242,7649,2014-09-25,Permitted,2 YEARS - 5 YEARS,78,No,Private,8,0,4,4,5,1.6,2.4,1244,Average,1097,Average,1,1.6,2.4,40.6965979,-73.9135477
DC18357,KREATIVE KARE TOO NURSERY SCHOOL,"KREATIVE KARE DAY CARE CENTER,INC.",541 KNICKERBOCKER AVENUE,BROOKLYN,11221,718-418-0088,7987,2015-01-15,Permitted,0 YEARS - 2 YEARS,18,No,Private,4,0,4,0,6,0.666667,1.33333,605,Top 30%,651,Top 30%,1,0.666667,1.33333,40.697497,-73.915538
DC25954,KTANTANIM,IZHAK MOR,1177 EAST 18 STREET,BROOKLYN,11230,718-412-1003,60379,2016-04-04,Permitted,2 YEARS - 5 YEARS,39,No,Private,6,3,2,1,3,2.0,4.66667,1468,Bottom 30%,1706,Bottom 30%,1,2.0,4.66667,40.621818,-73.95754699999999
DC2022,L.P.B.C. DAY CARE,LEFFERTS PARK BAPTIST CHURCH,7524 14 AVENUE,BROOKLYN,11228,718-621-5458,7107,2015-03-05,Permitted,2 YEARS - 5 YEARS,19,No,Private,0,0,0,0,5,0.0,0.0,57,Top 5%,168,Top 5%,1,0.0,0.0,40.6186239,-74.005943
DC15136,LA CASITA  I I I  PRESCHOOL,"UNITED BRONX PARENTS, INC.",607 PROSPECT AVENUE,BRONX,10455,718-742-0083,7603,2014-06-10,Expired-InRenewal,2 YEARS - 5 YEARS,14,No,Private,8,1,5,2,5,1.6,3.0,1246,Average,1290,Average,1,1.6,3.0,40.814101,-73.9042
DC10763,LA ESCUELITA,LA ESCUELITA INC.,302 WEST 91 STREET,MANHATTAN,10024,212-877-1100,7289,2014-10-10,Permitted,2 YEARS - 5 YEARS,52,No,Private,6,2,4,0,4,1.5,3.5,1223,Average,1415,Bottom 30%,1,1.5,3.5,40.7921512,-73.97607409999999
DC981,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054 INTERVALE AVENUE,BRONX,10459,718-893-5074,4780,2015-06-08,Permitted,2 YEARS - 5 YEARS,110,No,ACS Contracted Preschools,5,2,1,2,5,1.0,2.0,809,Average,909,Average,1,1.0,2.0,40.8248928,-73.89679530000001
DC817,LA PENINSULA  HEAD START,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",711 MANIDA STREET,BRONX,10474,718-542-7590,3018,2015-01-19,Permitted,2 YEARS - 5 YEARS,137,Yes,ACS Contracted Preschools,3,0,0,3,5,0.6,0.6,568,Top 30%,406,Top 30%,1,0.6,0.6,40.814495,-73.8888489
DC188,LA PENINSULA HEAD START,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1717 FULTON AVENUE,BRONX,10457,718-215-2020,7253,2014-07-19,Permitted,2 YEARS - 5 YEARS,113,No,ACS Contracted Preschools,5,1,2,2,5,1.0,1.8,810,Average,845,Average,1,1.0,1.8,40.841754,-73.89797
DC93,LA PENINSULA HEAD START,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1871 WALTON AVENUE,BRONX,10453,718-215-2220,6666,2014-07-25,Permitted,2 YEARS - 5 YEARS,147,No,ACS Contracted Preschools,2,1,0,1,3,0.666667,1.33333,607,Top 30%,656,Top 30%,1,0.666667,1.33333,40.8488973,-73.9095473
DC336,LABOR  BATHGATE COMMUNITY CHILD CARE CENTER,"LABOR BATHGATE COMMUNITY CHILD CARE,INC.",1638 ANTHONY AVENUE,BRONX,10457,718-583-3850,4127,2015-06-17,Permitted,2 YEARS - 5 YEARS,68,Yes,ACS Contracted Preschools,5,2,2,1,3,1.66667,3.66667,1301,Average,1470,Bottom 30%,1,1.66667,3.66667,40.8423192,-73.9046853
DC25338,LAC COMPREHENSIVE PRESCHOOL,"LIFE ADJUSTMENT CENTER, INC.",325 EAST 101ST  STREET,MANHATTAN,10029,212-828-3974,58077,2016-03-06,Permitted,2 YEARS - 5 YEARS,45,Yes,Private,3,0,3,0,1,3.0,6.0,1852,Bottom 30%,1912,Bottom 15%,1,3.0,6.0,40.787056,-73.94326
DC21654 / DC20108,LACONIA DAY CARE CENTER / LACONIA DAY CARE CENTER,"LACONIA DAY CARE CENTER & INFANT CARE INC. / LACONIA DAY CARE CENTER & INFANT CARE,INC",3950 LACONIA AVENUE,BRONX,10466,718-547-0000 / 718-547-0000,14837 / 14817,2016-04-13 / 2016-04-13,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,28 / 82,No / No,Private / Private,42 / 32,6 / 5,21 / 17,15 / 10,8 / 8,5.25 / 4.0,9.375 / 7.375,2131 / 2057,Bottom 5% / Bottom 15%,2122 / 2041,Bottom 5% / Bottom 15%,3,4.625,8.041666666666666,40.883749,-73.8491389
DC25981,LAPUERTA ABIERTA EARLY LEARN CENTER,POLICE ATHLETIC LEAGUE INC.,3001 WEST 37TH STREET,BROOKLYN,11224,718-372-4044,51657,2015-09-06,Permitted,2 YEARS - 5 YEARS,61,No,Private,0,0,0,0,1,0.0,0.0,91,Top 5%,160,Top 5%,1,0.0,0.0,40.572719,-74.002116
DC23155,LAUGH & LEARN PLACE,LAUGH & LEARN PLACE,228-01 MERRICK BLVD.,QUEENS,11413,718-525-5318,30717,2015-01-14,Permitted,2 YEARS - 5 YEARS,26,No,Private,4,1,3,0,4,1.0,2.25,812,Average,1018,Average,1,1.0,2.25,40.6767403,-73.742133
DC12281 / DC2982,"LAURELTON DAY CARE, INC. / LAURELTON DAY CARE, INC P/S",LAURELTON DAY CARE INC TODDLER PROGRAM / LAURELTON CHILD CARE INC,141-19 224 STREET,QUEENS,11413,718-712-1860 / 718-712-1860,6625 / 6624,2015-04-06 / 2016-03-15,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,16 / 89,No / No,Private / Private,9 / 9,3 / 3,5 / 5,1 / 1,6 / 7,1.5 / 1.28571,3.33333 / 2.85714,1217 / 1052,Average / Average,1368 / 1247,Bottom 30% / Average,3,1.392855,3.0158699999999996,40.6692884,-73.7514008
DC2087,LAVELLE SCHOOL FOR THE BLIND,LAVELLE SCHOOL FOR THE BLIND,3830 PAULDING AVENUE,BRONX,10469,718-882-1212,7139,2015-06-26,Permitted,2 YEARS - 5 YEARS,94,No,Private,10,2,1,7,3,3.33333,5.0,1933,Bottom 15%,1761,Bottom 30%,1,3.33333,5.0,40.88156,-73.852614
DC18398,LE PETIT PARADIS,LE PETIT PARADIS,1656 THIRD  AVENUE,MANHATTAN,10128,212-410-0180,7902,2014-08-01,Permitted,2 YEARS - 5 YEARS,30,No,Private,4,1,1,2,3,1.33333,2.33333,1055,Average,1061,Average,1,1.33333,2.33333,40.783204,-73.95111899999999
DC19001,LEAKEE AND WATTS HEAD START PROGRAM,"LEAKE AND WATTS SERVICES, INC.",2165 RANDALL AVENUE,BRONX,10473,718-904-1689,8147,2016-05-07,Permitted,2 YEARS - 5 YEARS,94,No,Head Start (Direct Fed. Funding),4,1,0,3,5,0.8,1.2,705,Average,609,Top 30%,1,0.8,1.2,40.8189572,-73.84911600000001
DC20647,"LEARNING LADDER CENTER,LLC","LEARNING LADDER CENTER, LLC",125-19 101 AVENUE,QUEENS,11419,718-480-6444,20497,2014-08-08,Permitted,2 YEARS - 5 YEARS,20,No,Private,1,0,1,0,4,0.25,0.5,341,Top 15%,350,Top 30%,1,0.25,0.5,40.69161810000001,-73.8201773
DC21774,LEARNING LADDER DAY CARE CENTER,"ALL CARE PROVIDER SERVICES, INC.",100A ALDRICH STREET,BRONX,10475,718-618-0782,8310,2015-07-15,Permitted,2 YEARS - 5 YEARS,80,No,Private,2,0,0,2,4,0.5,0.5,498,Top 30%,348,Top 30%,1,0.5,0.5,40.87025,-73.8309657
DC21893,LEAVITT DAY CARE,"LEAVITT DAY CARE, INC.",34-51 LEAVITT STREET,QUEENS,11354,718-321-2717,8364,2015-07-07,Permitted,2 YEARS - 5 YEARS,41,No,Private,20,1,15,4,11,1.81818,3.36364,1371,Bottom 30%,1383,Bottom 30%,1,1.81818,3.36364,40.7656116,-73.8291134
DC1675,LEFFERTS GARDENS MONTESSORI SCHOOL #1,MOM'S CENTER FOR EARLY CHILDHOOD DEVELOPMENT INC. #1,559 ROGERS AVENUE,BROOKLYN,11225,718-773-0287,4893,2014-07-13,Expired-InRenewal,2 YEARS - 5 YEARS,26,No,Private,28,5,11,12,9,3.11111,5.44444,1886,Bottom 15%,1841,Bottom 30%,1,3.11111,5.44444,40.658188,-73.952969
DC14250,LEFFERTS GARDENS MONTESSORI SCHOOL #2,"MOM'S CENTER FOR EARLY CHILDHOOD DEVELOPMENT,INC. #2",527 ROGERS AVENUE,BROOKLYN,11225,718-773-0287,5878,2014-07-13,Expired-InRenewal,2 YEARS - 5 YEARS,75,No,Private,9,4,2,3,6,1.5,3.16667,1213,Average,1328,Bottom 30%,1,1.5,3.16667,40.659063,-73.95309
DC14357,LEGGETT MEMORIAL CHILD CARE CENTER,"UNION SETTLEMENT ASSOCIATION, INC.",237 EAST 104 STREET,MANHATTAN,10029,212-828-6051,1997,2015-11-02,Permitted,2 YEARS - 5 YEARS,90,Yes,ACS Contracted Preschools,19,1,11,7,5,3.8,6.4,2019,Bottom 15%,1953,Bottom 15%,1,3.8,6.4,40.7899562,-73.9442164
DC2406,LEMON TREE LEARNING CENTER,"LEMON TREE OF RICHMOND,INC.",341 ELVIN STREET,STATEN ISLAND,10314,718-698-9103,5477,2014-09-29,Permitted,2 YEARS - 5 YEARS,58,No,Private,10,3,4,3,4,2.5,5.0,1706,Bottom 30%,1767,Bottom 30%,1,2.5,5.0,40.6027731,-74.121405
DC3059,LENOX HILL NEIGHBORHOOD HOUSE EARLY CHILDHOOD CENTER,LENOX HILL NEIGHBORHOOD HOUSE,331 EAST 70 STREET,MANHATTAN,10021,212-744-5022,2056,2016-05-08,Permitted,2 YEARS - 5 YEARS,144,No,ACS Head Start,28,6,14,8,5,5.6,10.8,2141,Bottom 5%,2143,Bottom 5%,1,5.6,10.8,40.767081,-73.957754
DC2261,"LES ENFANTS MONTESSORI SCHOOL,INC.","LES ENFANTS MONTESSORI SCHOOL,INC.",29-21 NEWTOWN AVENUE,QUEENS,11102,718-626-9549,4715,2016-03-10,Permitted,2 YEARS - 5 YEARS,144,No,Private,7,2,4,1,5,1.4,3.0,1147,Average,1299,Average,1,1.4,3.0,40.7688116,-73.9213822
DC1294,LEXINGTON CHILDREN'S CENTER,LEXINGTON CHILDREN'S CENTER,115 EAST 98 STREET,MANHATTAN,10029,212-410-1060,2156,2015-04-07,Permitted,2 YEARS - 5 YEARS,53,Yes,ACS Contracted Preschools,20,5,10,5,9,2.22222,4.44444,1586,Bottom 30%,1658,Bottom 30%,1,2.22222,4.44444,40.78754259999999,-73.9508049
DC10735,LIBERTY DAY CARE SERVICE,"LIBERTY DAY CARE SERVICE,INC.",478 EAST 95 STREET,BROOKLYN,11212,718-498-4384,7093,2015-02-08,Permitted,2 YEARS - 5 YEARS,31,No,Private,19,5,5,9,10,1.9,3.4,1401,Bottom 30%,1395,Bottom 30%,1,1.9,3.4,40.655643,-73.917289
DC22799,"LIBERTY DAY CARE SERVICE, INC.","LIBERTY DAY CARE SERVICE, INC.",478 EAST 95TH STREET,BROOKLYN,11212,718-498-4384,28517,2014-12-04,Permitted,0 YEARS - 2 YEARS,25,No,Private,0,0,0,0,7,0.0,0.0,95,Top 5%,138,Top 5%,1,0.0,0.0,40.655643,-73.917289
