Site ID,Visit Date,Visit Type,Summary
DC14149,06/05/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC14149,05/31/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC14149,09/27/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC14149,09/13/2011,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC1017,05/20/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC1017,04/03/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
DC1017,03/28/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1017,03/18/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC1017,03/11/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1017,07/10/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC1017,06/12/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1017,11/16/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC1017,09/13/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1017,09/11/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1017,04/27/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1017,12/09/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1017,11/09/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22445,06/03/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22445,05/13/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22445,12/05/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC22445,08/05/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22445,08/05/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC22445,05/09/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC22445,11/28/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC24981,02/15/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC405,04/09/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.
DC405,03/25/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
DC405,07/02/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC405,05/16/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC405,04/12/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC405,03/15/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC405,02/13/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
