Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type
DC1146,NURSERY SCHOOL AT HABONIM,CONGREGATION HABONIM,44 WEST 66 STREET,MANHATTAN,10023,212-787-5347,1146,07/22/2015,Permitted,2 YEARS - 5 YEARS,63,No,Private
DC21066,NY CITY EXPLORERS,CITY EXPLORERS INC,110 SCHERMERHORN ST.,BROOKLYN,11201,718-797-3707,8205,07/19/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private
DC14830,OAKDALE ACADEMY INFANT TODDLER PROGRAM,L & A CENTERS INC.,366 OAKDALE STREET,STATEN ISLAND,10312,718-948-4220,7604,05/16/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC1363,OAKDALE ACADEMY PRESCHOOL,"L & A CENTERS, INC.",366 OAKDALE STREET,STATEN ISLAND,10312,718-948-4220,4709,09/03/2014,Permitted,2 YEARS - 5 YEARS,39,No,Private
DC2145,OAKWOOD HEIGHTS COMMUNITY CHURCH NURSERY SCHOOL,"OAKWOOD HEIGHTS COMMUNITY CHURCH, INC.",345 GUYON AVE.,STATEN ISLAND,10306,718-351-0984,4565,05/25/2015,Permitted,2 YEARS - 5 YEARS,34,No,Private
DC11082,ODYSSEY HOUSE FAMILY CENTER,"ODYSSEY  HOUSE, INC.",219 EAST 121 ST,MANHATTAN,10035,212-987-5193,7352,07/16/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private
DC1148,ODYSSEY HOUSE FAMILY CENTER,"ODYSSEY HOUSE,INC.",219 EAST 121 ST,MANHATTAN,10035,212-987-5193,7350,01/24/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private
DC26178,OHR OSHER AND YAFFA JEWISH CENTER,OHR OSHER AND YAFFA JEWISH CENTER,75-21 MAIN STREET,QUEENS,11367,718-850-2934,55299,12/18/2015,Permitted,2 YEARS - 5 YEARS,54,No,Private
DC462,OLD FIRST NURSERY SCHOOL,OLD FIRST NURSERY SCHOOL,729 CARROLL STREET,BROOKLYN,11215,347-460-6367,1648,10/11/2012,Expired-InRenewal,2 YEARS - 5 YEARS,15,No,Private
DC1308,OMEGA/PSI/PHI/FRAT/NY OMICRON2,OMEGA PSI PHI FRATERNITY NU OMICRON CHAPTER E.C.E.C.,123-10 143 STREET,QUEENS,11436,718-322-9671,5013,09/06/2015,Permitted,2 YEARS - 5 YEARS,113,No,ACS Contracted Preschools
DC2369,ON OUR WAY LEARNING CENTER,ON OUR WAY LEARNING CENTER,264 BEACH 19 STREET,QUEENS,11691,718-868-2961,5764,07/13/2015,Permitted,2 YEARS - 5 YEARS,128,No,Private
DC19328,ONCE UPON A TIME,"ONCE UPON A CHILD DAY CARE,LLC",68-05 64TH PLACE,QUEENS,11385,347-529-6718,8196,09/10/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private
DC2370,"ONCE UPON ATIME,INC.","ONCE UPON A TIME, INC.",87-61 111 STREET,QUEENS,11418,718-846-9182,6009,02/28/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private
DC25689,ONE WORLD PROJECT,JOANNE DERWIN,1218 PROSPECT AVENUE,BROOKLYN,11218,718-407-6377,51658,09/06/2015,Permitted,2 YEARS - 5 YEARS,46,No,Private
DC1309,OPEN DOOR CHILD CARE CENTER,OPEN DOOR ASSOCIATES,820 COLUMBUS AVENUE,MANHATTAN,10025,212-749-5572,1383,01/11/2016,Permitted,2 YEARS - 5 YEARS,85,No,ACS Contracted Preschools
DC643,OPEN HOUSE NURSERY SCHOOL,"OPEN HOUSE EARLY CHILDHOOD CENTER, INC.",318A WARREN STREET,BROOKLYN,11201,718-625-5252,7472,09/28/2015,Permitted,2 YEARS - 5 YEARS,90,No,Private
DC18322,OTSAR EARLY CHILDHOOD CENTER,OTSAR EARLY CHILDHOOD CENTER,2324 WEST 13TH STREET,BROOKLYN,11223,718-946-1413,8029,08/13/2015,Permitted,2 YEARS - 5 YEARS,115,No,Private
DC22205,OUR CHILDREN OUR FUTURE CHILD CARE CENTER INFANT/TODDLER,ANGELA PORTER/OUR CHILDREN OUR FUTURE CHILD CARE CENTER,306 MILLER AVENUE,BROOKLYN,11207,718-385-6745,13379,03/08/2014,Expired-InRenewal,0 YEARS - 2 YEARS,13,No,Private
DC22189,OUR CHILDREN OUR FUTURE CHILD CARE CENTER PRESCHOOL,ANGELA PORTER/OUR CHILDREN OUR FUTURE CHILD CARE CENTER,306 MILLER AVENUE,BROOKLYN,11207,718-385-6745,13997,03/23/2014,Expired-InRenewal,2 YEARS - 5 YEARS,15,No,Private
DC14442,OUR CHILDREN'S CENTER,"AUXILLIARY ENTERPRISE BOARD OF NEW YORK CITY COLLEGE OF TECHNOLOGY,INC.",55 JOHNSON ST.,BROOKLYN,11201,718-260-5192,4200,03/11/2015,Permitted,2 YEARS - 5 YEARS,62,No,Private
DC10724,OUR CHILDREN'S CENTER - PRESCHOOL,"AUXILLARY ENTERPRISE BOARD OF NYC COLLEGE OF TECHNOLOGY,INC.",300 JAY STREET,BROOKLYN,11201,718-260-5192,5498,06/02/2016,Permitted,2 YEARS - 5 YEARS,35,No,Private
DC18391,OUR CHILDREN-THE LEADERS OF TOMORROW,"OUR CHILDREN-THE LEADERS OF TOMORROW, INC.",756  MYRTLE AVENUE,BROOKLYN,11206,718-643-8201,8069,09/08/2015,Permitted,2 YEARS - 5 YEARS,85,No,ACS Contracted Preschools
DC22806,OUR KIDS PLACE COUNTRY DAY,OUR KIDS PLACE COUNTRY DAY,137-25 BROOKVILLE BLVD,QUEENS,11422,516-805-4202,54337,11/20/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private
DC1175,OUR LADY QUEEN OF MARTYRS  HEAD START/UPK,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESE OF N.Y.,71-91 ARDEN STREET,MANHATTAN,10040,646-796-1398,6997,07/16/2014,Permitted,2 YEARS - 5 YEARS,79,No,ACS Head Start
DC10483,OUR LITTLE ANGELS CORP,OUR LITTLE ANGELS CORP,86-29 COMMONWEALTH BLVD,QUEENS,11426,718-347-7377,7358,03/17/2015,Permitted,2 YEARS - 5 YEARS,29,No,Private
DC3008,OUR P.L.A.C.E. SCHOOL,OUR P.L.A.C.E. SCHOOL INC.,329 NORWAY AVENUE,STATEN ISLAND,10305,718-987-9400,2489,08/16/2015,Permitted,2 YEARS - 5 YEARS,90,No,Private
DC2747,OUR SAVIOUR LUTHERAN PRE-SCHOOL,OUR SAVIOUR LUTHERAN CHURCH&PRESCHOOL,90-04 175 STREET,QUEENS,11432,718-739-7452,6179,06/25/2014,Permitted,2 YEARS - 5 YEARS,45,No,Private
DC2464,OUR SAVIOUR LUTHERAN PRESCHOOL,EVANGELICAL LUTHERAN CHURCH OF OUR SAVIOUR,64-33  WOODHAVEN BLVD,QUEENS,11374,718-897-4343,51978,09/16/2015,Permitted,2 YEARS - 5 YEARS,55,No,Corporate
DC946,OUR SAVIOUR'S LUTHERAN PRE-SCHOOL,OUR SAVIOUR'S NORWEGIAN EVANGELICAL LUTHERAN CHURCH OF NEW YORK,414-420 80 STREET,BROOKLYN,11209,718-745-0020,5153,04/10/2015,Permitted,2 YEARS - 5 YEARS,92,No,Private
DC12081,P R O M E S A MULTICULTURAL D C  I I,"PUERTO RICAN ORGANIZATION TO MOTIVATE,ENLIGHTEN AND SERVICE ADDICTS",300 EAST 175TH STREET,BRONX,10457,347-649-3209,7380,04/15/2015,Permitted,2 YEARS - 5 YEARS,110,No,ACS Contracted Preschools
DC196,P.A.L./W.O.C.E. HEAD START,"POLICE ATHLETIC LEAGUE, INC.",280 LIVONIA AVENUE,BROOKLYN,11212,718-345-5219,5038,11/29/2014,Permitted,2 YEARS - 5 YEARS,235,No,ACS Head Start
DC2924,PACCOR PRESCHOOL,"AUNTY JEAN'S PLACE,INC.",118-17 GUY R BREWER BOULEVARD,QUEENS,11434,718-525-9620,6781,12/17/2014,Permitted,2 YEARS - 5 YEARS,103,No,Private
DC24770,PADRE KENNEDY EARLY CHILDHOOD  DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,243 SOUTH 2ND STREET,BROOKLYN,11211,718-388-3434,25418,10/17/2014,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools
DC14132,PAERDEGAT DAY SCHOOL (PRE-SCHOOL),"FITMAR MANAGEMENT, LLC.",1500 PAERDEGAT AVENUE NORTH,BROOKLYN,11236,718-531-1111,5802,03/25/2015,Permitted,2 YEARS - 5 YEARS,58,No,Private
DC14125,PAERDEGAT INFANT/TODDLER,FITMAR MANAGEMENT LLC.,1500 PAERDEGAT AVENUE NORTH,BROOKLYN,11236,718-531-1111,7329,03/30/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private
DC18839,PAL  A & M SCHWARTZ  EARLY LEARN CENTER,"POLICE ATHLETIC LEAGUE, INC.",454 PENNSYLVANIA AVE,BROOKLYN,11207,718-342-4724,8068,09/14/2015,Permitted,2 YEARS - 5 YEARS,114,No,ACS Head Start
DC1630,PAL CAREY GARDENS DAY CARE CENTER,POLICE ATHLETIC LEAGUE INC.,2964 WEST 23 STREET,BROOKLYN,11224,718-372-4044,6102,06/18/2014,Permitted,2 YEARS - 5 YEARS,69,No,ACS Contracted Preschools
DC1327,PAL WESTERN QUEENS EARLY LEARNING CENTER,"POLICE ATHLETIC LEAGUE, INC.",10-26 41 AVE,QUEENS,11101,718-784-2092,6149,06/25/2014,Permitted,2 YEARS - 5 YEARS,59,No,ACS Contracted Preschools
DC352,PAMELA C. TORRES DAY CARE CENTER,"PAMELA C. TORRES DAY CARE CENTER, INC.",161 ST. ANN'S AVENUE,BRONX,10454,718-585-2540,1688,09/09/2015,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools
DC1683,PARADISE DAY CARE CENTER,PARADISE DAY CARE CENTER,528 EAST 95 STREET,BROOKLYN,11212,718-385-0571,7502,10/23/2014,Permitted,2 YEARS - 5 YEARS,20,No,Private
DC26031,PARK AVENUE CHRISTIAN CHURCH DAY SCHOOL,PARK AVENUE CHRISTIAN CHURCH,4 WEST 76TH STREET,MANHATTAN,10023,212-288-3247,52398,09/23/2015,Permitted,2 YEARS - 5 YEARS,139,No,Private
DC2433,PARK AVENUE METHODIST CHURCH DAY SCHOOL,PARK AVENUE UNITED METHODIST CHURCH,106 EAST 86 STREET,MANHATTAN,10028,212-289-6997,1823,08/27/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC2434,PARK AVENUE SYNAGOGUE EARLY CHILDHOOD CENTER,PARK AVENUE SYNAGOGUE,50 EAST 87 STREET,MANHATTAN,10128,212-369-2600,2010,01/12/2015,Permitted,2 YEARS - 5 YEARS,95,No,Private
DC31670,PARK CHILDREN'S DAY SCHOOL,PARK CHILDREN'S DAY SCHOOL,4 WEST 76TH STREET,MANHATTAN,10023,212-288-3247,64038,05/15/2016,Permitted,2 YEARS - 5 YEARS,122,No,Private
DC353,PARK PLACE DAY CARE CENTER,"UNITED INTERFAITH ACTION COUNCIL OF BROOKLYN, INC.",963 PARK PLACE,BROOKLYN,11213,718-778-8558,4133,12/08/2015,Permitted,2 YEARS - 5 YEARS,52,Yes,ACS Contracted Preschools
DC18001,"PARK PLACE DAY CARE,INC.",PARK PLACE DC INC.,738 NOSTRAND AVENUE,BROOKLYN,11216,347-627-3955,7850,12/14/2015,Permitted,2 YEARS - 5 YEARS,47,No,Private
DC22727,PARK PLACE DAYCARE,"PARK PLACE DAY CARE, INC.",822-828 PARK PLACE,BROOKLYN,11216,347-627-3955,21497,08/27/2014,Permitted,0 YEARS - 2 YEARS,34,No,Private
DC14156,PARK SLOPE CHILD CARE COLLECTIVE,"PARK SLOPE CHILD CARE COLLECTIVE, INC.",186 ST. JOHN'S PLACE,BROOKLYN,11217,718-399-0397,7058,09/28/2015,Permitted,2 YEARS - 5 YEARS,38,No,Private
DC21250,"PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER , INC. INFANT/TODDLER","PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER,INC.",558  5TH AVENUE,BROOKLYN,11215,718-768-4873,8301,05/09/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private
DC19652,"PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER, INC.","PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER, INC. P/S",558  5TH AVENUE,BROOKLYN,11215,718-768-4873,8312,05/09/2015,Permitted,2 YEARS - 5 YEARS,36,No,Private
DC2806,"PARK WEST MONTESSORI SCHOOL, INC.",PARK WEST MONTESSORI SCHOOL INC.,435 CENTRAL PARK WEST,MANHATTAN,10025,212-678-6072,6447,03/20/2015,Permitted,0 YEARS - 2 YEARS,25,Yes,Private
DC14312,"PARK WEST MONTESSORI SCHOOL,INC.","PARK WEST MONTESSORI, INC.",435 CENTRAL PARK WEST,MANHATTAN,10025,212-678-6072,6220,03/08/2016,Permitted,2 YEARS - 5 YEARS,145,Yes,Private
DC17273,PARKER'S PLACE,"THE OLIVE TREEHOUSE GROUP, LLC",428 7TH AVENUE,BROOKLYN,11215,718-499-2080,7851,01/02/2016,Permitted,2 YEARS - 5 YEARS,29,No,Private
DC23110,PARKSIDE EARLY CHILDHOOD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC.,525 PARKSIDE AVENUE,BROOKLYN,11226,929-210-9200,26297,10/25/2014,Permitted,2 YEARS - 5 YEARS,195,No,ACS Contracted Preschools
DC16802,PARKWAY PRESCHOOL,PARKWAY PRESCHOOL,5566 KINGS HIGHWAY,BROOKLYN,11203,718-346-0369,7660,10/21/2014,Permitted,2 YEARS - 5 YEARS,47,No,Private
DC25309,PARSONS PRESCHOOL,"PSYCHOTHERAPEUTIC EVALUATIONAL PROGRAMS, INC.",231-10 HILLSIDE AVENUE,QUEENS,11427,718-464-5606,48737,07/24/2015,Permitted,2 YEARS - 5 YEARS,61,No,Private
DC2604,PARSONS PRESCHOOL,"PSYCHOTHERAPEUTIC EVALUATIONAL PROGRAMS, INC.",84-60 PARSONS BOULEVARD,QUEENS,11432,718-298-6161,7310,11/18/2014,Permitted,2 YEARS - 5 YEARS,68,No,Private
DC1140,PATRICIA CARBINE CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",51 MADISON AVENUE,MANHATTAN,10010,212-576-3444,6341,05/25/2015,Permitted,0 YEARS - 2 YEARS,16,No,Corporate
DC14811,PATRICIA CARBINE CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",51 MADISON AVENUE,MANHATTAN,10010,212-576-3444,6342,06/08/2015,Permitted,2 YEARS - 5 YEARS,15,No,Corporate
DC21495,PAUL T. MATSON HEAD START,"EAST TREMONT HEAD START ALUMNI DAY CARE CENTERS, INC.",1244 MANOR AVENUE,BRONX,10472,718-328-8547,8309,06/22/2015,Permitted,2 YEARS - 5 YEARS,58,Yes,ACS Contracted Preschools
DC1986,PAUL T. MATSON HEAD START # 1,EAST TREMONT HEAD START ALUMNI DAY CARE CENTER. INC,1951 WASHINGTON AVENUE,BRONX,10457,718-299-2112,5122,06/28/2015,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start
DC977,PAUL T. MATSON HEAD START #5,"EAST TREMONT HEAD START ALUMNI DCC, INC.",1780 STORY AVENUE,BRONX,10473,718-328-5470,2104,09/11/2013,Expired-InRenewal,2 YEARS - 5 YEARS,30,Yes,ACS Contracted Preschools
DC25437,PB CHILDREN'S ACADEMY,"3504-06 CHURCH AVENUE DAY CARE, INC.",3506 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,54518,11/26/2015,Permitted,2 YEARS - 5 YEARS,36,No,Private
DC2024,PB CHILDREN'S ACADEMY - (PRE-SCHOOL),3504-06 CHURCH AVENUE DAY CARE INC.,3504 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,5437,11/15/2015,Permitted,2 YEARS - 5 YEARS,51,No,Private
DC153,PB CHILDREN'S ACADEMY - I/T,"3504-06 CHURCH AVE. DAY CARE, INC.",3506 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,7258,06/10/2015,Permitted,0 YEARS - 2 YEARS,8,Yes,Private
DC25523,PEACEFUL EXPLORERS,PEACEFUL EXPLORERS CORP,1113 PRESIDENT STREET,BROOKLYN,11225,718-218-5891,54757,12/04/2015,Permitted,2 YEARS - 5 YEARS,13,No,Private
DC22758,PEARTREE PRESCHOOL,PEARTREE CENTER LLC,132 WEST 112TH  STREET,MANHATTAN,10026,212-866-4105,33437,02/28/2015,Permitted,2 YEARS - 5 YEARS,57,No,Private
DC2321,PEE WEE FOLKS,PEE WEE FOLKS,12-45 CLINTONVILLE ST,QUEENS,11357,718-746-6107,5568,06/13/2015,Permitted,2 YEARS - 5 YEARS,79,No,Private
DC467,PEOPLE'S  DAY CARE CENTER,"PEOPLE'S DAY CARE CENTER,INC.",121 RIVERDALE AVENUE,BROOKLYN,11212,718-346-0089,5378,10/04/2013,Expired-InRenewal,2 YEARS - 5 YEARS,23,No,Private
DC17642,PERLA'S DAYCARE CENTER,PERLA'S DAYCARE CENTER INC.,2167 CONEY ISLAND AVENUE,BROOKLYN,11223,718-336-1044,7820,10/22/2015,Permitted,2 YEARS - 5 YEARS,22,No,Private
DC11153,PERSONAL TOUCH EARLY CHILDHOOD CENTER,"PERSONAL TOUCH HOMECARE OF N.Y.,INC.",158-13 72 AVENUE,QUEENS,11365,718-380-7600,6780,06/04/2014,Expired-InRenewal,2 YEARS - 5 YEARS,49,No,Private
DC14761,PFIZER  KIDS,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",235 EAST 42ND STREET,MANHATTAN,10017,212-733-5040,7573,10/03/2015,Permitted,0 YEARS - 2 YEARS,12,No,Corporate
DC2269,PFIZER  KIDS P/S,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",235 EAST 42 STREET,MANHATTAN,10017,212-733-5040,7574,10/03/2015,Permitted,2 YEARS - 5 YEARS,12,No,Corporate
DC2115,"PHEBEANA PRE-SCHOOL, INC.","PHEBEANA PRE-SCHOOL, INC.",160 PARKSIDE AVENUE,BROOKLYN,11226,718-284-8147,5919,07/26/2014,Permitted,2 YEARS - 5 YEARS,55,No,Private
DC354,PHILIP H. MICHAELS  CHILD DEVELOPMENT CENTER,"PHILIP H. MICHAELS CHILD CARE CENTER, INC.",629 COURTLANDT AVENUE,BRONX,10451,718-665-9410,4147,04/07/2016,Permitted,2 YEARS - 5 YEARS,223,No,ACS Contracted Preschools
DC1030,PHIPPS HEAD START,PHIPPS COMMUNITY DEVELOPMENT CORPORATION,921 EAST 180 STREET,BRONX,10460,718-364-2496,6767,04/05/2015,Permitted,2 YEARS - 5 YEARS,83,No,Head Start (Direct Fed. Funding)
DC106,PHIPPS LAMBERT HEAD START,PHIPPS COMMUNITY DEVELOPMENT CORPORATION,1005 EAST 179TH STREET,BRONX,10460,718-842-3633,7181,11/01/2015,Permitted,2 YEARS - 5 YEARS,30,No,ACS Head Start
DC21890,PHYL'S ACADEMY,PHYL'S DAY CARE CENTER INC.,3520 TILDEN AVENUE,BROOKLYN,11203,718-469-9400,8400,10/05/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private
DC17590,"PICK WICK SCHOOL, INC./PICK WICK SCHOOL","PICKWICK SCHOOL, INC.",151-15 85 DRIVE,QUEENS,11432,718-526-1340,7779,07/06/2015,Permitted,2 YEARS - 5 YEARS,45,No,Private
DC17591,"PICKWICK SCHOOL, INC. INFANT/TODDLER","PICKWICK SCHOOL, INC. INFANT/TODDLER",151-15 85 DRIVE,QUEENS,11432,718-526-1340,7780,07/06/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC20023,PINE STREET DAY CARE CENTER,"COLONY SOUTH BROOKLYN HOUSES, INC.",374 PINE STREET,BROOKLYN,11208,718-235-1150,8030,07/14/2015,Permitted,2 YEARS - 5 YEARS,127,No,ACS Contracted Preschools
DC21719,PINOCCHIO CHILDREN'S PALACE,PINOCCHIO CHILDREN'S PALACE I CORP.,900 LENOX ROAD,BROOKLYN,11203,718-618-7330,8415,11/02/2015,Permitted,0 YEARS - 2 YEARS,30,No,Private
DC21720,PINOCCHIO CHILDREN'S PALACE,PINOCCHIO CHILDREN'S PALACE I CORP.,900 LENOX ROAD,BROOKLYN,11203,718-618-7330,8416,11/02/2015,Permitted,2 YEARS - 5 YEARS,68,No,Private
DC15607,PLAY & LEARN PRESCHOOL CENTER,PLAY & LEARN PRESCHOOL CENTER,66-06 70 ST,QUEENS,11379,718-894-0016,7829,01/15/2016,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC26130,PLAYMATES NURSERY,"IT'S MY TURN DAYCARE, INC,",131-13 LIBERTY AVENUE,QUEENS,11419,718-845-4973,53980,11/08/2015,Permitted,2 YEARS - 5 YEARS,22,No,Private
DC26132,PLAYMATES NURSERY,"IT'S MY TURN DAYCARE, INC.",131-15 LIBERTY AVENUE,QUEENS,11419,718-845-4973,54157,11/13/2015,Permitted,2 YEARS - 5 YEARS,24,No,Private
DC11773,PLAYMATES NURSERY INC,PLAYMATES NURSERY INC,126-18 111 AVENUE,QUEENS,11420,718-738-8203,7602,06/04/2014,Expired-InRenewal,2 YEARS - 5 YEARS,28,No,Private
DC1522,"PLEASANT LEARN-N-PLAY CENTER, INC.","PLEASANT LEARN-N-PLAY CENTER, INC.",126-03 MERRICK BOULEVARD,QUEENS,11434,718-525-5272,7312,05/18/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC14740,PLYMOUTH CHURCH SCHOOL,PLYMOUTH CHURCH IN THE CITY OF BROOKLYN,75 HICKS STREET,BROOKLYN,11201,718-624-9385,6662,01/04/2016,Permitted,2 YEARS - 5 YEARS,115,No,Private
DC16869,POLSKIE PRZEDSZKOLE,"BOLEK I LOLEK DAY CARE, INC.",4105 FORT HAMILTON PARKWAY,BROOKLYN,11219,718-633-9389,8165,05/17/2014,Expired-InRenewal,2 YEARS - 5 YEARS,24,No,Private
DC22148,PONO LEARNING,PONO LEARNING,2002 FIFTH AVENUE,MANHATTAN,10035,917-912-4323,47998,07/13/2015,Permitted,2 YEARS - 5 YEARS,29,No,Private
DC1311,PORT RICHMOND DAY NURSERY HEAD START,"STATEN ISLAND MENTAL HEALTH SOCIETY, INC.",166 LOCKMAN AVENUE,STATEN ISLAND,10303,718-494-0400,1232,12/21/2014,Permitted,2 YEARS - 5 YEARS,57,Yes,ACS Contracted Preschools
DC2137,POSITIVE BEGINNINGS # 1,POSITIVE BEGINNINGS INC.,71-25 MAIN STREET,QUEENS,11367,718-261-0211,6954,01/10/2015,Permitted,2 YEARS - 5 YEARS,107,Yes,Private
DC2124,"POSITIVE BEGINNINGS, INC","POSITIVE BEGINNINGS, INC",72-52 METROPOLITAN AVENUE,QUEENS,11379,718-326-0055,7299,10/01/2014,Permitted,2 YEARS - 5 YEARS,123,Yes,Private
DC319,PRACTICAL LEARNING CENTER,PRACTICAL LEARNING CENTER,1283 OCEAN AVENUE,BROOKLYN,11230,718-434-5583,6106,04/04/2016,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC2042,PRACTICAL LEARNING CENTER,PRACTICAL LEARNING CENTER,527 EASTERN PARKWAY,BROOKLYN,11216,718-773-5070,5641,09/14/2014,Permitted,2 YEARS - 5 YEARS,46,No,Private
DC411,PRACTICAL LEARNING CENTER (P/S),"PRACTICAL LEARNING CENTER, INC.",22-32 BUCKINGHAM ROAD,BROOKLYN,11226,718-282-4200,5228,04/30/2014,Expired-InRenewal,2 YEARS - 5 YEARS,96,No,Private
DC19725,PRE SCHOOL OF AMERICA,PRESCHOOL OF AMERICA,112-33 QUEENS BLVD,QUEENS,11375,718-261-2522,8088,11/24/2015,Permitted,2 YEARS - 5 YEARS,141,No,Private
DC3078,PRE SCHOOL OF AMERICA,PRESCHOOL OF AMERICA,63-47 BOOTH STREET,QUEENS,11374,718-896-8108,7146,05/13/2015,Permitted,2 YEARS - 5 YEARS,280,No,Private
DC14590,PRE-SCHOOL MINDS  DAY CARE CENTER,JOAN WATKIS CORPORATION,3316 CHURCH AVENUE,BROOKLYN,11203,718-284-9392,5243,02/29/2016,Permitted,2 YEARS - 5 YEARS,50,No,Private
DC1685,PRE-SCHOOL MINDS DAY CARE CENTER,JOAN WATKIS CORPORATION,3318 CHURCH AVENUE,BROOKLYN,11203,718-284-9392,4770,02/02/2016,Permitted,2 YEARS - 5 YEARS,39,No,Private
DC11650,"PRE-SCHOOL OF AMERICA,LLC","PRESCHOOL OF AMERICA,LLC",1501 LEXINGTON AVE,MANHATTAN,10029,212-397-3700,7413,08/10/2013,Expired-InRenewal,2 YEARS - 5 YEARS,63,No,Private
DC2820,PRECIOUS CHILDREN DAY CARE CENTER  INC#2,PRECIOUS CHILDREN DAY CARE CENTER INC#2,202-13 JAMAICA AVENUE,QUEENS,11423,718-479-2127,7165,05/19/2016,Permitted,2 YEARS - 5 YEARS,23,No,Private
DC2371,PRECIOUS CHILDREN DAY CARE CENTER INC.,PRECIOUS CHILDREN DAY CARE CENTER INC.,202-11 JAMAICA AVENUE,QUEENS,11423,718-479-2127,6512,05/19/2016,Permitted,2 YEARS - 5 YEARS,18,No,Private
DC1594,PRECIOUS EARLY CHILDHOOD ACADEMY,CHERYL HERCULES,9624 KINGS HIGHWAY,BROOKLYN,11212,718-495-2269,6845,04/03/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private
DC16997,"PRECIOUS GIFT DAY CARE, INC.","PRECIOUS GIFT DAY CARE, INC.",317 ALBANY AVENUE,BROOKLYN,11213,718-773-7311,7848,12/03/2015,Permitted,2 YEARS - 5 YEARS,21,No,Private
DC683,"PRECIOUS MEMORIES DAY CARE, INC.","PRECIOUS MEMORIES DAY CARE, INC.",3124 CHURCH AVENUE,BROOKLYN,11226,718-287-0037,7314,12/03/2014,Permitted,2 YEARS - 5 YEARS,48,No,Private
DC3098,PRECIOUS MOMENTS NURSERY & PRE-K,"PRECIOUS MOMENTS NURSERY&PRE-K,INC.",61-28 GRAND AVENUE,QUEENS,11378,718-416-1624,7032,08/06/2014,Permitted,2 YEARS - 5 YEARS,35,No,Private
DC11205,PRECIOUS MOMENTS NURSERY SCHOOL  & PRE-K,PRECIOUS MOMENTS NURSERY SCHOOL & PRE-K,61-28 GRAND AVENUE,QUEENS,11378,718-416-1624,7132,10/14/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private
DC3103,PRECIOUS MOMENTS NURSERY SCHOOL & DAY CARE CENTER INC.,PRECIOUS MOMENTS NURSERY SCHOOL/INFANT TODDLER,11-02 CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5975,08/17/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC14363,"PRECIOUS MOMENTS NURSERY SCHOOL&D.C.,INC.","PRECIOUS MOMENTS DAY CARE CENTER,INC.",11-02 CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5980,03/10/2016,Permitted,2 YEARS - 5 YEARS,35,No,Private
DC22162,PRESCHOOL,BUMBLEBEES SI 2 LLC,443 TARGEE STREET,STATEN ISLAND,10304,718-727-2724,22037,09/04/2014,Permitted,2 YEARS - 5 YEARS,35,No,Private
DC15143,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, LLC",101 WEST END AVENUE,MANHATTAN,10069,212-362-0135,7518,07/31/2015,Permitted,2 YEARS - 5 YEARS,171,Yes,Private
DC14809,PRESCHOOL OF AMERICA,"PRESCHOOL OF AMERICA, LLC",1180-90 PARK AVENUE,MANHATTAN,10128,212-410-1100,7619,08/09/2015,Permitted,0 YEARS - 2 YEARS,33,No,Private
