Site ID,Visit Date,Visit Type,Summary
DC18979,03/05/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20599,03/19/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC11227,05/21/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC20601,03/19/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC24597,01/30/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC24598,01/30/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC23087,05/02/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC316,03/05/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,All teachers have not received training in infectious disease control and reporting.
DC2756,11/22/2013,PUBLIC HEALTH SANITATION INSPECTION,"Food served is determined not to be from an approved source or in compliance with federal, state and/or local requirements at time of inspection."
DC1715,03/06/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC14469,11/20/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC22143,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21737,05/21/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection children's physician statement records required to be maintained by child care service were not provided or maintained.
DC11943,11/27/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC17551,01/28/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC15655,01/28/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC21713,02/18/2014,PUBLIC HEALTH SANITATION INSPECTION,Individual certified in food protection not on site during periods of food preparation.
DC20847,02/18/2014,PUBLIC HEALTH SANITATION INSPECTION,Individual certified in food protection not on site during periods of food preparation.
DC11727,04/17/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1824,04/29/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC16048,02/19/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC10905,02/26/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC2041,12/13/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection heating apparatus was observed being used without appropriate guards. Restricted space heater observed being used.
DC2989,11/19/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20603,05/30/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC10897,02/25/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC16724,08/21/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC11957,05/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC2106,04/09/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC24573,11/19/2013,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC1305,06/02/2014,PUBLIC HEALTH SANITATION INSPECTION,"Appropriate and clean cots, linens and other sleeping arrangements not provided by child care service at time of inspection."
DC11199,11/21/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC345,05/07/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.
DC25293,No visit found in database.,,
DC25355,No visit found in database.,,
DC15570,02/24/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC17352,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC705,02/28/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20639,11/22/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC25020,05/22/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC24546,01/10/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC1614,05/08/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC26005,04/30/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC12267,12/19/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC2377,05/06/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC2083,12/19/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC15162,04/10/2014,PUBLIC HEALTH SANITATION INSPECTION,Individual certified in food protection not on site during periods of food preparation.
DC23045,04/10/2014,PUBLIC HEALTH SANITATION INSPECTION,Individual certified in food protection not on site during periods of food preparation.
DC21561,03/12/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC23082,05/19/2014,PUBLIC HEALTH SANITATION INSPECTION,Adequate plumbing not provided or maintained at time of inspection.
DC11961,09/17/2013,PUBLIC HEALTH SANITATION INSPECTION,Adequate lighting not provided in food prep area at time of inspection. Foods observed not protected from contamination from light fixture/bulb damage at time of inspection.
DC24704,04/15/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service staff identified/acting as group teachers do not meet the required qualifications of the position.
DC14297,12/10/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hallways and other means of egress were observed obstructed and impassable.
DC347,12/04/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC24803,11/26/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC398,02/12/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC12247,11/07/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC3003,10/23/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC751,04/22/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC14778,04/22/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.
DC10457,02/14/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14900,03/19/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21142,10/03/2013,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC11147,04/28/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC25418,No visit found in database.,,
DC14369,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC10862,04/16/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1789,05/29/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC18797,04/04/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
