Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Total Maximum Capacity,Lat,Lon
KIDDIE ACADEMY OF STATEN ISLAND INFANT/TODDLER / KIDDIE ACADEMY OF STATEN ISLAND,FUTURE STAR KIDZ INC / FUTURE STAR KIDZ INC,1110 SOUTH AVENUE,STATEN ISLAND,10314,718-698-6905 / 718-698-6905,7668 / 7280,11/21/2015 / 11/21/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,54 / 131,Yes / Yes,Private / Private,185,40.6169416,-74.1724928
KIDDY ACADEMY OF WHITESTONE INFANT/TDDLER PROGRAM / KIDDIE ACADEMY P/S,KIDDIE ACADEMY OF WHITESTONE INFANT TODDLER / KIDDIE ACADEMY OF WHITESTONE,7-05 152ND STREET,QUEENS,11357,718-747-5555 / 718-747-5555,8086 / 8085,10/17/2015 / 10/17/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,46 / 146,No / No,Private / Private,192,40.7953009,-73.81022589999999
KIDDIE CASTLE DAY CARE,KIDDIE CASTLE OF MIDWOOD,1101 EAST 35 STREET,BROOKLYN,11210,718-677-0303,7339,07/25/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.627959,-73.942019
KIDDIE CASTLE DAY CARE 2 THE NURSERY,DOMINIQUE ROLAND AND SERGE ROLAND,1729 FLATBUSH AVENUE,BROOKLYN,11210,718-677-0303,52601,09/27/2015,  Permitted,0 YEARS - 2 YEARS,22,No,Private,22,40.627863,-73.94201
KIDDIE KORNER PRE-SCHOOL / KIDDIE KORNER INFANT/TODDLERS,CHABAD LUBAVITCH OF BROOKLYN HEIGHTS / CHABAD LUBAVITCH OF BROOKLYN HEIGHTS,166 MONTAGUE STREET,BROOKLYN,11201,718-834-6093 / 718-834-6093,8079 / 8076,09/18/2015 / 09/14/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,14 / 37,No / No,Private / Private,51,40.694109,-73.99268800000002
KIDDIE KORNER PRESCHOOL INFANT/TODDLER / KIDDIE KORNER PRE-SCHOOL 2,CHABAD LUBAVITCH OF BROOKLYN HEIGHTS / CHABAD LUBAVITCH OF BROOKLYN HEIGHTS,117 REMSEN STREET,BROOKLYN,11201,718-510-6903 / 718-510-6903,11957 / 12077,02/03/2016 / 02/07/2016,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 12,No / No,Private / Private,30,40.69408850000001,-73.9935714
KIDDIES LEARNING CENTER,KIDDIES LEARNING CENTER INC,263 TROY AVENUE,BROOKLYN,11213,718-221-2530,8118,01/20/2016,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.670214,-73.936274
KIDDIES SAFE HAVEN INC,KIDDIES SAFE HAVEN INC,1891 MCGRAW AVENUE,BRONX,10462,718-409-2706,8273,05/16/2015,  Permitted,2 YEARS - 5 YEARS,58,No,Private,58,40.8346093,-73.8627978
KIDDY KORNER,ITS A HAPPY DAY AT KIDDY CORNER,243-37 MERRICK BLVD,QUEENS,11422,718-712-6768,8333,10/04/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.6744023,-73.7290005
KIDDY KORNER INFANT/TODDLER,ITS A HAPPY DAY AT KIDDY CORNER INC,243-35 MERRICK BLVD,QUEENS,11422,718-712-6768,8336,10/04/2014,  Permitted,0 YEARS - 2 YEARS,26,No,Private,26,40.6743342,-73.7291431
KIDERIFIC NURSERY SCHOOL,KIDERIFIC NURSERY SCHOOLINC,1621 PILGRIM AVENUE,BRONX,10461,718-518-7170,5011,07/02/2015,  Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.844062,-73.83424699999999
KIDS CHOICE PRESCHOOL,BD KIDS CHOICE DAY CARE INC,106-54 GUY BREWER BOULEVARD,QUEENS,11433,718-297-6707,7367,03/04/2015,  Permitted,2 YEARS - 5 YEARS,22,No,Private,22,40.698253,-73.792845
KIDS CIRCLE DAY CARE,KIDS CIRCLE DAY CARE INC,164-04 GOETHALS AVENUE,QUEENS,11432,718-380-1280,6955,12/28/2015,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.719094,-73.803507
KIDS OF THE FUTURE DAY CARE CENTER CORP,KIDS OF THE FUTURE DAY CARE CENTER CORP,330  TROY AVENUE,BROOKLYN,11213,718-484-0780,7887,06/16/2014,  Permitted,2 YEARS - 5 YEARS,23,No,Private,23,40.667569,-73.937077
KIDS ON FIFTH,KIDS ON FIFTH INC,323 5 AVENUE,BROOKLYN,11215,718-768-3122,6176,03/29/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.672495,-73.98322999999999
KIDS PALACE CORPORATION,KIDS PALACE CORPORATION,84-75 DANIELS STREET,QUEENS,11435,718-658-7818,6710,10/03/2015,  Permitted,2 YEARS - 5 YEARS,24,No,Private,24,40.7114649,-73.81410799999999
KIDS TIME DCINC,ABC THERAPIES SLPOTPTPSYCHOLOGY  CHIROPRACTIC PLLC/KIDS TIME DAY CARE INC,42-75 65 PLACE,QUEENS,11377,718-429-2000,10457,12/22/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private,39,40.742124,-73.9003225
KIDSPIRATION DAY CARE,LISSETTE CORNICK,3501-3503 QUENTIN ROAD,BROOKLYN,11234,347-587-7920,7889,06/30/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.614474,-73.93750399999999
KIDZ KORNER DAY CARE,KIDZ KORNER DAY CARE,2422 RALPH AVENUE,BROOKLYN,11234,718-676-5200,7311,09/30/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.618967,-73.917553
KIDZ VILLAGE LLC,KIDZ VILLAGELLC,82-02 GRAND AVENUE,QUEENS,11373,718-639-5439,19318,07/23/2014,  Permitted,2 YEARS - 5 YEARS,38,No,Private,38,40.732349,-73.88420200000002
KIDZ WORLD EARLY CHILDHOOD CTR PRE/SCH / KIDZ WORLD EARLY CHILDHOOD CTR I/T,KIDZ WORLD EARLY CHILDHOOD CTRINC / KIDZ WORLD EARLY CHILDHOOD CENTERINC,217-21 MERRICK BLVD,QUEENS,11413,646-670-7582 / 646-670-7582,21317 / 21237,08/22/2014 / 08/22/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,79 / 25,Yes / Yes,Private / Private,104,40.67975879999999,-73.7511756
KIMRICK DAYCARE  LEARNING CENTER LLC,KIMRICK DAYCARE  LEARNING CENTER LLC,1509 NOSTRAND AVENUE,BROOKLYN,11226,646-393-9181,7722,02/26/2015,  Permitted,2 YEARS - 5 YEARS,22,No,Private,22,40.649329,-73.949086
KIND START PRE-SCHOOL,LISA ASSENNATA,7702 NEW UTRECHT AVENUE,BROOKLYN,11214,718-621-5382,6802,07/20/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.6141791,-74.00063670000002
KINDERLAND DAY CARE/INFANT-TODDLER / KINDERLAND DAY CARE / PRESCHOOL,KINDERLAND DAY CARE INC / KINDERLAND DAY CARE INC,1637 45TH STREET,BROOKLYN,11204,718-871-7432 / 718-871-7432,53177 / 53178,10/17/2015 / 10/17/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,26 / 38,No / No,Private / Private,64,40.632828,-73.9819799
KINDERSTUFF I,KINDER STUFF 1 LLC,2989 NOSTRAND AVENUE,BROOKLYN,11229,347-492-4877,8361,08/19/2015,  Permitted,2 YEARS - 5 YEARS,67,No,Private,67,40.611161,-73.943575
KINDERSTUFF V,KINDERSTUFF V LLC,7914 BAY PARKWAY,BROOKLYN,11214,347-492-5313,8317,06/03/2015,  Permitted,2 YEARS - 5 YEARS,109,No,Corporate,109,40.605779,-73.990555
KINDERSTUFF VI,KINDERSTUFF VI LLC,3301 FOSTER AVENUE,BROOKLYN,11203,347-663-5508,8297,05/02/2015,  Permitted,2 YEARS - 5 YEARS,24,No,Private,24,40.6388043,-73.94536529999999
KING OS DAY CARE CENTER,KINGOS DAY CAREINC,1097 CLARKSON AVENUE,BROOKLYN,11212,718-346-2067,7821,10/12/2015,  Permitted,2 YEARS - 5 YEARS,32,No,Private,32,40.6600624,-73.9220046
KINGBRIDGE MONTESSORI SCHOOL,JASMINE EDUCATIONAL ENTERPRISE INC,2500 JEROME AVENUE,BRONX,10468,718-561-8111,56457,01/31/2016,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.864002,-73.899545
KINGS BAY YM-YWHA,KINGS BAY YM-YWHA INC,14 HOPE STREET,BROOKLYN,11211,718-407-6388,52499,09/26/2015,  Permitted,2 YEARS - 5 YEARS,27,No,Private,27,40.713481,-73.9573319
KINGS BAY YM-YWHA NURSERY SCHOOL,KINGS BAY YM-YWHA INC,3495 NOSTRAND AVENUE,BROOKLYN,11229,718-648-7703,4518,11/21/2015,  Permitted,2 YEARS - 5 YEARS,47,No,Private,47,40.59889709999999,-73.94136999999999
KINGS HIGHWAY PREPARATORY SCHOOL,VALERIE MCDONALD,9218 KINGS HIGHWAY,BROOKLYN,11212,718-498-3690,17297,05/29/2014,  Permitted,2 YEARS - 5 YEARS,21,No,Private,21,40.656486,-73.920863
KINGS WAY EARLY CHILDHOOD CENTERINC,KINGS WAY EARLY CHILDHOOD CENTERINC,1742 EAST 18 STREET,BROOKLYN,11229,718-336-1599,7545,11/28/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,55,No,Private,55,40.607531,-73.95541899999999
KINGSBRIDGE HEIGHTS  COMMUNITY CENTER INC,KINGSBRIDGE HEIGHTS COMMUNITY CENTER INC,3101 KINGSBRIDGE TERRACE,BRONX,10463,718-884-0700,4727,08/16/2015,  Permitted,2 YEARS - 5 YEARS,62,No,ACS Contracted Preschools,62,40.877579,-73.90071499999999
KINGSBRIDGE HEIGHTS COMMUNITY CENTER,KINGSBRIDGE HEIGHTS COMMUNITY CENTER INC,295 WEST 231ST STREET,BRONX,10463,718-884-9799,51679,09/06/2015,  Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,60,40.880947,-73.9079129
KINGSTON KIDS LITTLE CASTLE,SILVIO REYES,70  KINGSTON AVENUE,BROOKLYN,11213,718-363-9792,8018,06/15/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.677447,-73.94165600000001
KISSENA CHERRY DAYCARE / KISSENA CHERRY DAY CARE,KISSENA CHERRY DAY CARE INC / KISSENA CHERRY DAY CARE INC,140-26 CHERRY AVE,QUEENS,11355,718-886-2889 / 718-886-2889,8128 / 29078,04/13/2016 / 12/12/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,99 / 11,No / No,Private / Private,110,40.754226,-73.82181299999999
KNUGENX LEARNING CENTER-PRESCHOOL,KNUGENX LEARNING CENTER,90 BOWERY,MANHATTAN,10013,212-966-1431,15617,04/30/2014,  Permitted,2 YEARS - 5 YEARS,27,No,Private,27,40.71751099999999,-73.995666
KON WAH DAY SCHOOL,KON WAH INC,135-27 38 AVENUE,QUEENS,11354,718-353-4388,6902,05/18/2015,  Permitted,2 YEARS - 5 YEARS,274,No,Private,274,40.760679,-73.83187199999999
KREATIVE KARE DAY CARE CENTER,KREATIVE KARE DAYCARE CENTER INC,292 PALMETTO STREET,BROOKLYN,11237,718-386-3242,7649,09/25/2014,  Permitted,2 YEARS - 5 YEARS,78,No,Private,78,40.6965979,-73.9135477
KREATIVE KARE TOO NURSERY SCHOOL,KREATIVE KARE DAY CARE CENTERINC,541 KNICKERBOCKER AVENUE,BROOKLYN,11221,718-418-0088,7987,01/15/2015,  Permitted,0 YEARS - 2 YEARS,18,No,Private,18,40.697497,-73.915538
LPBC DAY CARE,LEFFERTS PARK BAPTIST CHURCH,7524 14 AVENUE,BROOKLYN,11228,718-621-5458,7107,03/05/2015,  Permitted,2 YEARS - 5 YEARS,19,No,Private,19,40.6186239,-74.005943
LA CASITA  I I I  PRESCHOOL,UNITED BRONX PARENTS INC,607 PROSPECT AVENUE,BRONX,10455,718-742-0083,7603,06/10/2014,  Permitted,2 YEARS - 5 YEARS,15,No,Private,15,40.814101,-73.9042
LA ESCUELITA,LA ESCUELITA INC,302 WEST 91 STREET,MANHATTAN,10024,212-877-1100,7289,10/10/2014,  Permitted,2 YEARS - 5 YEARS,52,No,Private,52,40.7921512,-73.97607409999999
LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,LA PENINSULA COMMUNITY ORGANIZATION INC,1054 INTERVALE AVENUE,BRONX,10459,718-893-5074,4780,06/08/2015,  Permitted,2 YEARS - 5 YEARS,110,No,ACS Contracted Preschools,110,40.8248928,-73.89679530000001
LA PENINSULA  HEAD START,LA PENINSULA COMMUNITY ORGANIZATION INC,711 MANIDA STREET,BRONX,10474,718-542-7590,3018,01/19/2015,  Permitted,2 YEARS - 5 YEARS,137,Yes,ACS Contracted Preschools,137,40.814495,-73.8888489
LA PENINSULA HEAD START,LA PENINSULA COMMUNITY ORGANIZATION INC,1717 FULTON AVENUE,BRONX,10457,718-215-2020,7253,07/19/2014,  Permitted,2 YEARS - 5 YEARS,113,No,ACS Contracted Preschools,113,40.841754,-73.89797
LA PENINSULA HEAD START,LA PENINSULA COMMUNITY ORGANIZATION INC,1871 WALTON AVENUE,BRONX,10453,718-215-2220,6666,07/25/2014,  Permitted,2 YEARS - 5 YEARS,147,No,ACS Contracted Preschools,147,40.8488973,-73.9095473
LABOR  BATHGATE COMMUNITY CHILD CARE CENTER,LABOR BATHGATE COMMUNITY CHILD CAREINC,1638 ANTHONY AVENUE,BRONX,10457,718-583-3850,4127,06/17/2015,  Permitted,2 YEARS - 5 YEARS,68,Yes,ACS Contracted Preschools,68,40.8423192,-73.9046853
LAC EARLY CHILDHOOD CENTER,LIFE ADJUSTMENT CENTER INC,325 EAST 101ST  STREET,MANHATTAN,10029,212-938-1221,58077,03/06/2016,  Permitted,2 YEARS - 5 YEARS,45,Yes,Private,45,40.787056,-73.94326
LACONIA DAY CARE CENTER / LACONIA DAY CARE CENTER,LACONIA DAY CARE CENTER  INFANT CARE INC / LACONIA DAY CARE CENTER  INFANT CAREINC,3950 LACONIA AVENUE,BRONX,10466,718-547-0000 / 718-547-0000,14837 / 14817,04/13/2014 / 04/13/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,28 / 82,No / No,Private / Private,110,40.883749,-73.8491389
LAPUERTA ABIERTA EARLY LEARN CENTER,POLICE ATHLETIC LEAGUE INC,3001 WEST 37TH STREET,BROOKLYN,11224,718-372-4044,51657,09/06/2015,  Permitted,2 YEARS - 5 YEARS,61,No,Private,61,40.572719,-74.002116
LAUGH  LEARN PLACE,LAUGH  LEARN PLACE,228-01 MERRICK BLVD,QUEENS,11413,718-525-5318,30717,01/14/2015,  Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.67683299999999,-73.74181
LAURELTON DAY CARE INC / LAURELTON DAY CARE INC P/S,LAURELTON DAY CARE INC TODDLER PROGRAM / LAURELTON CHILD CARE INC,141-19 224 STREET,QUEENS,11413,718-712-1860 / 718-712-1860,6625 / 6624,04/06/2015 / 03/15/2014,  Permitted /   Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,16 / 89,No / No,Private / Private,105,40.6692884,-73.7514008
LAVELLE SCHOOL FOR THE BLIND,LAVELLE SCHOOL FOR THE BLIND,3830 PAULDING AVENUE,BRONX,10469,718-882-1212,7139,06/26/2015,  Permitted,2 YEARS - 5 YEARS,94,No,Private,94,40.88156,-73.852614
LE PETIT PARADIS,LE PETIT PARADIS,1656 THIRD  AVENUE,MANHATTAN,10128,212-410-0180,7902,08/01/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.783204,-73.95111899999999
LEAK AND WATTS HEAD START PROGRAM,LEAKE AND WATTS SERVICES INC,2165 RANDALL AVENUE,BRONX,10473,718-904-1689,8147,05/07/2014,  Permitted,2 YEARS - 5 YEARS,94,No,Head Start Direct Fed Funding,94,40.8189572,-73.84911600000001
LEARNING LADDER CENTERLLC,LEARNING LADDER CENTER LLC,125-19 101 AVENUE,QUEENS,11419,718-480-6444,20497,08/08/2014,  Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.69161810000001,-73.8201773
LEARNING LADDER DAY CARE CENTER,ALL CARE PROVIDER SERVICES INC,100A ALDRICH STREET,BRONX,10475,718-618-0782,8310,07/15/2015,  Permitted,2 YEARS - 5 YEARS,80,No,Private,80,40.87025,-73.8309657
LEAVITT DAY CARE,LEAVITT DAY CARE INC,34-51 LEAVITT STREET,QUEENS,11354,718-321-2717,8364,07/07/2015,  Permitted,2 YEARS - 5 YEARS,41,No,Private,41,40.7656842,-73.8290066
LEFFERTS GARDENS MONTESSORI SCHOOL 1,MOMS CENTER FOR EARLY CHILDHOOD DEVELOPMENT INC 1,559 ROGERS AVENUE,BROOKLYN,11225,718-773-7478,4893,07/13/2014,  Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.658188,-73.952969
LEFFERTS GARDENS MONTESSORI SCHOOL 2,MOMS CENTER FOR EARLY CHILDHOOD DEVELOPMENTINC 2,527 ROGERS AVENUE,BROOKLYN,11225,718-773-0287,5878,07/13/2014,  Permitted,2 YEARS - 5 YEARS,75,No,Private,75,40.659063,-73.95309
LEGGETT MEMORIAL CHILD CARE CENTER,UNION SETTLEMENT ASSOCIATION INC,237 EAST 104 STREET,MANHATTAN,10029,212-828-6051,1997,11/02/2015,  Permitted,2 YEARS - 5 YEARS,90,Yes,ACS Contracted Preschools,90,40.7899562,-73.9442164
LEMON TREE LEARNING CENTER,LEMON TREE OF RICHMONDINC,341 ELVIN STREET,STATEN ISLAND,10314,718-698-9103,5477,09/29/2014,  Permitted,2 YEARS - 5 YEARS,58,No,Private,58,40.6027731,-74.121405
LENOX HILL NEIGHBORHOOD HOUSE EARLY CHILDHOOD CENTER,LENOX HILL NEIGHBORHOOD HOUSE,331 EAST 70 STREET,MANHATTAN,10021,212-744-5022,2056,05/08/2016,  Permitted,2 YEARS - 5 YEARS,144,No,ACS Head Start,144,40.767081,-73.957754
LES ENFANTS MONTESSORI SCHOOLINC,LES ENFANTS MONTESSORI SCHOOLINC,29-21 NEWTOWN AVENUE,QUEENS,11102,718-626-9549,4715,03/10/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,105,No,Private,105,40.7688116,-73.9213822
LEXINGTON CHILDRENS CENTER,LEXINGTON CHILDRENS CENTER,115 EAST 98 STREET,MANHATTAN,10029,212-410-1060,2156,04/07/2015,  Permitted,2 YEARS - 5 YEARS,53,Yes,ACS Contracted Preschools,53,40.78754259999999,-73.9508049
LIBERTY DAY CARE SERVICE,LIBERTY DAY CARE SERVICEINC,478 EAST 95 STREET,BROOKLYN,11212,718-498-4384,7093,02/08/2015,  Permitted,2 YEARS - 5 YEARS,31,No,Private,31,40.655643,-73.917289
LIBERTY DAY CARE SERVICE INC,LIBERTY DAY CARE SERVICE INC,478 EAST 95TH STREET,BROOKLYN,11212,718-498-4384,28517,12/04/2014,  Permitted,0 YEARS - 2 YEARS,25,No,Private,25,40.655643,-73.917289
LIC YMCA EARLY CHILD CARE PROGRAM,YMCA OF GREATER NY,32-23 QUEENS BOULEVARD,QUEENS,11101,718-392-7932,7741,04/08/2015,  Permitted,2 YEARS - 5 YEARS,53,No,Private,53,40.7449118,-73.932345
LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRE-SCHOOLERS,LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRE-SCHOOLERS INC,3051 EAST TREMONT AVENUE,BRONX,10461,718-828-8462,6088,08/25/2015,  Permitted,2 YEARS - 5 YEARS,41,No,Private,41,40.839573,-73.836203
LIFELINE CENTER FOR CHILD DEVELOPMENT,LIFELINE CENTER FOR CHILD DEVELOPMENT,80-09 WINCHESTER BOULEVARD,QUEENS,11427,718-740-4300,5518,04/25/2015,  Permitted,2 YEARS - 5 YEARS,71,No,Private,71,40.738887,-73.7329029
LIGHT AND BRIGHT EARLY LEARNING CENTER,LIGHT AND BRIGHT EARLY LEARNING CENTER,1185 EAST 223 STREET,BRONX,10466,718-231-5031,7640,09/20/2014,  Permitted,2 YEARS - 5 YEARS,28,No,Private,28,40.8817502,-73.8470964
LIGHTHOUSE INTERNATIONAL CHILD DEVELOPMENT CENTER,LIGHTHOUSE INTERNATIONAL,111 EAST 59 STREET,MANHATTAN,10022,212-821-9600,6122,04/29/2014,  Permitted,2 YEARS - 5 YEARS,97,No,Private,97,40.762954,-73.96894
LIGHTHOUSE PRESCHOOL,LIGHTHOUSE PRESCHOOL,80-82 BOWERY,MANHATTAN,10013,212-219-8813,7039,09/27/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.7170841,-73.9959636
LIL INVENTORS,LITTLE SHEPHERDS COMMUNITY SERVICES INC,2260 ANDREWS AVENUE,BRONX,10468,718-295-2740,7510,02/20/2016,  Permitted,2 YEARS - 5 YEARS,18,No,Private,18,40.86025,-73.90799799999999
LIL ANGELS CHILDCARE,LIL ANGELS CHILDCARE INC,520 ELLSWORTH AVENUE,BRONX,10465,718-792-2273,8151,05/10/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.8253879,-73.8143879
LIL FOOTPRINTS,LIL FOOT PRINTS LTD,7805 20 AVENUE,BROOKLYN,11214,718-234-5890,7587,03/27/2016,  Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.608807,-73.993478
LILLIAN WALD DAY CARE CENTER OF THE EDUCATIONAL ALLIANCE INC,THE EDUCATIONAL ALLIANCE,34 AVENUE D,MANHATTAN,10009,212-780-5225,4059,07/02/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,76,No,ACS Contracted Preschools,76,40.7212725,-73.97774369999999
NEW YORK CENTER FOR INFANTS AND TODDLERS / LION OF JUDAH CHRISTIAN ACADEMY,NEW YORK CENTER FOR INFANTS AND TODDLERS INC / LION OF JUDAH CHRISTIAN ACADEMY L L C,2336 ANDREWS AVENUE,BRONX,10468,718-561-5300 / 718-772-3238,8243 / 8181,12/06/2014 / 09/10/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,30 / 30,No / No,Private / Private,60,40.8619397,-73.9065543
LITTLE APPLE PRESCHOOL / LITTLE  APPLE PRESCHOOL,LITTLE APPLE CORP/INFANT TODDLER / LITTLE APPLE CORP,213-54 35 AVENUE,QUEENS,11361,347-581-9467 / 347-581-9467,49077 / 49057,07/31/2015 / 07/31/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,12 / 22,No / No,Private / Private,34,40.7692064,-73.7726524
LITTLE  STARS  SCHOOL,CHRISTINE DEGENNARO/LITTLE STARS SCHOOL INC,4063 EDSON AVENUE,BRONX,10466,718-994-0604,5414,11/24/2015,  Permitted,2 YEARS - 5 YEARS,104,No,Private,104,40.891485,-73.84436099999999
LITTLE ANGEL  DAY CARE  CENTER 4,LITTLE ANGEL DAYCARE CENTER INC,899 CLARKSON AVENUE,BROOKLYN,11203,718-774-2930,6626,09/08/2015,  Permitted,2 YEARS - 5 YEARS,18,No,Private,18,40.65681439999999,-73.9280454
LITTLE ANGEL DAY CARE 3 INC,LITTLE ANGEL DAYCARE CENTER 3 INC,12 CROWN STREET,BROOKLYN,11225,718-469-0229,7010,01/09/2015,  Permitted,2 YEARS - 5 YEARS,56,No,Private,56,40.66734659999999,-73.9603314
LITTLE ANGEL DAY CARE CENTER 6,LITTLE ANGEL DAY CARE CENTER VI INC,272 TROY AVENUE,BROOKLYN,11213,718-774-7747,8054,08/04/2015,  Permitted,2 YEARS - 5 YEARS,29,Yes,Private,29,40.6697338,-73.93117579999999
LITTLE ANGELS PLACE 1,LITTLE ANGELS PLACE 1 CORP,159 ELLERY STREET,BROOKLYN,11206,718-576-6264,16577,05/16/2014,  Permitted,2 YEARS - 5 YEARS,27,No,Private,27,40.698921,-73.946449
LITTLE ANGELS  HOLY SPIRIT HEAD START  UPK,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESE OF NY,1960 UNIVERSITY AVENUE,BRONX,10453,718-731-8439,5078,04/12/2015,  Permitted,2 YEARS - 5 YEARS,60,No,Head Start Direct Fed Funding,60,40.8539165,-73.9116336
LITTLE ANGELS DAY CARE,LITTLE ANGELS DAY CARE,1802 MATTHEWS AVE,BRONX,10462,917-708-9003,8329,10/13/2014,  Permitted,2 YEARS - 5 YEARS,22,No,Private,22,40.8465032,-73.86160989999999
LITTLE ANGELS DAY CARE CENTER,LITTLE ANGELS DAY CARE CENTER INC,906-908 PROSPECT AVENUE,BRONX,10459,347-963-9788,55320,12/18/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.82117299999999,-73.900651
LITTLE BELL CHILDCARE CORP,LITTLE BELL CHILDCARE CORP,629 51ST STREET,BROOKLYN,11220,718-686-8808,31639,01/29/2015,  Permitted,2 YEARS - 5 YEARS,88,No,Private,88,40.642919,-74.00774899999999
LITTLE BERRIES INC,LITTLE BERRIES INC,8416 19 AVENUE,BROOKLYN,11214,929-333-9595,8322,06/20/2015,  Permitted,2 YEARS - 5 YEARS,65,No,Private,65,40.606885,-73.99984599999999
LITTLE BIRDS DAY CARE CENTER / LITTLE BIRDS DAY CARE CENTER,LITTLE BIRDS DAY CARE CENTER LLC / LITTLE BIRDS DAY CARE CENTERLLC,490 LINWOOD STREET,BROOKLYN,11208,718-647-8095 / 718-647-8095,7953 / 7926,11/19/2014 / 11/15/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,14 / 15,No / No,Private / Private,29,40.673402,-73.882712
LITTLE BRILLIANT MINDS INC,LITTLE BRILLIANT MINDS INC,5916  20TH AVENUE,BROOKLYN,11204,718-234-6463,51299,08/29/2015,  Permitted,2 YEARS - 5 YEARS,28,No,Private,28,40.619754,-73.982872
LITTLE DREAMERS,NB FRIENDSHIP INC,4317 AVENUE D,BROOKLYN,11203,718-451-2566,7028,06/04/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.64199199999999,-73.935479
LITTLE ELMS CHILD CARE CENTERP/S / LITTLE ELMS CHILD CARE CENTERI/T,BRIGHT HORIZONS CHILDRENS CENTER INC / BRIGHT HORIZONS CHILDRENS CENTERINC,77-11 BROADWAY,QUEENS,11373,718-334-2264 / 718-334-2264,8090 / 8091,12/18/2015 / 12/18/2013,  Permitted /   Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,15 / 18,No / No,Private / Corporate,33,40.7434337,-73.8838918
LITTLE EXPLORERS PRESCHOOL  DAY CARE,LITTLE EXPLORERSINC,213-41 40 AVENUE,QUEENS,11361,347-502-7073,7940,10/25/2014,  Permitted,2 YEARS - 5 YEARS,15,No,Private,15,40.764569,-73.770771
LITTLE FLOWER DAY CARE,LITTLE FLOWER DAY CARE CORP,251-16 HILLSIDE  AVENUE,QUEENS,11426,646-229-3380,59577,03/24/2016,  Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.7356195,-73.7162189
LITTLE FLOWERS EARLY CHILDHOOD CENTER ANNEX,LITTLE FLOWERS EARLY CHILDHOOD CENTER INC,234-14 MERRICK BOULEVARD,QUEENS,11422,718-712-1440,7082,01/10/2015,  Permitted,2 YEARS - 5 YEARS,15,No,Private,15,40.67417349999999,-73.735581
