Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lon,Lat
LION OF JUDAH CHRISTIAN ACADEMY / NEW YORK CENTER FOR INFANTS AND TODDLERS,LION OF JUDAH CHRISTIAN ACADEMY L L C / NEW YORK CENTER FOR INFANTS AND TODDLERS INC,2336 ANDREWS AVENUE,BRONX,10468,718-772-3238 / 718-561-5300,8181 / 8243,9/10/2014 / 12/6/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS,60,No,Private,-73.9065,40.8623
LITTLE  APPLE PRESCHOOL / LITTLE APPLE PRESCHOOL,LITTLE APPLE CORP / LITTLE APPLE CORP/INFANT TODDLER,213-54 35 AVENUE,QUEENS,11361,347-581-9467,49057 / 49077,7/31/2015 / 7/31/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,34,No,Private,-73.7726,40.769
LITTLE  STARS  SCHOOL,CHRISTINE DEGENNARO/LITTLE STARS SCHOOL INC,4063 EDSON AVENUE,BRONX,10466,718-994-0604,5414,11/24/2015,  Permitted,2 YEARS - 5 YEARS,104,No,Private,-73.8444,40.8915
LITTLE ANGEL  DAY CARE  CENTER 4,LITTLE ANGEL DAYCARE CENTER INC,899 CLARKSON AVENUE,BROOKLYN,11203,718-774-2930,6626,9/8/2015,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-73.9284,40.657
LITTLE ANGEL DAY CARE 3 INC,LITTLE ANGEL DAYCARE CENTER 3 INC,12 CROWN STREET,BROOKLYN,11225,718-469-0229,7010,1/9/2015,  Permitted,2 YEARS - 5 YEARS,56,No,Private,-73.9609,40.6673
LITTLE ANGEL DAY CARE CENTER 6,LITTLE ANGEL DAY CARE CENTER VI INC,272 TROY AVENUE,BROOKLYN,11213,718-774-7747,8054,8/4/2015,  Permitted,2 YEARS - 5 YEARS,29,Yes,Private,-73.9369,40.6701
LITTLE ANGELS PLACE 1,LITTLE ANGELS PLACE 1 CORP,159 ELLERY STREET,BROOKLYN,11206,718-576-6264,16577,5/16/2014,  Permitted,2 YEARS - 5 YEARS,27,No,Private,-73.9464,40.6989
LITTLE ANGELS  HOLY SPIRIT HEAD START  UPK,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESE OF NY,1960 UNIVERSITY AVENUE,BRONX,10453,718-731-8439,5078,4/12/2015,  Permitted,2 YEARS - 5 YEARS,60,No,Head Start Direct Fed Funding,-73.9126,40.8532
LITTLE ANGELS DAY CARE,LITTLE ANGELS DAY CARE,1802 MATTHEWS AVE,BRONX,10462,917-708-9003,8329,10/13/2014,  Permitted,2 YEARS - 5 YEARS,22,No,Private,-73.8616,40.8465
LITTLE ANGELS DAY CARE CENTER,LITTLE ANGELS DAY CARE CENTER INC,906-908 PROSPECT AVENUE,BRONX,10459,347-963-9788,55320,12/18/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.9007,40.8212
LITTLE BELL CHILDCARE CORP,LITTLE BELL CHILDCARE CORP,629 51ST STREET,BROOKLYN,11220,718-686-8808,31639,1/29/2015,  Permitted,2 YEARS - 5 YEARS,88,No,Private,-74.0078,40.6429
LITTLE BERRIES INC,LITTLE BERRIES INC,8416 19 AVENUE,BROOKLYN,11214,929-333-9595,8322,6/20/2015,  Permitted,2 YEARS - 5 YEARS,65,No,Private,-73.9998,40.6069
LITTLE BIRDS DAY CARE CENTER,LITTLE BIRDS DAY CARE CENTERLLC / LITTLE BIRDS DAY CARE CENTER LLC,490 LINWOOD STREET,BROOKLYN,11208,718-647-8095,7926 / 7953,11/15/2014 / 11/19/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,29,No,Private,-73.8827,40.6734
LITTLE BRILLIANT MINDS INC,LITTLE BRILLIANT MINDS INC,5916  20TH AVENUE,BROOKLYN,11204,718-234-6463,51299,8/29/2015,  Permitted,2 YEARS - 5 YEARS,28,No,Private,-73.9828,40.6197
LITTLE DREAMERS,NB FRIENDSHIP INC,4317 AVENUE D,BROOKLYN,11203,718-451-2566,7028,6/4/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.9355,40.642
LITTLE ELMS CHILD CARE CENTERI/T / LITTLE ELMS CHILD CARE CENTERP/S,BRIGHT HORIZONS CHILDRENS CENTERINC / BRIGHT HORIZONS CHILDRENS CENTER INC,77-11 BROADWAY,QUEENS,11373,718-334-2264,8091 / 8090,12/18/2013 / 12/18/2015,  Expired-InRenewal /   Permitted,0 YEARS - 5 YEARS,33,No,Corporate / Private,-73.8879,40.7454
LITTLE EXPLORERS PRESCHOOL  DAY CARE,LITTLE EXPLORERSINC,213-41 40 AVENUE,QUEENS,11361,347-502-7073,7940,10/25/2014,  Permitted,2 YEARS - 5 YEARS,15,No,Private,-73.7708,40.7646
LITTLE FLOWER DAY CARE,LITTLE FLOWER DAY CARE CORP,251-16 HILLSIDE  AVENUE,QUEENS,11426,646-229-3380,59577,3/24/2016,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.7158,40.7354
LITTLE FLOWERS EARLY CHILDHOOD CENTER ANNEX / LITTLE FLOWERS EARLY CHILDHOOD CENTER INC,LITTLE FLOWERS EARLY CHILDHOOD CENTER INC,234-14 MERRICK BOULEVARD / 234-10 MERRICK BOULEVARD,QUEENS,11422,718-712-1440,7082 / 6195,1/10/2015 / 7/14/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS,41,No,Private,-73.7359,40.6741
LITTLE FRIENDS ACADEMY,FUNCTIONAL LIFE ACHIEVEMENT INC,149-34 35 AVENUE,QUEENS,11354,718-886-6502,42372,6/3/2015,  Permitted,2 YEARS - 5 YEARS,140,No,Private,-73.8161,40.7662
LITTLE FRIENDS GAN PRESCHOOL,LITTLE FRIENDS GAN LLC,1030 NEILSON STREET,QUEENS,11691,718-327-3287,53140,10/17/2015,  Permitted,2 YEARS - 5 YEARS,49,No,Private,-73.7476,40.604
LITTLE FRIENDS HOUSE 111 / LITTLE FRIENDS HOUSE III,GRZS CORP,12-45 150 STREET / 12-45 150 ST,QUEENS,11357,718-746-7505,6878 / 6879,3/18/2015 / 3/11/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,32,No,Private,-73.8137,40.7895
LITTLE FRIENDS HOUSE II / LITTLE FRIENDS HOUSE II INF/TOD,L  R DAY CARE CENTER INC,75-41 164 STREET,QUEENS,11366,718-380-8800,5761 / 5762,10/27/2014 / 11/2/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,54,No,Private,-73.8046,40.726
LITTLE FRIENDS SCHOOL OF ELMHURST,LITTLE FRIENDS SCHOOL ELMHURST,85-03 BRITTON AVENUE,QUEENS,11373,718-458-5415,6759,4/1/2015,  Permitted,2 YEARS - 5 YEARS,75,No,Private,-73.8809,40.7455
LITTLE FRIENDS SCHOOL/SUNNYSIDE INC,LITTLE FRIENDS SCHOOL SUNNYSIDE INC,43-42 47 STREET,QUEENS,11104,718-786-4644,4326,11/19/2015,  Permitted,2 YEARS - 5 YEARS,101,No,Private,-73.9179,40.7435
LITTLE HANDS AND FEET DAY CARE DAY CARE / LITTLE HANDS AND FEET DAY CARE LLC,LITTLE HANDS AND FEET DAYCARE LLC / LITTLE HANDS AND FEET DAY CARE LLC,1270 BAY RIDGE PARKWAY,BROOKLYN,11228,718-680-5437,8355 / 8402,11/2/2015 / 10/24/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,56,No,Private,-74.0081,40.6204
LITTLE LAMB PRE-SCHOOL,LITTLE LAMB PRE-SCHOOL INC,2 GRIDLEY AVENUE,STATEN ISLAND,10303,718-448-7774,6114,5/27/2014,  Permitted,2 YEARS - 5 YEARS,120,No,Private,-74.1597,40.6313
LITTLE MEADOWS EARLY CHILDHOOD CENTER,LITTLE MEADOWS EARLY CHILDHOOD CENTER,67-25 188 STREET,QUEENS,11365,718-454-6460,7200,1/22/2016,  Permitted,2 YEARS - 5 YEARS,105,Yes,Private,-73.7842,40.7364
LITTLE MIRACLES PRESCHOOL,EDEN II SCHOOL FOR AUTISTIC CHILDREN INC,75 SKYLINE DRIVE,STATEN ISLAND,10304,718-727-8202,7702,1/4/2015,  Permitted,2 YEARS - 5 YEARS,31,No,Private,-74.0789,40.6157
LITTLE MISSIONARYS DAY NURSERY,LITTLE MISSIONARYS DAY NURSERY,93 ST MARKS PLACE,MANHATTAN,10009,212-777-9774,4571,1/17/2015,  Permitted,2 YEARS - 5 YEARS,39,No,Private,-73.9847,40.7276
LITTLE MUNCHKINS 42,LITTLE MUNCHKINS 42 INC,1411 41ST STREET,BROOKLYN,11218,718-853-3160,38297,4/25/2015,  Permitted,2 YEARS - 5 YEARS,21,No,Private,-73.9847,40.6381
LITTLE MUNCHKINS 47,LITTLE MUNCHKINS 47 INC,4712 12TH AVENUE,BROOKLYN,11219,718-437-7261,21739,8/29/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.9937,40.6374
LITTLE MUNCHKINS 56,LITTLE MUNCHKINS 56 INC,1460 56TH STREET,BROOKLYN,11219,718-437-7261,55817,1/7/2016,  Permitted,0 YEARS - 2 YEARS,29,No,Private,-73.9927,40.6287
LITTLE NEST COMMUNITY NURSERY,LITTLE NEST COMMUNITY NURSERY LLC,511 CHURCH AVENUE,BROOKLYN,11218,718-484-0033,55258,12/17/2015,  Permitted,2 YEARS - 5 YEARS,28,No,Private,-73.9755,40.6447
LITTLE ONES - PRESCHOOL,LITTLE ONES - PRESCHOOL,4-74 48 AVENUE,QUEENS,11109,718-392-1254,7424,9/15/2015,  Permitted,2 YEARS - 5 YEARS,45,No,Private,-73.957,40.7443
LITTLE ONES LLC,LITTLE ONES LLC,50-13 5 STREET,QUEENS,11101,718-392-4140,56577,2/4/2016,  Permitted,2 YEARS - 5 YEARS,24,No,Private,-73.9562,40.7427
LITTLE PARADISE INC,LITTLE PARADISE INC,4714 CLARENDON ROAD,BROOKLYN,11203,718-629-3230,6736,3/22/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,27,No,Private,-73.932,40.6441
LITTLE PEOPLES ACADEMY,JANET LAWRENCE,3217 CHURCH AVENUE,BROOKLYN,11226,718-287-6200,6382,6/27/2015,  Permitted,2 YEARS - 5 YEARS,23,No,Private,-73.947,40.6511
LITTLE PEOPLES DAY CARE,LITTLE PEOPLES DAY CARE INC,1600 SEDGWICK AVENUE,BRONX,10453,718-731-7575,5644,11/10/2014,  Permitted,2 YEARS - 5 YEARS,38,No,Private,-73.9238,40.8481
LITTLE PRINCETON NURSERY AND  DAY CARE CENTER LLC PRESCHOOL / LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC  I/T ,LITTLE PRINCETON NURSERY AND DAY CARE CENTER LLC,10023 SEAVIEW   AVENUE,BROOKLYN,11236,718-513-4416,12617 / 12558,2/21/2016 / 2/17/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,36,No,Private,-73.887,40.6359
LITTLE PRODIGIES DAYCARE INC,LITTLE PRODIGIES DAYCARE INC,3462  EAST TREMONT AVENUE,BRONX,10465,718-239-4853,13038,2/29/2016,  Permitted,2 YEARS - 5 YEARS,53,No,Private,-73.8276,40.8318
LITTLE RED RIDING HOOD CORP / LITTLE RED RIDING HOOD CORP  P/S,LITTLE RED RIDING HOOD CORP I/T / LITTLE RED RIDING HOOD CORP,237 LEFFERTS AVENUE,BROOKLYN,11225,718-953-0900,7241 / 7240,1/30/2016 / 1/30/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,75,No,Private,-73.9533,40.6624
LITTLE RED WAGON,LITTLE RED WAGON INC,188-06 JAMAICA AVENUE,QUEENS,11423,718-468-6627,6956,2/1/2016,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.7703,40.7108
LITTLE SCHOLARS DAY CARE CENTER,LITTLE SCHOLARS DAY CARE CENTER INC,5721 6TH  AVENUE,BROOKLYN,11220,718-633-8828,56037,1/17/2016,  Permitted,2 YEARS - 5 YEARS,86,No,Private,-74.0124,40.6393
LITTLE SCHOLARS EARLY DEVELOPMENT CENTER,LITTLE SCHOLARS EARLY DEVELOMENT CENTER L L C,850 JENNINGS STREET,BRONX,10459,718-887-2928,8305,6/17/2015,  Permitted,2 YEARS - 5 YEARS,53,No,Private,-73.8934,40.8322
LITTLE SCHOLARS LEARNING CENTER,M AND N CHILD CARE INC,50 QUENTIN ROAD / 52 QUENTIN ROAD,BROOKLYN,11223,718-373-7046,49897 / 49917,8/9/2015 / 8/9/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,41,No,Private,-73.9847,40.6051
LITTLE SCHOLARS ON FARMERS,HAPPY PARENTS HAPPY KIDS INC,117-25 FARMERS BLVD,QUEENS,11412,718-949-2390,8337,10/15/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.7619,40.6909
LITTLE STAR OF BROOME STREET DAY CARE CENTER,CHINESE-AMERICAN PLANNING COUNCIL INC,151 BROOME STREET,MANHATTAN,10002,212-673-2680,4223,5/26/2015,  Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,-73.985,40.7162
LITTLE STAR PRESCHOOL,CONGREGATION OORAH,374  RIDGEWOOD AVENUE,STATEN ISLAND,10312,718-948-7827,8220,10/7/2014,  Permitted,2 YEARS - 5 YEARS,48,No,Private,-74.1652,40.5567
LITTLE STARS,ABC LITTLE STAR DAY CARE INC / ABC LITTLE STAR DC INC,2345     85TH STREET / 2345 85 STREET,BROOKLYN,11214,718-265-0156,7729 / 7730,3/9/2015 / 3/9/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,41,No,Private,-73.9896,40.6006
LITTLE STARS DAY CARE CENTER INC,LITTLE STARS DAY CARE CENTER INC,588 BROOKLYN AVENUE,BROOKLYN,11203,718-467-5800,5299,2/16/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,-73.9455,40.6599
LITTLE STARS THREE INC,LITTLE STARS THREE INC,1420 BURKE AVENUE,BRONX,10469,347-947-3171,18228,6/22/2014,  Permitted,2 YEARS - 5 YEARS,64,No,Private,-73.8461,40.8722
LITTLE STARS TOO,LITTLE STARS TOO INC,1083 ALLERTON AVENUE,BRONX,10469,718-515-8800,7037,9/3/2014,  Permitted,2 YEARS - 5 YEARS,69,No,Private,-73.8564,40.8657
LITTLE SUN PEOPLE INC,LITTLE SUN PEOPLE INC,1360 FULTON STREET,BROOKLYN,11216,718-789-7330,5955,1/18/2015,  Permitted,2 YEARS - 5 YEARS,56,No,Private,-73.9461,40.6801
LITTLE SUNSHINE PRESCHOOL INC,LITTLE SUNSHINE INC,1815 85TH STREET,BROOKLYN,11214,347-921-1815,55497,12/23/2015,  Permitted,2 YEARS - 5 YEARS,83,No,Private,-74.0013,40.6075
LITTLE SWEET ANGELS PRESCHOOL,SWEET ANGEL 88INC,146-27 BEECH AVE,QUEENS,11355,718-888-1819,8282,3/3/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.8178,40.7582
LITTLE TOTS RED WAGON,LITTLE TOTS RED WAGON INC,204-28 ROCKAWAY POINT BOULEVARD,QUEENS,11697,718-945-1484,6998,6/8/2014,  Permitted,2 YEARS - 5 YEARS,54,No,Private,-73.9139,40.5609
LITTLE WONDERS INC,LITTLE WONDERS INC,88-66 MYRTLE AVENUE,QUEENS,11385,718-850-0400,7079,11/5/2014,  Permitted,2 YEARS - 5 YEARS,54,No,Private,-73.8563,40.7026
LITTLE WORLD OF LEARNING,EARLY LEARNING INC,7211 13 AVENUE,BROOKLYN,11228,718-232-7177,6487,12/12/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,25,No,Private,-74.0057,40.6216
LOLLYS LEARNING CENTER,LOLLYS EARLY CHILDHOOD CENTERINC,5-44 47TH   AVENUE,QUEENS,11101,718-729-9071,8129,5/18/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.9539,40.7454
LONG XING DAY CARE CENTER,LONG XING DAY CARE CENTER INC,762 59 STREET,BROOKLYN,11220,917-217-2979,7895,7/21/2014,  Permitted,2 YEARS - 5 YEARS,85,No,Private,-74.0097,40.6362
LONG XING DAY CARE CENTER INC,LONG XING DAY CARE CENTER INC,825 57 STREET,BROOKLYN,11220,718-853-8989,7364,3/15/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private,-74.0069,40.6369
LOS NINOS SERVICES INC,LOS NINOS SERVICES INC,4024 AMBOY ROAD,STATEN ISLAND,10308,718-984-9022,40797,5/20/2015,  Permitted,2 YEARS - 5 YEARS,32,No,Private,-74.151,40.5495
LOUIS A FICKLING CHILD DEVELOPMENT CENTER,CLAREMONT NEIGHBORHOOD CENTER INC,1240 WEBSTER AVENUE,BRONX,10456,718-538-7135,2051,11/1/2015,  Permitted,2 YEARS - 5 YEARS,53,Yes,ACS Contracted Preschools,-73.909,40.8325
LOUIS GREEN  EVELYN DAVIS GREEN  CHILD CARE CENTER / LOUIS GREEN  EVELYN DAVIS GREEN CHILD CARE CENTER,IMAGINE EARLY LEARNING CENTER,60-62 EAST 97 STREET / 60-62 EAST 97TH STREET,MANHATTAN,10029,212-410-2077,7087 / 7054,6/12/2015 / 12/28/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,81,No,Private,-73.953,40.7874
LOVE ME TENDER,LOVE ME TENDER SCHOOL FOR CHILD DEVELOPMENT INC,2500 JOHNSON AVENUE,BRONX,10463,718-884-7252,5836,12/24/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.9177,40.8767
LOVE PEACE  JOY CHILD CARE II INC INFANT/TODDLER / LOVE PEACEAND JOY CHILD CARE II INC PRESCHOOL,LOVE PEACE  JOY CHILD CARE II INC / LOVE PEACEAND JOY CHILD CARE II INC,111-12 FARMERS BLVD,QUEENS,11412,718-264-0555,8289 / 8291,4/27/2015 / 5/16/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,46,No,Private,-73.7656,40.7015
LOVE PEACE AND JOY CHILD CARE II INC,LOVE PEACE AND JOY CHILD CARE II INC,111-10 FARMERS BLVD,QUEENS,11412,718-264-0555,8343,5/9/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.7656,40.7016
LOWER EAST SIDE MONTESSORI,ASKS INDUSTRIES INC,99 SUFFOLK STREET,MANHATTAN,10002,212-982-4444,15297 / 16977,4/24/2014 / 5/22/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,46,No,Private,-73.9864,40.7187
LOYALTY DAYCARE L L C / LOYALTY DAYCARE LLC,LOYALTY DAYCARE L L C / LOYALTY DAYCARE LLC,4226 3RD AVENUE / 4226 THIRD AVENUE,BRONX,10457,718-294-0134,14397 / 14418,4/4/2016 / 4/4/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,115,Yes,Private,-73.8955,40.8474
LUCILLE ROSE DAY CARE CENTER,ATLED INC,148 BEACH 59 STREET,QUEENS,11692,718-634-0331,5570,5/11/2015,  Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,-73.7883,40.591
LURIA ACADEMY OF BROOKLYN,LURIA OF BROOKLYNINC,238 ST MARKS AVENUE,BROOKLYN,11238,718-398-3290,8356,7/27/2015,  Permitted,2 YEARS - 5 YEARS,22,No,Private,-73.9681,40.6782
M S K C C CHILDRENS CENTER / MSKCC CHILDRENS CENTER,BRIGHT HORIZONS CHILDRENS CENTERS INC / BRIGHT HORIZONS CHILDRENS CENTER INC,475 MAIN STREET,MANHATTAN,10044,212-224-0129,7236 / 7636,8/31/2014 / 9/26/2013,  Permitted /   Expired-InRenewal,0 YEARS - 5 YEARS,48,No,Private,-73.9518,40.7599
M KALIX AND NATALIE LINDOR NURSERY INC I/T / SAINTILUS DAY CARE CENTER,MAGALIE EARLY INTERVENTION DEVELOPMENTAL CENTER INC I/T / SAINTILUS DAY CARE INC,951 EAST 84TH STREET,BROOKLYN,11236,718-209-1347,8101 / 7768,12/21/2015 / 6/11/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,89,No,Private,-73.9091,40.6366
MS SUNSHINE DAY CARE CENTER / MSSUNSHINE INC  TODDLERS,MS SUNSHINE INC,3096 BRIGHTON 6TH STREET,BROOKLYN,11235,718-648-8786,6364 / 8117,12/6/2014 / 12/21/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,55,No,Private,-73.9616,40.5769
MACADEMY,Q KINGDOM MINISTRIES INCORPORATED,1313 UNION STREET,BROOKLYN,11225,718-221-5566,6689,12/15/2014,  Permitted,2 YEARS - 5 YEARS,38,No,Private,-73.9486,40.669
MACEDONIA CHILD DEVELOPMENT CENTER,GREATER FLUSHING COMMUNITY COUNCILINC,37-22 UNION STREET,QUEENS,11354,718-939-6060,3015,5/7/2014,  Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,-73.8275,40.7618
MACHNA SHALVA I,BABOVE WORLDWIDE INSTITUTE INC,1362 49TH STREET,BROOKLYN,11219,718-436-2212,30318,1/7/2015,  Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,-73.9906,40.6339
MACHNA SHALVA II,BABOVE WORLDWIDE INSTITUTE INC,1363 50TH STREET,BROOKLYN,11219,718-438-0060,30319,1/7/2015,  Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,-73.9909,40.6337
MACHZIK BRACHA LEARNING CENTER,MACHZIK BRACHA,1177 48 STREET,BROOKLYN,11219,718-972-7310,5723,5/25/2015,  Permitted,2 YEARS - 5 YEARS,100,No,Private,-73.9939,40.6372
MADISON  PLAYGROUP,MADISON PLAYGROUPLTD,230 EAST 60TH ST,MANHATTAN,10022,212-879-9161,8105,11/16/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,15,No,Private,-73.965,40.7614
MAGIC KINGDOM,MAGIC KINGDOM LLC,5215 CHURCH AVENUE,BROOKLYN,11203,718-495-5333,14118,3/28/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,-73.9279,40.6525
MAGIC KINGDOM OF SHEEPSHEAD BAY,MAGIC KINGDOM OF SHEEPSHEAD BAY LLC,2484 EAST 18TH STREET,BROOKLYN,11235,718-648-1988,7790,8/28/2015,  Permitted,2 YEARS - 5 YEARS,41,No,Private,-73.9521,40.5905
MAGIC YEARS INFANT/TODDLER PROGRAM / MAGIC YEARS PRE-SCHOOL,MAGIC YEARS DAYCARE CENTER CORP,90-20 55 AVENUE,QUEENS,11373,718-271-1850,7962 / 7941,10/25/2014 / 10/25/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,105,No,Private,-73.8722,40.7367
MAGICAL YEARS EARLY CHILDHOOD CENTER,SUNSET BAY COMMUNITY SERVICESINC,230 60 STREET,BROOKLYN,11220,718-439-0450,6083,3/11/2015,  Permitted,0 YEARS - 2 YEARS,38,No,ACS Contracted Preschools,-74.0226,40.643
MAGNAS DAY CARE CENTER,MAGNAS DAY CARE CENTER,1662 CARROLL STREET,BROOKLYN,11213,718-493-8467,7882,4/14/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.9321,40.6657
MAKING A DIFFERENCE CENTER,MAKING A DIFFERENCE DAYCARE INC,670 ROCKAWAY PARKWAY,BROOKLYN,11236,718-484-8110,8013,5/1/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.9112,40.6526
MALCOLM X DAY CARE,EPISCOPAL SOCIAL SERVICES,111-12 NORTHERN BLVD,QUEENS,11368,718-651-7880,26197,10/24/2014,  Permitted,2 YEARS - 5 YEARS,157,No,ACS Contracted Preschools,-73.858,40.7577
MANGOS PLACE DAY CARE CENTER,MANGOS PLACE DAY CARE CORP,506 WASHINGTON AVENUE,BROOKLYN,11238,718-857-4250,7888,6/24/2014,  Permitted,2 YEARS - 5 YEARS,60,No,Private,-73.965,40.6838
MANHATTAN CHILDRENS PROGRAM U C P OF N Y C,UNITED CEREBRAL PALSY OF N Y C INC,122 EAST 23 STREET,MANHATTAN,10010,212-677-7400,7349,1/9/2015,  Permitted,2 YEARS - 5 YEARS,114,Yes,Private,-73.9855,40.7393
MANHATTAN DAY SCHOOL,YESHIVA OHAR TORAH COMMUNITY SCHOOL INC,310 WEST 75TH STREET,MANHATTAN,10023,212-376-6800,29539,12/18/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.9841,40.7819
MANHATTAN DEVELOPMENT ACADEMY,MANHATTAN PENTACOSTAL CHURCH,541 WEST 125TH STREET,MANHATTAN,10027,212-222-6860,8279,4/15/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.9571,40.8148
MANHATTAN KIDS CLUB II INC / THE MANHATTAN KIDS CLUB IIINC,THE MANHATTAN KIDS CLUB II INC / THE MANHATTAN KIDS CLUB IIINC,629 EAST 14 STREET,MANHATTAN,10009,212-533-1977,5344 / 7156,12/6/2015 / 8/13/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,131,Yes,Private,-73.9771,40.7295
MANHATTAN NURSERY SCHOOL,MIDTOWN CAREINC / MIDTOWN CARE INC,38 WEST 32 STREET / 38 WEST 32ND STREET,MANHATTAN,10001,212-631-0543,6417 / 6720,5/27/2015 / 2/6/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,92,Yes,Private,-73.9876,40.7476
MARBLE HILL NURSERY SCHOOL,MARBLE HILL NURSERY SCHOOL,5470 BROADWAY,BRONX,10463,718-562-7055,1613,9/12/2014,  Permitted,2 YEARS - 5 YEARS,60,No,Private,-73.907,40.8759
MARC ACADEMY AND FAMILY CENTER,MARC ACADEMY AND FAMILY CENTERINC,2111 JEROME AVENUE,BRONX,10453,718-562-3410,6764,3/10/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,70,No,ACS Contracted Preschools,-73.9066,40.855
MARCY CHILDRENS CENTER,EPISCOPAL SOCIAL SERVICES OF NEW YORK INC,494 MARCY AVENUE,BROOKLYN,11206,718-855-7252,5264,12/19/2014,  Permitted,2 YEARS - 5 YEARS,53,No,ACS Contracted Preschools,-73.9505,40.6983
MARIE DURDIN CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC,2700 LINDEN BOULEVARD,BROOKLYN,11208,718-647-4730,1699,4/8/2016,  Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,-73.8646,40.6687
MAROOS CHILD CARE CENTER,MAROOS  INC,45-02 82ND STREET,QUEENS,11373,718-396-7479,50857,8/20/2015,  Permitted,2 YEARS - 5 YEARS,26,No,Private,-73.8832,40.7415
MARTIN L KING JR MEMORIAL DAY CARE CTR,FLUSHING DAY CARE CENTERINC,36-06 PRINCE STREET,QUEENS,11354,718-886-3165,4079,4/21/2014,  Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,-73.8334,40.7621
MARY BOBB DAY CAREINC 3,MARY BOBB DAY CAREINC,1289 NOSTRAND AVENUE,BROOKLYN,11226,718-693-9121,6933,9/20/2015,  Permitted,2 YEARS - 5 YEARS,52,No,Private,-73.9498,40.6556
MARY BOBB LEARNING ACADEMY,MARY BOBB DAY CAREINC,1187 NOSTRAND AVENUE,BROOKLYN,11225,718-604-4400,7594,11/19/2014,  Permitted,2 YEARS - 5 YEARS,177,No,Private,-73.9498,40.6583
MARY WALTON CHILDRENS CENTER,MARY WALTON CHILDRENS CENTER,224 WEST 152 STREET,MANHATTAN,10039,212-283-4242,1637,1/23/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,-73.9371,40.8262
MARYEL INTERNATIONAL PRESCHOOL,MARYEL INTERNATIONAL PRESCHOOL INC,28 EAST 35TH STREET,MANHATTAN,10016,347-667-9109,50917,8/21/2015,  Permitted,2 YEARS - 5 YEARS,52,No,Private,-73.9819,40.748
