centerName,permitHolder,address,borough,zipCode,phone,permitNumber,permitExpirationDate,permitStatus,ageRange,maximumCapacity,certifiedToAdministerMedication,siteType,GeocodedCategory,Lon,Lat
PARKERS PLACE,THE OLIVE TREEHOUSE GROUP LLC,428 7TH AVENUE,BROOKLYN,11215,718-499-2080,7851,2.01601E+16,Permitted,2 YEARS - 5 YEARS,29,No,Private,PAD2013,-73.984487,40.663753
PARKSIDE EARLY CHILDHOOD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,525 PARKSIDE AVENUE,BROOKLYN,11226,929-210-9200,26297,2.0141E+16,Permitted,2 YEARS - 5 YEARS,195,No,ACS Contracted Preschools,PAD2013,-73.955991,40.65615
PARKWAY PRESCHOOL,PARKWAY PRESCHOOL,5566 KINGS HIGHWAY,BROOKLYN,11203,718-346-0369,7660,2.0141E+16,Permitted,2 YEARS - 5 YEARS,47,No,Private,PAD2013,-73.924817,40.648005
PARSONS PRESCHOOL,PSYCHOTHERAPEUTIC EVALUATIONAL PROGRAMS INC,231-10 HILLSIDE AVENUE,QUEENS,11427,718-464-5606,48737,2.01507E+16,Permitted,2 YEARS - 5 YEARS,61,No,Private,PAD2013,-73.738494,40.73279
PARSONS PRESCHOOL,PSYCHOTHERAPEUTIC EVALUATIONAL PROGRAMS INC,84-60 PARSONS BOULEVARD,QUEENS,11432,718-298-6161,7310,2.01411E+16,Permitted,2 YEARS - 5 YEARS,68,No,Private,PAD2013,-73.806878,40.712594
PATRICIA CARBINE CHILDRENS CENTER,BRIGHT HORIZONS CHILDRENS CENTERS INC,51 MADISON AVENUE,MANHATTAN,10010,212-576-3444,6341,2.01505E+16,Permitted,0 YEARS - 2 YEARS,16,No,Corporate,PAD2013,-73.985583,40.742747
PATRICIA CARBINE CHILDRENS CENTER,BRIGHT HORIZONS CHILDRENS CENTER INC,51 MADISON AVENUE,MANHATTAN,10010,212-576-3444,6342,2.01506E+16,Permitted,2 YEARS - 5 YEARS,15,No,Corporate,PAD2013,-73.985583,40.742747
PAUL T MATSON HEAD START,EAST TREMONT HEAD START ALUMNI DAY CARE CENTERS INC,1244 MANOR AVENUE,BRONX,10472,718-328-8547,8309,2.01506E+16,Permitted,2 YEARS - 5 YEARS,58,Yes,ACS Contracted Preschools,PAD2013,-73.876471,40.830458
PAUL T MATSON HEAD START  1,EAST TREMONT HEAD START ALUMNI DAY CARE CENTER INC,1951 WASHINGTON AVENUE,BRONX,10457,718-299-2112,5122,2.01506E+16,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start,PAD2013,-73.897776,40.848149
PAUL T MATSON HEAD START 5,EAST TREMONT HEAD START ALUMNI DCC INC,1780 STORY AVENUE,BRONX,10473,718-328-5470,2104,2.01309E+16,Expired-InRenewal,2 YEARS - 5 YEARS,30,Yes,ACS Contracted Preschools,PAD2013,-73.865235,40.823037
PB CHILDRENS ACACEMY,3504-06 CHURCH AVENUE DAY CARE INC,3506 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,54518,2.01511E+16,Permitted,2 YEARS - 5 YEARS,20,No,Private,PAD2013,-73.944463,40.650884
PB CHILDRENS ACADEMY - PRE-SCHOOL,3504-06 CHURCH AVENUE DAY CARE INC,3504 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,5437,2.01511E+16,Permitted,2 YEARS - 5 YEARS,51,No,Private,PAD2013,-73.944529,40.650852
PB CHILDRENS ACADEMY - I/T,3504-06 CHURCH AVE DAY CARE INC,3506 CHURCH AVENUE,BROOKLYN,11203,718-941-1102,7258,2.01506E+16,Permitted,0 YEARS - 2 YEARS,8,Yes,Private,PAD2013,-73.944463,40.650884
PEACEFUL EXPLORERS,PEACEFUL EXPLORERS CORP,1113 PRESIDENT STREET,BROOKLYN,11225,718-483-8528,54757,2.01512E+16,Permitted,2 YEARS - 5 YEARS,13,No,Private,PAD2013,-73.953811,40.668369
PEARTREE PRESCHOOL,PEARTREE CENTER LLC,132 WEST 112TH  STREET,MANHATTAN,10026,212-866-4105,33437,2.01502E+16,Permitted,2 YEARS - 5 YEARS,57,No,Private,PAD2013,-73.953685,40.800139
PEE WEE FOLKS,PEE WEE FOLKS,12-45 CLINTONVILLE ST,QUEENS,11357,718-746-6107,5568,2.01506E+16,Permitted,2 YEARS - 5 YEARS,79,No,Private,PAD2013,-73.811513,40.790102
PEOPLES  DAY CARE CENTER,PEOPLES DAY CARE CENTERINC,121 RIVERDALE AVENUE,BROOKLYN,11212,718-346-0089,5378,2.0131E+16,Expired-InRenewal,2 YEARS - 5 YEARS,23,No,Private,PAD2013,-73.912205,40.660683
PERLAS DAYCARE CENTER,PERLAS DAYCARE CENTER INC,2167 CONEY ISLAND AVENUE,BROOKLYN,11223,718-336-1044,7820,2.0151E+16,Permitted,2 YEARS - 5 YEARS,22,No,Private,PAD2013,-73.961375,40.604265
PERSONAL TOUCH EARLY CHILDHOOD CENTER,PERSONAL TOUCH HOMECARE OF NYINC,158-13 72 AVENUE,QUEENS,11365,718-380-7600,6780,2.01406E+16,Permitted,2 YEARS - 5 YEARS,49,No,Private,PAD2013,-73.810503,40.72809
PFIZER  KIDS,BRIGHT HORIZONS CHILDRENS CENTER INC,235 EAST 42ND STREET,MANHATTAN,10017,212-733-5040,7573,2.0151E+16,Permitted,0 YEARS - 2 YEARS,12,No,Corporate,PAD2013,-73.972543,40.750398
PFIZER  KIDS P/S,BRIGHT HORIZONS CHILDRENS CENTER INC,235 EAST 42 STREET,MANHATTAN,10017,212-733-5040,7574,2.0151E+16,Permitted,2 YEARS - 5 YEARS,12,No,Corporate,PAD2013,-73.972543,40.750398
PHEBEANA PRE-SCHOOL INC,PHEBEANA PRE-SCHOOL INC,160 PARKSIDE AVENUE,BROOKLYN,11226,718-284-8147,5919,2.01407E+16,Permitted,2 YEARS - 5 YEARS,55,No,Private,PAD2013,-73.962976,40.654213
PHILIP H MICHAELS  CHILD DEVELOPMENT CENTER,PHILIP H MICHAELS CHILD CARE CENTER INC,629 COURTLANDT AVENUE,BRONX,10451,718-665-9410,4147,2.01404E+16,Permitted,2 YEARS - 5 YEARS,223,No,ACS Contracted Preschools,PAD2013,-73.918907,40.81851
PHIPPS HEAD START,PHIPPS COMMUNITY DEVELOPMENT CORPORATION,921 EAST 180 STREET,BRONX,10460,718-364-2496,6767,2.01504E+16,Permitted,2 YEARS - 5 YEARS,83,No,Head Start Direct Fed Funding,PAD2013,-73.881147,40.844611
PHIPPS LAMBERT HEAD START,PHIPPS COMMUNITY DEVELOPMENT CORPORATION,1005 EAST 179TH STREET,BRONX,10460,718-842-3633,7181,2.01511E+16,Permitted,2 YEARS - 5 YEARS,30,No,ACS Head Start,PAD2013,-73.879743,40.84263
PHYLS ACADEMY,PHYLS DAY CARE CENTER INC,3520 TILDEN AVENUE,BROOKLYN,11203,718-469-9400,8400,2.0151E+16,Permitted,0 YEARS - 2 YEARS,28,No,Private,PAD2013,-73.943678,40.646753
PICK WICK SCHOOL INC/PICK WICK SCHOOL,PICKWICK SCHOOL INC,151-15 85 DRIVE,QUEENS,11432,718-526-1340,7779,2.01507E+16,Permitted,2 YEARS - 5 YEARS,45,No,Private,PAD2013,-73.806727,40.709987
PICKWICK SCHOOL INC INFANT/TODDLER,PICKWICK SCHOOL INC INFANT/TODDLER,151-15 85 DRIVE,QUEENS,11432,718-526-1340,7780,2.01507E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.806727,40.709987
PINE STREET DAY CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC,374 PINE STREET,BROOKLYN,11208,718-235-1150,8030,2.01507E+16,Permitted,2 YEARS - 5 YEARS,127,No,ACS Contracted Preschools,PAD2013,-73.871526,40.676561
PINOCCHIO CHILDRENS PALACE,PINOCCHIO CHILDRENS PALACE I CORP,900 LENOX ROAD,BROOKLYN,11203,718-618-7330,8415,2.01511E+16,Permitted,0 YEARS - 2 YEARS,30,No,Private,PAD2013,-73.926289,40.6554
PINOCCHIO CHILDRENS PALACE,PINOCCHIO CHILDRENS PALACE I CORP,900 LENOX ROAD,BROOKLYN,11203,718-618-7330,8416,2.01511E+16,Permitted,2 YEARS - 5 YEARS,68,No,Private,PAD2013,-73.926289,40.6554
PLAY  LEARN PRESCHOOL CENTER,PLAY  LEARN PRESCHOOL CENTER,66-06 70 ST,QUEENS,11379,718-894-0016,7829,2.01401E+16,Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private,PAD2013,-73.885306,40.714415
PLAYMATES NURSERY,ITS MY TURN DAYCARE INC,131-13 LIBERTY AVENUE,QUEENS,11419,718-845-4973,53980,2.01511E+16,Permitted,2 YEARS - 5 YEARS,22,No,Private,PAD2013,-73.814585,40.690469
PLAYMATES NURSERY,ITS MY TURN DAYCARE INC,131-15 LIBERTY AVENUE,QUEENS,11419,718-845-4973,54157,2.01511E+16,Permitted,2 YEARS - 5 YEARS,24,No,Private,PAD2013,-73.814539,40.690501
PLAYMATES NURSERY INC,PLAYMATES NURSERY INC,126-18 111 AVENUE,QUEENS,11420,718-738-8203,7602,2.01406E+16,Permitted,2 YEARS - 5 YEARS,28,No,Private,PAD2013,-73.814325,40.682244
PLEASANT LEARN-N-PLAY CENTER INC,PLEASANT LEARN-N-PLAY CENTER INC,126-03 MERRICK BOULEVARD,QUEENS,11434,718-525-5272,7312,2.01505E+16,Permitted,2 YEARS - 5 YEARS,30,No,Private,PAD2013,-73.766019,40.68212
PLYMOUTH CHURCH SCHOOL,PLYMOUTH CHURCH IN THE CITY OF BROOKLYN,75 HICKS STREET,BROOKLYN,11201,718-624-9385,6662,2.01601E+16,Permitted,2 YEARS - 5 YEARS,115,No,Private,PAD2013,-73.993714,40.699336
POLSKIE PRZEDSZKOLE,BOLEK I LOLEK DAY CARE INC,4105 FORT HAMILTON PARKWAY,BROOKLYN,11219,718-633-9389,8165,2.01405E+16,Permitted,2 YEARS - 5 YEARS,24,No,Private,LION2013,-73.991965,40.64209
PONO LEARNING,PONO LEARNING,2002 FIFTH AVENUE,MANHATTAN,10035,917-912-4323,47998,2.01507E+16,Permitted,2 YEARS - 5 YEARS,29,No,Private,PAD2013,-73.943049,40.806097
PORT RICHMOND DAY NURSERY HEAD START,STATEN ISLAND MENTAL HEALTH SOCIETY INC,166 LOCKMAN AVENUE,STATEN ISLAND,10303,718-494-0400,1232,2.01412E+16,Permitted,2 YEARS - 5 YEARS,57,Yes,ACS Contracted Preschools,PAD2013,-74.162103,40.633167
POSITIVE BEGINNINGS  1,POSITIVE BEGINNINGS INC,71-25 MAIN STREET,QUEENS,11367,718-261-0211,6954,2.01501E+16,Permitted,2 YEARS - 5 YEARS,107,Yes,Private,PAD2013,-73.821731,40.727497
POSITIVE BEGINNINGS INC,POSITIVE BEGINNINGS INC,72-52 METROPOLITAN AVENUE,QUEENS,11379,718-326-0055,7299,2.0141E+16,Permitted,2 YEARS - 5 YEARS,123,Yes,Private,PAD2013,-73.8798,40.712416
PRACTICAL LEARNING CENTER,PRACTICAL LEARNING CENTER,527 EASTERN PARKWAY,BROOKLYN,11216,718-773-5070,5641,2.01409E+16,Permitted,2 YEARS - 5 YEARS,46,No,Private,PAD2013,-73.950761,40.670316
PRACTICAL LEARNING CENTER P/S,PRACTICAL LEARNING CENTER INC,22-32 BUCKINGHAM ROAD,BROOKLYN,11226,718-282-4200,5228,2.01404E+16,Permitted,2 YEARS - 5 YEARS,96,No,Private,PAD2013,-73.965413,40.649936
PRACTICAL LEARNING CENTER INC,PRACTICAL LEARNING CENTER INC,1283 OCEAN AVENUE,BROOKLYN,11230,718-434-5583,6106,2.01404E+16,Permitted,2 YEARS - 5 YEARS,40,No,Private,PAD2013,-73.957052,40.631029
PRE SCHOOL OF AMERICA,PRESCHOOL OF AMERICA,112-33 QUEENS BLVD,QUEENS,11375,718-261-2522,8088,2.01311E+16,Expired-InRenewal,2 YEARS - 5 YEARS,141,No,Private,PAD2013,-73.835883,40.718273
PRE SCHOOL OF AMERICA,PRESCHOOL OF AMERICA,63-47 BOOTH STREET,QUEENS,11374,718-896-8108,7146,2.01505E+16,Permitted,2 YEARS - 5 YEARS,280,No,Private,PAD2013,-73.863747,40.729081
PRE-SCHOOL MINDS  DAY CARE CENTER,JOAN WATKIS CORPORATION,3316 CHURCH AVENUE,BROOKLYN,11203,718-284-9392,5243,2.01602E+16,Permitted,2 YEARS - 5 YEARS,50,No,Private,PAD2013,-73.946047,40.6508
PRE-SCHOOL MINDS DAY CARE CENTER,JOAN WATKIS CORPORATION,3318 CHURCH AVENUE,BROOKLYN,11203,718-284-9392,4770,2.01602E+16,Permitted,2 YEARS - 5 YEARS,39,No,Private,PAD2013,-73.945973,40.650804
PRE-SCHOOL OF AMERICALLC,PRESCHOOL OF AMERICALLC,1501 LEXINGTON AVE,MANHATTAN,10029,212-987-3700,7413,2.01308E+16,Expired-InRenewal,2 YEARS - 5 YEARS,63,No,Private,PAD2013,-73.950134,40.786203
PRECIOUS CHILDREN DAY CARE CENTER  INC2,PRECIOUS CHILDREN DAY CARE CENTER INC2,202-13 JAMAICA AVENUE,QUEENS,11423,718-479-2127,7165,2.01405E+16,Permitted,2 YEARS - 5 YEARS,23,No,Private,PAD2013,-73.756617,40.713729
PRECIOUS CHILDREN DAY CARE CENTER INC,PRECIOUS CHILDREN DAY CARE CENTER INC,202-11 JAMAICA AVENUE,QUEENS,11423,718-479-2127,6512,2.01405E+16,Permitted,2 YEARS - 5 YEARS,18,No,Private,PAD2013,-73.756698,40.71373
PRECIOUS EARLY CHILDHOOD ACADEMY,CHERYL HERCULES,9624 KINGS HIGHWAY,BROOKLYN,11212,718-495-2269,6845,2.01504E+16,Permitted,2 YEARS - 5 YEARS,15,No,Private,PAD2013,-73.919602,40.660278
PRECIOUS GIFT DAY CARE INC,PRECIOUS GIFT DAY CARE INC,317 ALBANY AVENUE,BROOKLYN,11213,718-773-7311,7848,2.01512E+16,Permitted,2 YEARS - 5 YEARS,21,No,Private,PAD2013,-73.939155,40.669745
PRECIOUS MEMORIES DAY CARE INC,PRECIOUS MEMORIES DAY CARE INC,3124 CHURCH AVENUE,BROOKLYN,11226,718-287-0037,7314,2.01412E+16,Permitted,2 YEARS - 5 YEARS,48,No,Private,PAD2013,-73.947784,40.65065
PRECIOUS MOMENTS NURSERY  PRE-K,PRECIOUS MOMENTS NURSERYPRE-KINC,61-28 GRAND AVENUE,QUEENS,11378,718-416-1624,7032,2.01408E+16,Permitted,2 YEARS - 5 YEARS,35,No,Private,PAD2013,-73.903293,40.722
PRECIOUS MOMENTS NURSERY SCHOOL   PRE-K,PRECIOUS MEMENTS NURSERY SCHOOL  PRE-K,61-28 GRAND AVENUE,QUEENS,11378,718-416-1624,7132,2.0131E+16,Expired-InRenewal,0 YEARS - 2 YEARS,10,No,Private,PAD2013,-73.903293,40.722
PRECIOUS MOMENTS NURSERY SCHOOL  DAY CARE CENTER INC,PRECIOUS MOMENTS NURSERY SCHOOL/INFANT TODDLER,11-02 CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5975,2.01508E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.812728,40.791684
PRECIOUS MOMENTS NURSERY SCHOOLDCINC,PRECIOUS MOMENTS DAY CARE CENTERINC,11-02 CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5980,2.01403E+16,Expired-InRenewal,2 YEARS - 5 YEARS,35,No,Private,PAD2013,-73.812728,40.791684
PRESCHOOL,BUMBLEBEES SI 2 LLC,443 TARGEE STREET,STATEN ISLAND,10304,718-727-2724,22037,2.01409E+16,Permitted,2 YEARS - 5 YEARS,35,No,Private,PAD2013,-74.084482,40.616103
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA LLC,101 WEST END AVENUE,MANHATTAN,10069,212-362-0135,7518,2.01507E+16,Permitted,2 YEARS - 5 YEARS,171,Yes,Private,PAD2013,-73.988541,40.775175
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA LLC,1180-90 PARK AVENUE,MANHATTAN,10128,212-410-1100,7619,2.01508E+16,Permitted,0 YEARS - 2 YEARS,33,No,Private,PAD2013,-73.954194,40.784979
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA LLC,1180-90 PARK AVENUE,MANHATTAN,10128,212-410-1100,7620,2.01508E+16,Permitted,2 YEARS - 5 YEARS,62,No,Private,PAD2013,-73.954194,40.784979
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA LLC,1501 LEXINGTON AVE,MANHATTAN,10029,212-987-3700,7411,2.01312E+16,Expired-InRenewal,0 YEARS - 2 YEARS,24,No,Private,PAD2013,-73.950134,40.786203
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICAUSAINC,186-01 73RD  AVENUE,QUEENS,11366,718-380-2066,8082,2.01509E+16,Permitted,2 YEARS - 5 YEARS,189,No,Private,PAD2013,-73.784912,40.733066
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICAUSAINC,186-01 73RD  AVENUE,QUEENS,11366,718-380-2866,8083,2.01509E+16,Permitted,0 YEARS - 2 YEARS,44,No,Private,PAD2013,-73.784912,40.733066
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA L L C,2109 BROADWAY,MANHATTAN,10023,212-877-1388,8326,2.01409E+16,Permitted,2 YEARS - 5 YEARS,111,No,Private,PAD2013,-73.982245,40.780138
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA LLC,2109 BROADWAY,MANHATTAN,10023,212-877-1388,37637,2.01504E+16,Permitted,0 YEARS - 2 YEARS,28,No,Private,PAD2013,-73.982245,40.780138
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICALLC,25 TUDOR CITY PLACE,MANHATTAN,10017,212-681-4671,7417,2.01507E+16,Permitted,2 YEARS - 5 YEARS,60,No,Private,PAD2013,-73.970506,40.748635
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA LLC,345 WEST 42ND STREET,MANHATTAN,10036,212-262-4545,7564,2.01402E+16,Expired-InRenewal,2 YEARS - 5 YEARS,57,No,Private,PAD2013,-73.991514,40.758271
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA USA INC,382 BALTIC  STREET,BROOKLYN,11201,718-855-2889,18257,2.01406E+16,Permitted,2 YEARS - 5 YEARS,190,No,Private,PAD2013,-73.990135,40.683918
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA,39 ELDRIDGE STREET,MANHATTAN,10002,212-925-0998,7003,2.01411E+16,Permitted,2 YEARS - 5 YEARS,160,No,Private,PAD2013,-73.993495,40.715714
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA USAINC,42-31 COLDEN STREET,QUEENS,11355,718-762-1232,20417,2.01408E+16,Permitted,0 YEARS - 2 YEARS,20,No,Private,PAD2013,-73.825813,40.754068
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA,44-46 MARKET STREET,MANHATTAN,10002,212-346-9868,8109,2.01312E+16,Expired-InRenewal,0 YEARS - 2 YEARS,26,No,Private,PAD2013,-73.994062,40.71211
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA LLC,600 6TH AVENUE,MANHATTAN,10011,212-255-6911,7467,2.01311E+16,Expired-InRenewal,0 YEARS - 2 YEARS,54,No,Private,LION2013,-73.995209,40.739454
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICALLC,600 6TH AVENUE,MANHATTAN,10011,212-255-6911,7463,2.0131E+16,Expired-InRenewal,2 YEARS - 5 YEARS,66,No,Private,LION2013,-73.995209,40.739454
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICAUSAINC,63-47 BOOTH STREET,QUEENS,11374,718-896-8108,20358,2.01408E+16,Permitted,0 YEARS - 2 YEARS,10,No,Private,PAD2013,-73.863747,40.729081
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA USA INC,83-04 BROADWAY,QUEENS,11373,718-458-9656,6994,2.01404E+16,Permitted,2 YEARS - 5 YEARS,158,No,Private,PAD2013,-73.880094,40.74081
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA,83-38 CORNISH AVE,QUEENS,11373,718-458-9656,8123,2.01401E+16,Expired-InRenewal,0 YEARS - 2 YEARS,20,No,Private,PAD2013,-73.880172,40.74061
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA,83-38 CORNISH AVENUE,QUEENS,11373,718-458-9656,7045,2.01412E+16,Permitted,2 YEARS - 5 YEARS,83,No,Private,PAD2013,-73.880172,40.74061
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA USAINC,859 60TH  STREET,BROOKLYN,11220,718-686-8335,8362,2.01508E+16,Permitted,0 YEARS - 2 YEARS,8,No,Private,PAD2013,-74.00777,40.634745
PRESCHOOL OF AMERICA,PRESCHOOL OF AMERICA USAINC,859 60TH  STREET,BROOKLYN,11220,718-686-8335,8393,2.01508E+16,Permitted,2 YEARS - 5 YEARS,216,No,Private,PAD2013,-74.00777,40.634745
PRESCHOOL OF AMERICA  I/T,PRESCHOOL OF AMERICA LLC,101 WEST END AVENUE,MANHATTAN,10069,212-362-0135,7412,2.0151E+16,Permitted,0 YEARS - 2 YEARS,74,Yes,Private,PAD2013,-73.988541,40.775175
PRESCHOOL OF AMERICA  INFANT/ TODDLER,PRESCHOOL OF AMERICA USA INC,382 BALTIC  STREET,BROOKLYN,11201,718-855-2889,18337,2.01406E+16,Permitted,0 YEARS - 2 YEARS,48,No,Private,PAD2013,-73.990135,40.683918
PRESCHOOL OF AMERICA USA INC,PRESCHOOL OF AMERICA USA INC,44-46 MARKET STREET,MANHATTAN,10002,212-346-9868,8108,2.01512E+16,Permitted,2 YEARS - 5 YEARS,104,No,Private,PAD2013,-73.994062,40.71211
PRESCHOOL OF AMERICA LLC INFANT PROGRAM,PRESCHOOL OF AMERICA LLC,25 TUDOR CITY PLACE,MANHATTAN,10017,212-681-4671,7418,2.01508E+16,Permitted,0 YEARS - 2 YEARS,61,No,Private,PAD2013,-73.970506,40.748635
PRESCHOOL OF AMERICA INFANT/TODDLER,PRESCHOOL OF AMERICA INFANT/TODDLER,112-33 QUEENS BLVD,QUEENS,11375,718-261-2522,8089,2.01311E+16,Expired-InRenewal,0 YEARS - 2 YEARS,38,No,Private,PAD2013,-73.835883,40.718273
PRESCHOOL OF AMERICALLC,PRESCHOOL OF AMERICALLC,345 WEST 42ND STREET,MANHATTAN,10036,212-262-4545,7549,2.01505E+16,Permitted,0 YEARS - 2 YEARS,48,No,Private,PAD2013,-73.991514,40.758271
PRESCHOOL OF THE ARTS  COOPER SQUARE,CHABAD OF GRAMERCY PARK INC,41 COOPER SQUARE,MANHATTAN,10003,917-701-4925,49997,2.01508E+16,Permitted,2 YEARS - 5 YEARS,35,No,Private,PAD2013,-73.990256,40.728505
PRESCHOOL OF THE ARTS ANNEX,CHABAD OF GRAMERCY PARK,121 WEST 19TH STREET,MANHATTAN,10011,212-229-9075,8050,2.0151E+16,Permitted,2 YEARS - 5 YEARS,85,No,Private,PAD2013,-73.995614,40.741114
PRESCHOOL R US,PRESCHOOL R US INC,150-15 41ST AVENUE,QUEENS,11354,718-888-1958,8197,2.01409E+16,Permitted,2 YEARS - 5 YEARS,80,No,Private,PAD2013,-73.813604,40.763183
PRESCHOOL R US II,PRESCHOOL R US II,59-25 KISSENA BLVD,QUEENS,11355,718-888-9878,59177,2.01603E+16,Permitted,2 YEARS - 5 YEARS,49,No,Private,PAD2013,-73.814694,40.739946
PRINCE HALL COLONIAL PARK DAY CARE CENTER,PRINCE HALL SERVICE FUND INC,159-30 HARLEM RIVER DRIVE,MANHATTAN,10039,212-281-1444,1938,2.01509E+16,Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,LION2013,-73.935516,40.832757
PROJECT SOCIAL CARE HEAD START,PROJECT SOCIAL CARE HEADSTART INC,1876 50TH STREET,BROOKLYN,11204,718-871-3100,51119,2.01508E+16,Permitted,2 YEARS - 5 YEARS,30,No,Private,PAD2013,-73.9801,40.626352
PROJECT SOCIAL CARE HEAD START,PROJECT SOCIAL CARE HEAD START INC,382 WILLOUGHBY AVENUE,BROOKLYN,11205,718-871-3100,8267,2.01503E+16,Permitted,2 YEARS - 5 YEARS,39,No,ACS Head Start,PAD2013,-73.955305,40.692874
PROJECT SOCIAL CARE HEAD START,PROJECT SOCIAL CARE HEAD START INC,5202 13 AVENUE,BROOKLYN,11219,718-436-6868,7983,2.01412E+16,Permitted,2 YEARS - 5 YEARS,30,No,Head Start Direct Fed Funding,PAD2013,-73.994233,40.633389
PROJECT SOCIAL CARE HEADSTART,PROJECT SOCIAL CARE HEADSTART INC,80 SKILLMAN STREET,BROOKLYN,11205,718-599-2900,9241,2.01511E+16,Permitted,2 YEARS - 5 YEARS,40,No,Head Start Direct Fed Funding,PAD2013,-73.95768,40.69609
PROMISE WORLD DAY CAREINC,PROMISE WORLD DAYCAREINC,1968 OCEAN AVENUE,BROOKLYN,11230,718-743-2828,8009,2.01503E+16,Permitted,2 YEARS - 5 YEARS,56,No,Private,PAD2013,-73.954531,40.613931
PROSPECT FAMILY INN,HOMES FOR THE HOMELESS INC,730 KELLY STREET,BRONX,10455,718-617-6100,5886,2.01408E+16,Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,PAD2013,-73.899501,40.816461
PROSPECT KIDS ACADEMY 2,PROSPECT KIDS ACADEMY INC,532 ST JOHNS PLACE,BROOKLYN,11238,718-638-9300,7857,2.01403E+16,Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,LION2013,-73.960306,40.672966
PROSPECT KIDS ACADEMY INC,PROSPECT KIDS ACADEMY INC,341 PROSPECT AVENUE,BROOKLYN,11215,718-788-7727,7331,2.01412E+16,Permitted,2 YEARS - 5 YEARS,25,No,Private,PAD2013,-73.986964,40.662229
PROVIDENCE REST CHILD DAY CARE CENTER INC,PROVIDENCE REST CHILD DAY CARE CENTER INC,3310 CAMPBELL DRIVE,BRONX,10465,718-823-3588,5871,2.01511E+16,Permitted,2 YEARS - 5 YEARS,25,No,Private,PAD2013,-73.817068,40.83829
PS,THE RAMAZ FACULTY CHILDCARE CENTER,1725  YORK AVENUE,MANHATTAN,10128,212-774-8000,22458,2.01409E+16,Permitted,2 YEARS - 5 YEARS,17,No,Private,PAD2013,-73.946037,40.778323
PUERTO RICAN FAMILY INSTITUTE BROOKLYN HEAD START,PUERTO RICAN FAMILY INSTITUTE INC,185 MARCY AVENUE,BROOKLYN,11211,718-388-6060,6496,2.01509E+16,Permitted,2 YEARS - 5 YEARS,51,No,Head Start Direct Fed Funding,PAD2013,-73.958,40.707768
PURPLE CIRCLE DAY CARE CENTER INC,PURPLE CIRCLE DAY CARE CENTER INC,251 WEST 100 STREET,MANHATTAN,10025,212-866-9193,4610,2.01504E+16,Permitted,2 YEARS - 5 YEARS,60,No,Private,PAD2013,-73.970844,40.79784
PUSTEBLUME GERMAN LANGUAGE PRESCHOOLS AND AFTER-SCHOOL PROGAMS,PUSTEBLUME GERMAN LANGUAGE PRESCHOOLS AND AFTER-SCHOOL PROGAMS,244 WEST 14TH STREET,MANHATTAN,10011,212-206-1137,19017,2.01407E+16,Permitted,2 YEARS - 5 YEARS,89,No,Private,PAD2013,-74.001983,40.739219
QHC DAYCARE CENTER,QUEENS HERALD COMMUNITY CORP,43-29 162ND STREET,QUEENS,11358,718-939-3606,8122,2.01512E+16,Permitted,2 YEARS - 5 YEARS,81,No,Private,PAD2013,-73.804053,40.757769
QSAC,QSACINC,245-37 60 AVENUE,QUEENS,11362,718-728-8476,7359,2.01503E+16,Permitted,2 YEARS - 5 YEARS,137,No,Private,PAD2013,-73.732546,40.757506
