Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Total Maximum Capacity,Lat,Lon
DC21819,"LOVE, PEACE, & JOY CHILD CARE II INC. INFANT/TODDLER","LOVE, PEACE, & JOY CHILD CARE II INC.",111-12 FARMERS BLVD.,QUEENS,11412,718-264-0555,8289,4/27/2015,Permitted,0 YEARS - 2 YEARS,14,No,Private,14,40.701447,-73.76557
DC21817,"LOVE, PEACE, AND JOY CHILD CARE II, INC.","LOVE, PEACE, AND JOY CHILD CARE II, INC.",111-10 FARMERS BLVD.,QUEENS,11412,718-264-0555,8343,5/9/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.701529,-73.76558
DC21820,"LOVE, PEACE,AND JOY CHILD CARE II INC. PRESCHOOL","LOVE, PEACE,AND JOY CHILD CARE II INC.",111-12 FARMERS BLVD,QUEENS,11412,718-264-0555,8291,5/16/2015,Permitted,2 YEARS - 5 YEARS,32,No,Private,32,40.701447,-73.76557
DC22991 / DC22697,LOWER EAST SIDE MONTESSORI / LOWER EAST SIDE MONTESSORI,"ASKS INDUSTRIES, INC. / ASKS INDUSTRIES, INC.",99 SUFFOLK STREET,MANHATTAN,10002,212-982-4444 / 212-982-4444,16977 / 15297,05/22/2016 / 04/24/2016,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,18 / 28,No / No,Private / Private,46,40.7185131,-73.9864787
DC20469,LOYALTY DAYCARE L L C,LOYALTY DAYCARE L L C,4226 3RD AVENUE,BRONX,10457,718-294-0134,14397,4/4/2016,Permitted,0 YEARS - 2 YEARS,58,Yes,Private,58,40.847389,-73.895471
DC20618,LOYALTY DAYCARE LLC,LOYALTY DAYCARE LLC,4226 THIRD AVENUE,BRONX,10457,718-294-0134,14418,4/4/2016,Permitted,2 YEARS - 5 YEARS,57,Yes,Private,57,40.847389,-73.895471
DC1297,LUCILLE ROSE DAY CARE CENTER,"ATLED, INC.",148 BEACH 59 STREET,QUEENS,11692,718-634-0331,5570,5/11/2015,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,95,40.5906476,-73.7887398
DC19523,LURIA ACADEMY OF BROOKLYN,"LURIA OF BROOKLYN,INC.",238 ST. MARKS AVENUE,BROOKLYN,11238,718-398-3290,8356,7/27/2015,Permitted,2 YEARS - 5 YEARS,22,No,Private,22,40.6783418,-73.9681032
DC12267 / DC2263,MSKCC CHILDREN'S CENTER / M S K C C CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC. / BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",475 MAIN STREET,MANHATTAN,10044,212-224-0129 / 212-224-0129,7636 / 7236,09/26/2015 / 08/31/2014,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 30,No / No,Private / Private,48,40.7600366,-73.951778
DC15240 / DC17041,SAINTILUS DAY CARE CENTER / M. KALIX AND NATALIE LINDOR NURSERY INC. I/T,SAINTILUS DAY CARE INC. / MAGALIE EARLY INTERVENTION DEVELOPMENTAL CENTER INC I/T,951 EAST 84TH STREET,BROOKLYN,11236,718-209-1347 / 718-209-1347,7768 / 8101,06/11/2015 / 12/21/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,45 / 44,No / No,Private / Private,89,40.636564,-73.909044
DC20414 / DC1998,M.S.SUNSHINE INC. ( TODDLERS) / M.S. SUNSHINE DAY CARE CENTER,MS SUNSHINE INC. / M.S. SUNSHINE INC.,3096 BRIGHTON 6TH STREET,BROOKLYN,11235,718-648-8786 / 718-648-8786,8117 / 6364,12/21/2015 / 12/06/2014,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,Jun-49,No / No,Private / Private,55,40.576885,-73.961583
DC1550,MACADEMY,"Q KINGDOM MINISTRIES, INCORPORATED",1313 UNION STREET,BROOKLYN,11225,718-221-5566,6689,12/15/2014,Permitted,2 YEARS - 5 YEARS,38,No,Private,38,40.669056,-73.948633
DC2152,MACEDONIA CHILD DEVELOPMENT CENTER,"GREATER FLUSHING COMMUNITY COUNCIL,INC.",37-22 UNION STREET,QUEENS,11354,718-939-6060,3015,5/7/2014,Expired-InRenewal,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,35,40.7618468,-73.8272555
DC24587,MACHNA SHALVA I,"B'ABOVE WORLDWIDE INSTITUTE, INC.",1362 49TH STREET,BROOKLYN,11219,718-436-2212,30318,1/7/2015,Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,30,40.6340827,-73.9905839
DC23250,MACHNA SHALVA II,"B'ABOVE WORLDWIDE INSTITUTE, INC.",1363 50TH STREET,BROOKLYN,11219,718-438-0060,30319,1/7/2015,Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,30,40.633629,-73.990819
DC1713,MACHZIK BRACHA LEARNING CENTER,MACHZIK BRACHA,1177 48 STREET,BROOKLYN,11219,718-972-7310,5723,5/25/2015,Permitted,2 YEARS - 5 YEARS,100,No,Private,100,40.6371579,-73.9941104
DC16894,MADISON  PLAYGROUP,"MADISON PLAYGROUP,LTD.",230 EAST 60TH ST,MANHATTAN,10022,212-879-9161,8105,11/16/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private,15,40.7614278,-73.9650489
DC22420,MAGIC KINGDOM,MAGIC KINGDOM LLC.,5215 CHURCH AVENUE,BROOKLYN,11203,718-495-5333,14118,3/28/2014,Expired-InRenewal,2 YEARS - 5 YEARS,18,No,Private,18,40.652495,-73.927938
DC14921,MAGIC KINGDOM OF SHEEPSHEAD BAY,MAGIC KINGDOM OF SHEEPSHEAD BAY LLC,2484 EAST 18TH STREET,BROOKLYN,11235,718-648-1988,7790,8/28/2015,Permitted,2 YEARS - 5 YEARS,41,No,Private,41,40.590522,-73.9521479
DC11719 / DC18887,MAGIC YEARS PRE-SCHOOL / MAGIC YEARS INFANT/TODDLER PROGRAM,MAGIC YEARS DAYCARE CENTER CORP / MAGIC YEARS DAYCARE CENTER CORP,90-20 55 AVENUE,QUEENS,11373,718-271-1850 / 718-271-1850,7941 / 7962,10/25/2014 / 10/25/2014,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,87 / 18,No / No,Private / Private,105,40.7321468,-73.8807185
DC10518,MAGICAL YEARS EARLY CHILDHOOD CENTER,"SUNSET BAY COMMUNITY SERVICES,INC.",230 60 STREET,BROOKLYN,11220,718-439-0450,6083,3/11/2015,Permitted,0 YEARS - 2 YEARS,38,No,ACS Contracted Preschools,38,40.6429586,-74.0221663
DC17496,MAGNA'S DAY CARE CENTER,MAGNA'S DAY CARE CENTER,1662 CARROLL STREET,BROOKLYN,11213,718-493-8467,7882,4/14/2014,Expired-InRenewal,2 YEARS - 5 YEARS,20,No,Private,20,40.665884,-73.9320709
DC18982,MAKING A DIFFERENCE CENTER,MAKING A DIFFERENCE DAYCARE INC.,670 ROCKAWAY PARKWAY,BROOKLYN,11236,718-484-8110,8013,5/1/2015,Permitted,2 YEARS - 5 YEARS,44,No,Private,44,40.6526349,-73.911162
DC24693,MALCOLM X DAY CARE,EPISCOPAL SOCIAL SERVICES,111-12 NORTHERN BLVD,QUEENS,11368,718-651-7880,26197,10/24/2014,Permitted,2 YEARS - 5 YEARS,157,No,ACS Contracted Preschools,157,40.757751,-73.857951
DC17860,MANGO'S PLACE DAY CARE CENTER,MANGO'S PLACE DAY CARE CORP.,506 WASHINGTON AVENUE,BROOKLYN,11238,718-857-4250,7888,6/24/2014,Permitted,2 YEARS - 5 YEARS,60,No,Private,60,40.6837974,-73.9651357
DC11000,"MANHATTAN CHILDREN'S PROGRAM, U C P OF N Y C",UNITED CEREBRAL PALSY OF N Y C INC.,122 EAST 23 STREET,MANHATTAN,10010,212-677-7400,7349,1/9/2015,Permitted,2 YEARS - 5 YEARS,114,No,Private,114,40.73943,-73.985404
DC24947,MANHATTAN DAY SCHOOL,"YESHIVA OHAR TORAH COMMUNITY SCHOOL, INC.",310 WEST 75TH STREET,MANHATTAN,10023,212-376-6800,29539,12/18/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.7820083,-73.9841862
DC20709,MANHATTAN DEVELOPMENT ACADEMY,MANHATTAN PENTACOSTAL CHURCH,541 WEST 125TH STREET,MANHATTAN,10027,212-222-6860,8279,4/15/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.8147811,-73.9570731
DC12266 / DC1179,"THE MANHATTAN KIDS CLUB II,INC / MANHATTAN KID'S CLUB II, INC.","THE MANHATTAN KIDS CLUB II,INC / THE MANHATTAN KIDS CLUB II, INC.",629 EAST 14 STREET,MANHATTAN,10009,212-533-1977 / 212-533-1977,7156 / 5344,08/13/2015 / 12/06/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,85 / 46,Yes / Yes,Private / Private,131,40.7291613,-73.976652
DC1117,MANHATTAN NURSERY SCHOOL,"MIDTOWN CARE,INC.",38 WEST 32 STREET,MANHATTAN,10001,212-631-0543,6417,5/27/2015,Permitted,2 YEARS - 5 YEARS,83,Yes,Private,83,40.7477717,-73.9874679
DC14193,MANHATTAN NURSERY SCHOOL,MIDTOWN CARE INC.,38 WEST 32ND STREET,MANHATTAN,10001,212-631-0543,6720,2/6/2016,Permitted,0 YEARS - 2 YEARS,9,Yes,Private,9,40.7477717,-73.9874679
DC189,MARBLE HILL NURSERY SCHOOL,MARBLE HILL NURSERY SCHOOL,5470 BROADWAY,BRONX,10463,718-562-7055,1613,9/12/2014,Permitted,2 YEARS - 5 YEARS,60,No,Private,60,40.8762773,-73.9066706
DC14284,MARC ACADEMY AND FAMILY CENTER,"MARC ACADEMY AND FAMILY CENTER,INC.",2111 JEROME AVENUE,BRONX,10453,718-562-3410,6764,3/10/2016,Permitted,2 YEARS - 5 YEARS,70,No,ACS Contracted Preschools,70,40.854989,-73.906697
DC343,MARCY CHILDREN'S CENTER,"EPISCOPAL SOCIAL SERVICES OF NEW YORK, INC.",494 MARCY AVENUE,BROOKLYN,11206,718-243-2776,5264,12/19/2014,Permitted,2 YEARS - 5 YEARS,53,No,ACS Contracted Preschools,53,40.6980269,-73.9497622
DC344,MARIE DURDIN CHILD CARE CENTER,"COLONY SOUTH BROOKLYN HOUSES, INC.",2700 LINDEN BOULEVARD,BROOKLYN,11208,718-647-4730,1699,4/8/2016,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.668292,-73.864436
DC22158,MAROOS CHILD CARE CENTER,MAROOS  INC,45-02 82ND STREET,QUEENS,11373,718-396-7479,50857,8/20/2015,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.741448,-73.883206
DC1300,"MARTIN L. KING, JR. MEMORIAL DAY CARE CTR","FLUSHING DAY CARE CENTER,INC.",36-06 PRINCE STREET,QUEENS,11354,718-886-3165,4079,4/21/2016,Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,35,40.762049,-73.833358
DC10577,"MARY BOBB DAY CARE,INC. #3","MARY BOBB DAY CARE,INC.",1289 NOSTRAND AVENUE,BROOKLYN,11226,718-693-9121,6933,9/20/2015,Permitted,2 YEARS - 5 YEARS,52,No,Private,52,40.6556136,-73.9498866
DC11744,MARY BOBB LEARNING ACADEMY,"MARY BOBB DAY CARE,INC.",1187 NOSTRAND AVENUE,BROOKLYN,11225,718-604-4400,7594,11/19/2014,Permitted,2 YEARS - 5 YEARS,177,No,Private,177,40.65831,-73.94981
DC23008,MARY MCLEOD BETHUNE CHILD DEVELOPMENT CENTER INC.,MARY MCLEOD BETHUNE CHILD DEVELOPMENT CENTER INC.,360 PULASKI STREET,BROOKLYN,11206,718-455-5137,27661,11/20/2014,Permitted,2 YEARS - 5 YEARS,56,No,Private,56,40.6938346,-73.9363579
DC1301,MARY WALTON CHILDREN'S CENTER,"BETHANY DAY NURSERY, INC.",224 WEST 152 STREET,MANHATTAN,10039,212-283-4242,1637,1/23/2016,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,60,40.8264259,-73.9370301
DC25751,MARYEL INTERNATIONAL PRESCHOOL,"MARYEL INTERNATIONAL PRESCHOOL, INC.",28 EAST 35TH STREET,MANHATTAN,10016,347-667-9109,50917,8/21/2015,Permitted,2 YEARS - 5 YEARS,52,No,Private,52,40.7479815,-73.9818507
DC3000,MASPETH TOWN HALL PRE-SCHOOL,MASPETH TOWN HALL INC.,53-37 72 STREET,QUEENS,11378,718-335-6049,5144,4/15/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.7302131,-73.8923546
DC21075,MEDGAR EVERS HEAD START,COMMUNITY PARENTS INC.,60 EAST 93RD STREET,BROOKLYN,11212,718-221-2531,8188,7/1/2014,Permitted,2 YEARS - 5 YEARS,105,No,ACS Head Start,105,40.6626835,-73.9272486
DC2597,MEI  WAH  PRE-SCHOOL,CHINESE METHODIST CENTER CORP.,69 MADISON STREET,MANHATTAN,10002,212-349-2703,4583,9/22/2014,Permitted,2 YEARS - 5 YEARS,36,No,Private,36,40.712212,-73.9968327
DC14592,MELISSA'S CHILDREN OF TOMORROW,MELISSA'S CHILDREN OF TOMORROW INC.,117-11  JAMAICA    AVE,QUEENS,11418,718-846-2060,7753,5/16/2015,Permitted,2 YEARS - 5 YEARS,27,No,Private,27,40.69965,-73.8322431
DC24661,MERCAZ GAN,"B'ABOVE WORLDWIDE INSTITUTE, INC.",2221 AVENUE R,BROOKLYN,11229,718-513-1931,28258,11/29/2014,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,60,40.6066086,-73.9502708
DC14136,"MERKAZ-THE CENTER, INC.","MERKAZ-THE CENTER, INC.",1739 OCEAN AVENUE,BROOKLYN,11230,718-252-2122,25297,10/16/2014,Permitted,2 YEARS - 5 YEARS,75,No,Private,75,40.6195646,-73.9552189
DC1169,MERRICAT'S CASTLE SCHOOL,ABC MERRICAT'S CASTLE SCHOOL,316 EAST 88 STREET,MANHATTAN,10128,212-534-3656,4186,9/10/2013,Expired-InRenewal,2 YEARS - 5 YEARS,55,No,Private,55,40.7784272,-73.9496587
DC1302,METRO NORTH DAY CARE CENTER,"UNION SETTLEMENT ASSOCIATION, INC.",304 EAST 102 STREET,MANHATTAN,10029,212-828-6087,3040,9/19/2015,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.7878161,-73.9437652
DC18974,MI NUEVO MUNDO,MI NUEVO MUNDO CORP,104-19 39 AVENUE,QUEENS,11368,718-476-7919,7937,10/1/2014,Permitted,2 YEARS - 5 YEARS,32,No,Private,32,40.7508994,-73.8613338
DC23235,MI NUEVO MUNDO I,"MI NUEVO MUNDO, INC.",51-02 31 AVENUE,QUEENS,11377,718-626-1686,21338,8/22/2014,Permitted,2 YEARS - 5 YEARS,42,No,Private,42,40.7568142,-73.9076923
DC18979,MI NUEVO MUNDO III.,MI NUEVO MUNDO CORP,104-21 39 AVENUE,QUEENS,11368,718-476-7919,7398,10/1/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.7511147,-73.8614488
DC20599,MI NUEVO MUNDO IV PRESCHOOL,MI NUEVO MUNDO CORP.,100-03 39 AVENUE,QUEENS,11368,718-476-3535,8198,9/13/2014,Permitted,2 YEARS - 5 YEARS,36,No,Private,36,40.75022,-73.865598
DC11227,MI NUEVO MUNDO LL,MI NUEVO MUNDO CORP,31-05 51 STREET,QUEENS,11377,718-626-7394,7031,8/4/2014,Permitted,2 YEARS - 5 YEARS,126,No,Private,126,40.7567549,-73.9079047
DC20601,MI NUEVO MUNDO V P/S,MI NUEVO MUNDO CORP,100-05 39 AVENUE,QUEENS,11368,718-626-7394,11117,1/17/2016,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.750245,-73.865514
DC24597,MID BRONX C C R P EARLY CHILDHOOD CENTER,"MID BRONX C C R P EARLY CHILDHOOD CENTER, INC.",1020-1022 SUMMIT AVENUE,BRONX,10452,347-498-1097,25857,10/22/2014,Permitted,2 YEARS - 5 YEARS,68,No,ACS Contracted Preschools,68,40.833802,-73.9295829
DC24598,MID BRONX C C R P EARLY CHILDHOOD CENTER,"MID BRONX C C R P EARLY CHILDHOOD CENTER, INC.",1360 OGDEN AVENUE,BRONX,10452,917-962-9384,26318,10/25/2014,Permitted,2 YEARS - 5 YEARS,50,No,ACS Contracted Preschools,50,40.841556,-73.9244159
DC23087,MID BRONX CCRP EARLY CHILDHOOD CENTER,"MID BRONX CCRP EARLY CHILDHOOD CENTER, INC.",100-120 EAST MOUNT EDEN AVENUE,BRONX,10452,718-583-9664,26277,10/25/2014,Permitted,2 YEARS - 5 YEARS,220,No,ACS Contracted Preschools,220,40.8432256,-73.9124646
DC316,MID-BRONX C C R P HEAD START,"MID-BRONX C C R P EARLY CHILDHOOD CENTER, INC.",1125 GRAND CONCOURSE,BRONX,10452,718-590-7014,6058,8/10/2015,Permitted,2 YEARS - 5 YEARS,261,No,ACS Contracted Preschools,261,40.832748,-73.9202476
DC2756,MIDDLETON'S EARLY LEARNING CENTER,MIDDLETON'S EARLY LEARNING CENTER,226-02 MERRICK BOULEVARD,QUEENS,11413,718-949-9890,7271,7/7/2014,Permitted,2 YEARS - 5 YEARS,94,No,Private,94,40.676925,-73.743801
DC1715,MIDWOOD MONTESSORI,MIDWOOD MONTESSORI INC.,2825 BEDFORD AVENUE,BROOKLYN,11210,718-253-3242,4915,7/18/2015,Permitted,2 YEARS - 5 YEARS,69,No,Private,69,40.633897,-73.952753
DC22143,MILLER EVANGELICAL CHRISTIAN LEARNING ACADEMY,MILLER EVANGELICAL CHRISTIAN UNION CHURCH OF THE CHURCHES OF CHRIST IN THE CHRISTIAN UNION,1110 PRESIDENT STREET,BROOKLYN,11225,718-363-7160,52297,9/19/2015,Permitted,2 YEARS - 5 YEARS,37,No,Private,37,40.667981,-73.954015
DC21737,MINI MIRACLES CORP,"MINI MIRACLES, CORP.",1708 FLATBUSH AVENUE,BROOKLYN,11210,718-676-5377,8597,11/18/2015,Permitted,2 YEARS - 5 YEARS,36,No,Private,36,40.628574,-73.943664
DC11943,MINI WORLD PRESCHOOL,DEBRA ERCOLE,7516 AMBOY ROAD,STATEN ISLAND,10307,718-948-9535,6793,1/19/2016,Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.508974,-74.246252
DC15655 / DC17551,MINIVENTURES OF NEW YORK / MINIVENTURES OF N Y,"MINIVENTURES OF NEW YORK, INC. / MINIVENTURES OF N Y, INC.",433 EAST 148TH STREET,BRONX,10455,917-645-5214 / 917-645-5214,7697 / 7833,01/10/2015 / 02/23/2016,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,84 / 20,No / No,Private / Private,104,40.814866,-73.9165213
DC21713,"MINIVENTURES OF NY, INC.","MINIVENTURES OF NY, INC.",67-52 79 STREET,QUEENS,11379,718-326-4500,8283,3/15/2015,Permitted,0 YEARS - 2 YEARS,17,No,Private,17,40.711789,-73.8735057
DC20847,"MINIVENTURES OF NY, INC.","MINIVENTURES OF NY,INC",67-52 79TH STREET,QUEENS,11379,718-326-4500,8335,10/6/2014,Permitted,2 YEARS - 5 YEARS,34,No,Private,34,40.711789,-73.8735057
DC11727,MISS D' PLAYGROUP,MISS D'S PLAYGROUP DAY CARE,15-26 CENTRAL AVENUE,QUEENS,11691,718-327-3767,7044,9/9/2015,Permitted,2 YEARS - 5 YEARS,64,No,Private,64,40.605612,-73.752145
DC1824,MISS FRANCINE DAY SCHOOL I I,LLOYD STRUVER,2169 GRAND CONCOURSE,BRONX,10453,718-295-3100,5399,6/28/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private,75,40.8551599,-73.9019607
DC16048,MOMMY DAYCARE,"MOMMY DAYCARE, LLC",891 AVENUE Z,BROOKLYN,11235,718-339-5777,8263,2/7/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.587433,-73.961122
DC10905,MONA PREP DAY CARE CENTER INC.,MONA PREP DAY CARE CENTER INC.,241-15 NORTH CONDUIT AVENUE,QUEENS,11422,718-525-8555,7081,1/26/2015,Permitted,2 YEARS - 5 YEARS,88,No,Private,88,40.666815,-73.736
DC2041,MONSIGNOR BOYLE HEAD START,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESES OF NEW YORK,3044 HULL AVENUE,BRONX,10467,718-405-7844,7254,6/16/2014,Permitted,2 YEARS - 5 YEARS,220,No,ACS Contracted Preschools,220,40.871433,-73.879403
DC2989,MONTCLARE CHILDREN'S SCHOOL LLC,MONTCLARE CHILDREN'S SCHOOL LLC,747 AMSTERDAM AVENUE,MANHATTAN,10025,212-865-4020,6953,4/18/2016,Permitted,2 YEARS - 5 YEARS,172,No,Private,172,40.7942603,-73.9698551
DC20603,MONTESSORI DAY SCHOOL OF BROOKLYN,"BROOKLYN MONTESSORI, LTD.",237 PARK PLACE,BROOKLYN,11238,718-398-2322,8210,9/9/2014,Permitted,2 YEARS - 5 YEARS,109,No,Private,109,40.6769826,-73.9696593
DC10897,MONTESSORI PROGRESSIVE LEARNING CENTER,MONTESSORI PROGRESSIVE LEARNING CENTER INC,195-05 LINDEN BOULEVARD,QUEENS,11412,718-723-3967,7019,5/7/2016,Permitted,2 YEARS - 5 YEARS,155,No,Private,155,40.6932438,-73.7566595
DC16724,MONTESSORI SCHOOL OF MANHATTAN,"WEGWEISER & WEGWEISER, LLC",2 GOLD ST.,MANHATTAN,10038,212-742-2830,7796,8/30/2015,Permitted,2 YEARS - 5 YEARS,133,Yes,Private,133,40.7073324,-74.0070814
DC11957,MONTESSORI SCHOOL OF MANHATTAN,"MONTESSORI SCHOOL OF MANHATTAN,LLC",53 BEACH STREET,MANHATTAN,10013,212-334-0400,7607,5/6/2014,Expired-InRenewal,2 YEARS - 5 YEARS,133,Yes,Private,133,40.720916,-74.009409
DC2106,MONTGOMERY ACADEMY,"414 UTICA AVENUE,INC",414 UTICA AVENUE,BROOKLYN,11213,718-493-4774,7108,6/1/2014,Permitted,2 YEARS - 5 YEARS,42,No,Private,42,40.664216,-73.931867
DC24573,MORNING STAR PRESCHOOL,"MORNING STAR PRESCHOOL, INC.",47-24 BELL BLVD,QUEENS,11361,718-229-0206,41097,5/22/2015,Permitted,2 YEARS - 5 YEARS,32,No,Private,32,40.756158,-73.767753
DC1305,MORNINGSIDE DAY CARE,EPISCOPAL SOCIAL SERVICES,2967 FREDERICK DOUGLAS BLVD,MANHATTAN,10039,212-281-4142,6678,4/30/2014,Expired-InRenewal,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.8309664,-73.9360607
DC2688 / DC14109 / DC11199,"YALDAYNU PRESCHOOL / PURPLE CIRCLE DAY CARE CENTER INC, / MORNINGSIDE MONTESSORI SCHOOL",YALDAYNU PRESCHOOL / PURPLE CIRCLE DAY CARE CENTER INC. / MORNINGSIDE MONTESSORI SCHOOL,251 WEST 100 STREET,MANHATTAN,10025,212-866-4993 / 212-866-9193 / 212-316-1555,4955 / 4610 / 7509,04/07/2016 / 04/23/2015 / 06/02/2015,Permitted / Permitted / Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,45 / 60 / 59,No / No / Yes,Private / Private / Private,164,40.7977685,-73.9708053
DC345,MORRIS L. EISENSTEIN LEARNING CENTER,UNITED COMMUNITY CENTERS INC.,613 NEW LOTS AVENUE,BROOKLYN,11207,718-385-1201,5109,11/8/2015,Permitted,2 YEARS - 5 YEARS,97,Yes,ACS Contracted Preschools,97,40.664882,-73.886715
DC25293,MOSDOTH BERESHITH,"MOSDOTH BERESHITH, INC.",1257 EAST 18TH STREET,BROOKLYN,11230,718-233-2946,56638,2/4/2016,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.619923,-73.957188
DC25355,MOSHOLU MONTEFIORE CHILD DEVELOPMENT CENTER,MOSHOLU MONTEFIORE COMMUNITY CENTER INC,3880 SEDGWICK AVENUE,BRONX,10463,718-654-0563,51457,9/3/2015,Permitted,2 YEARS - 5 YEARS,100,No,ACS Contracted Preschools,100,40.8826932,-73.8937561
DC15570,MOSHOLU MONTEFIORE COMMUNITY CENTER - NORTHSIDE ANNEX,"MOSHOLU MONTEFIORE COMMUNITY CENTER, INC.",3512 DEKALB AVENUE,BRONX,10467,718-405-0020,7492,11/28/2015,Permitted,2 YEARS - 5 YEARS,83,No,Head Start (Direct Fed. Funding),83,40.882537,-73.879775
DC17352,MOST TERRIFIC CHILD,"MOST TERRIFIC CHILD, INC",555 TOMPKINS AVENUE,STATEN ISLAND,10305,718-273-0334,8067,9/3/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.6126191,-74.071045
DC705,MOTHER LOVE,MOTHER LOVE INC.,1681 49 STREET,BROOKLYN,11204,718-853-1408,7014,3/14/2016,Permitted,2 YEARS - 5 YEARS,66,No,Private,66,40.62979,-73.9834154
DC20639,MOTHER'S CARE DAY CARE,"MOTHER'S CARE DAY CARE,INC.",955 NOSTRAND AVENUE,BROOKLYN,11225,347-260-6518,8167,5/26/2014,Expired-InRenewal,2 YEARS - 5 YEARS,25,No,Private,25,40.6650405,-73.9509397
DC25020,MOVING UP CHILDREN CENTER,MOVING UP CHILDREN CENTER INC.,40-69 94 STREET,QUEENS,11373,718-803-9788,36518,4/4/2015,Permitted,2 YEARS - 5 YEARS,101,No,Private,101,40.7472397,-73.8719981
DC24546,MOZARTS AND EINSTEINS,"NYC MUSIC AND DANCE, LLC",910 UNION STREET,BROOKLYN,11215,347-227-8500,51298,8/29/2015,Permitted,2 YEARS - 5 YEARS,60,No,Private,60,40.672637,-73.971447
DC1614,MS. ELENA'S SUNSHINE EARLY LEARNING CENTER,MS. ELENA'S SUNSHINE EARLY LEARNING CENTER INC.,3075 BAISLEY AVENUE,BRONX,10461,718-863-6470,4806,9/30/2014,Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.8374529,-73.826184
DC26005,MSGR. ANDREW LANDI EARLY CHILDHOOD DEVELOPMENT CENTER,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",21-20 35 AVENUE,QUEENS,11106,718-806-1598,52537,9/27/2015,Permitted,2 YEARS - 5 YEARS,52,No,Private,52,40.7607871,-73.9342102
DC2377,MT.OLIVET CHRISTIAN SCHOOL.,MT. OLIVET CHRISTIAN SCHOOL,33-25 97 STREET,QUEENS,11368,718-478-0780,4859,8/26/2015,Permitted,2 YEARS - 5 YEARS,44,No,Private,44,40.7527422,-73.8703529
DC2083,MUNCHKIN LAND LTD,MUNCHKIN LAND LTD.,4712 AVENUE N,BROOKLYN,11234,718-338-3820,5939,11/15/2014,Permitted,2 YEARS - 5 YEARS,19,No,Private,19,40.618766,-73.929431
DC15162,MUSHROOM  HOUSE,MUSHROOM  HOUSE LLC,38-00 DITMARS BLVD.,QUEENS,11105,718-606-6161,7934,9/10/2014,Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.7730869,-73.906884
DC23045,MY LITTLE FOOTPRINTS DAY CARE,MY LITTLE FOOTPRINTS DAY CARE CORP.,28-34 38 STREET,QUEENS,11103,718-626-2201,26097,10/23/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.7650886,-73.915417
DC21561,MY LITTLE LANGUAGE SCHOOL,"MY LITTLE LANGUAGE SCHOOL, MI PEQUENA ESCUELITA, INC.",225  WEST 99TH STREET,MANHATTAN,10025,646-389-7552,8374,8/30/2015,Permitted,2 YEARS - 5 YEARS,42,No,Private,42,40.7962577,-73.9691465
